col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Judge Of The Superior Court - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Joshua Roberts,Jennifer Schultz,Carmella Jacquinto,Sherman Toppin,Cateria R Mccabe,Anthony Kyriakakis,Terri M Booker,Craig Levin,Henry Mcgregor Sias,Jon Marshall,Tiffany Palmer,Kendra Mccrae,Leon Goodman,Beth Grossman,Laurie Dow,Wendi Barish,Nicola Serianni,James C Crumlish,Kay Yu,Chris Hall,Janine D Momasso,Vicki Markovitz,Robert Trimble,James F Berardinelli,Gregory Weyer,All
Daniel D Mccaffery,98,"1,024",275,"1,088",500,589,642,619,515,364,374,460,347,316,308,331,196,203,205,201,183,148,156,115,108,109,90,39,All
Amanda Green-hawkins,,63,212,860,334,585,575,596,443,349,237,408,219,313,302,293,187,198,184,165,129,144,121,145,96,71,76,37,All
Beth Tarasi,,,40,279,365,112,88,96,57,113,200,48,186,122,118,96,107,80,97,115,92,76,61,51,55,51,35,13,All
Joshua Roberts,,,,7,258,451,517,488,434,184,241,413,253,114,119,150,82,93,99,112,131,55,55,35,33,47,26,16,All
Jennifer Schultz,,,,,13,92,76,79,41,96,247,30,209,136,124,97,110,77,120,126,85,57,48,43,60,50,19,14,All
Carmella Jacquinto,,,,,,15,430,446,376,135,72,351,29,109,127,102,64,96,72,59,66,63,34,77,44,23,34,11,All
Sherman Toppin,,,,,,,6,514,427,143,68,427,50,88,97,97,35,69,39,56,39,48,58,38,36,32,23,15,All
Cateria R Mccabe,,,,,,,,2,421,126,53,414,41,112,128,101,50,67,55,47,26,46,32,72,37,22,29,6,All
Anthony Kyriakakis,,,,,,,,,2,56,22,395,19,57,51,48,35,28,29,17,42,34,30,28,17,10,12,3,All
Terri M Booker,,,,,,,,,,13,68,47,63,199,171,156,70,120,88,61,47,79,96,51,40,46,17,22,All
Craig Levin,,,,,,,,,,,2,18,184,67,45,78,47,57,52,76,89,24,42,34,21,33,28,8,All
