col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Joshua Roberts,Cateria R Mccabe,Carmella Jacquinto,James C Crumlish,Anthony Kyriakakis,Jennifer Schultz,Kendra Mccrae,Henry Mcgregor Sias,Tiffany Palmer,Leon Goodman,Craig Levin,Terri M Booker,Laurie Dow,Jon Marshall,Beth Grossman,Wendi Barish,Janine D Momasso,Kay Yu,Sherman Toppin,Nicola Serianni,Chris Hall,Vicki Markovitz,James F Berardinelli,Robert Trimble,Gregory Weyer,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,All
Joshua Roberts,136,768,741,823,685,271,187,645,133,184,275,184,124,261,110,123,48,68,86,103,76,51,32,42,19,511,369,307,69,All
Cateria R Mccabe,,7,862,743,771,156,345,660,240,278,123,217,166,69,106,122,214,147,129,86,68,83,54,24,18,380,374,243,62,All
Carmella Jacquinto,,,9,754,748,129,289,646,186,207,157,180,163,47,85,108,194,103,110,67,59,80,52,31,17,316,403,227,46,All
James C Crumlish,,,,8,738,140,191,616,178,131,175,122,137,101,78,100,86,95,64,69,138,33,86,48,16,313,314,233,65,All
Anthony Kyriakakis,,,,,2,68,160,665,158,131,58,58,51,25,47,57,91,89,65,35,111,29,34,19,17,250,218,206,47,All
Jennifer Schultz,,,,,,37,201,39,181,143,258,137,139,212,194,190,89,108,59,185,64,92,32,48,22,472,188,237,45,All
Kendra Mccrae,,,,,,,26,61,301,298,88,274,195,90,149,157,171,133,132,124,124,57,41,54,21,293,258,203,54,All
Henry Mcgregor Sias,,,,,,,,2,72,61,25,33,40,12,26,20,35,49,53,25,14,21,45,8,13,203,162,129,34,All
Tiffany Palmer,,,,,,,,,3,225,92,277,169,79,145,166,74,175,103,105,176,76,69,54,34,279,222,203,39,All
Leon Goodman,,,,,,,,,,7,178,212,138,110,123,112,167,91,142,70,88,104,85,56,28,207,268,152,69,All
Craig Levin,,,,,,,,,,,20,102,119,198,101,92,101,57,53,93,55,96,65,42,12,261,210,158,42,All
Terri M Booker,,,,,,,,,,,,14,168,90,110,136,88,121,137,74,125,53,24,50,40,230,254,142,55,All
Laurie Dow,,,,,,,,,,,,,23,66,133,137,117,92,98,76,68,52,66,25,16,180,198,127,39,All
Jon Marshall,,,,,,,,,,,,,,15,53,51,21,49,40,80,42,24,19,30,18,208,125,127,25,All
Beth Grossman,,,,,,,,,,,,,,,5,163,65,83,35,90,47,107,44,15,22,166,149,106,33,All
Wendi Barish,,,,,,,,,,,,,,,,1,66,81,48,113,61,79,26,26,11,188,133,116,16,All
Janine D Momasso,,,,,,,,,,,,,,,,,7,54,74,54,15,71,78,15,15,144,131,93,25,All
Kay Yu,,,,,,,,,,,,,,,,,,4,53,55,67,52,31,16,25,152,109,110,37,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,3,46,44,21,33,29,19,114,142,85,21,All
Nicola Serianni,,,,,,,,,,,,,,,,,,,,2,41,64,22,20,12,139,84,97,24,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,1,23,32,48,17,120,94,89,26,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,1,30,16,6,91,94,58,27,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,0,10,17,83,58,53,15,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,0,8,61,43,35,12,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,2,35,32,20,9,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,145,0,0,0,All
