col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,District Council 1st District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Mark F Squilla,Lou Lanni,Tiffany Palmer,Anthony Kyriakakis,Wendi Barish,Kay Yu,Henry Mcgregor Sias,Nicola Serianni,James C Crumlish,Jennifer Schultz,Chris Hall,Beth Grossman,Craig Levin,Vicki Markovitz,Carmella Jacquinto,Leon Goodman,Cateria R Mccabe,Joshua Roberts,Kendra Mccrae,James F Berardinelli,Laurie Dow,Janine D Momasso,Terri M Booker,Jon Marshall,Robert Trimble,Sherman Toppin,Gregory Weyer,All
Mark F Squilla,181,0,"2,351","2,314","1,705","1,544","1,310","1,115","1,049",856,959,547,492,473,359,354,358,281,276,279,251,179,126,111,65,71,36,All
Lou Lanni,,70,414,387,395,269,175,245,235,421,168,255,224,195,162,122,119,161,144,73,108,103,84,79,47,31,20,All
Tiffany Palmer,,,11,"2,373","1,549","1,504","1,352","1,025","1,127",646,"1,074",321,230,376,285,284,328,133,226,194,186,140,99,29,26,25,23,All
Anthony Kyriakakis,,,,31,"1,466","1,449","1,297",914,"1,175",490,"1,130",304,309,346,243,304,189,173,138,247,112,67,58,35,46,44,21,All
Wendi Barish,,,,,4,"1,015",998,"1,035",446,582,347,452,324,448,228,272,211,154,183,136,216,177,97,61,46,34,17,All
Kay Yu,,,,,,34,"1,024",832,393,435,394,197,126,178,208,120,207,53,178,121,112,81,74,18,18,25,16,All
Henry Mcgregor Sias,,,,,,,5,716,250,248,225,94,74,193,147,180,167,71,53,69,46,35,30,12,26,36,18,All
Nicola Serianni,,,,,,,,3,179,432,127,221,144,157,145,82,204,95,149,78,103,148,55,55,18,26,13,All
James C Crumlish,,,,,,,,,0,241,990,180,223,121,111,119,64,132,92,114,75,20,17,48,18,13,6,All
Jennifer Schultz,,,,,,,,,,12,192,368,293,239,158,120,282,202,200,110,147,153,72,125,36,25,12,All
Chris Hall,,,,,,,,,,,6,120,131,83,89,62,50,69,75,126,84,19,24,17,23,13,5,All
Beth Grossman,,,,,,,,,,,,3,224,284,143,137,89,99,136,80,157,80,65,34,26,8,16,All
Craig Levin,,,,,,,,,,,,,13,153,54,150,43,193,38,70,48,33,46,108,51,17,9,All
Vicki Markovitz,,,,,,,,,,,,,,5,101,209,57,59,102,56,98,66,41,20,15,13,11,All
Carmella Jacquinto,,,,,,,,,,,,,,,0,52,88,59,122,38,75,81,59,11,18,33,10,All
Leon Goodman,,,,,,,,,,,,,,,,1,57,67,60,43,36,25,41,29,25,30,9,All
Cateria R Mccabe,,,,,,,,,,,,,,,,,0,49,93,35,59,120,29,12,13,39,4,All
Joshua Roberts,,,,,,,,,,,,,,,,,,2,22,38,23,7,32,111,15,32,11,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,,1,26,78,64,47,17,13,21,6,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,2,34,36,14,12,27,6,9,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,0,60,37,14,11,18,9,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,3,36,9,9,17,7,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,2,14,22,18,9,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,1,12,10,4,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,0,9,7,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"3,672","1,056","3,064","3,027","2,283","2,001","1,630","1,462","1,408","1,389","1,240",857,803,748,549,537,529,462,445,387,382,315,223,204,120,111,60,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,District Council 1st District - Democrat,,1
,Anthony Kyriakakis,Tiffany Palmer,Wendi Barish,Kay Yu,Craig Levin,Chris Hall,Henry Mcgregor Sias,James C Crumlish,Nicola Serianni,Jennifer Schultz,Beth Grossman,Vicki Markovitz,Leon Goodman,James F Berardinelli,Carmella Jacquinto,Joshua Roberts,Laurie Dow,Cateria R Mccabe,Kendra Mccrae,Janine D Momasso,Jon Marshall,Terri M Booker,Robert Trimble,Gregory Weyer,Sherman Toppin,Mark F Squilla,Lou Lanni,1
Anthony Kyriakakis,2,163,105,105,61,79,78,72,58,28,30,28,22,24,14,9,7,8,7,8,2,3,3,1,3,163,24,1
Tiffany Palmer,,1,92,89,36,72,75,69,51,27,21,21,12,17,16,8,10,10,5,1,1,3,1,1,0,141,19,1
Wendi Barish,,,0,58,39,31,51,29,53,30,31,26,15,7,11,16,15,8,7,7,4,4,2,2,0,110,17,1
Kay Yu,,,,3,17,25,63,22,44,26,15,11,8,11,12,3,4,4,3,5,1,5,3,1,1,92,11,1
Craig Levin,,,,,1,26,8,24,11,20,25,15,16,7,5,16,6,3,4,3,7,2,1,1,1,55,19,1
Chris Hall,,,,,,2,11,60,12,15,10,7,3,15,4,1,5,2,4,1,3,2,2,0,1,67,12,1
Henry Mcgregor Sias,,,,,,,0,6,37,7,5,12,8,3,4,2,3,2,3,0,1,1,1,1,0,66,8,1
James C Crumlish,,,,,,,,0,13,9,17,5,7,15,8,6,4,1,2,1,1,1,0,0,0,57,16,1
Nicola Serianni,,,,,,,,,0,14,14,7,8,5,4,3,6,4,4,3,1,3,1,2,2,57,12,1
Jennifer Schultz,,,,,,,,,,1,21,9,9,5,8,11,13,10,5,6,3,7,3,3,1,43,16,1
Beth Grossman,,,,,,,,,,,0,14,10,5,10,8,14,7,4,9,2,3,1,2,0,40,13,1
Vicki Markovitz,,,,,,,,,,,,1,7,4,1,5,1,1,2,4,0,2,0,2,2,27,8,1
Leon Goodman,,,,,,,,,,,,,0,3,1,5,3,4,2,1,2,1,1,1,0,22,5,1
James F Berardinelli,,,,,,,,,,,,,,0,3,0,2,1,0,4,2,0,0,1,2,20,7,1
Carmella Jacquinto,,,,,,,,,,,,,,,0,2,8,5,4,3,1,3,0,1,1,13,11,1
Joshua Roberts,,,,,,,,,,,,,,,,0,4,4,2,0,5,1,1,0,0,18,7,1
Laurie Dow,,,,,,,,,,,,,,,,,0,6,3,2,2,5,1,0,0,16,8,1
Cateria R Mccabe,,,,,,,,,,,,,,,,,,0,4,2,0,1,1,0,0,12,5,1
Kendra Mccrae,,,,,,,,,,,,,,,,,,,0,3,0,2,0,0,0,10,4,1
Janine D Momasso,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,8,3,1
