col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,District Council 8th District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Cindy Bass,Tonya Bah,Jennifer Schultz,Joshua Roberts,Leon Goodman,Carmella Jacquinto,Anthony Kyriakakis,Craig Levin,Henry Mcgregor Sias,Jon Marshall,Terri M Booker,Kendra Mccrae,Tiffany Palmer,Wendi Barish,Laurie Dow,James C Crumlish,Cateria R Mccabe,Sherman Toppin,Nicola Serianni,Beth Grossman,Chris Hall,Janine D Momasso,Kay Yu,Robert Trimble,Vicki Markovitz,James F Berardinelli,Gregory Weyer,All
Cindy Bass,162,0,705,668,408,346,290,248,231,230,173,158,149,110,105,103,89,90,105,85,83,63,49,44,50,43,21,All
Tonya Bah,,2,7,5,3,2,1,4,1,2,2,1,2,0,1,3,2,2,0,1,0,0,0,0,0,0,0,All
Jennifer Schultz,,,32,521,294,303,296,160,244,156,47,55,49,77,42,45,33,28,69,42,25,19,21,18,25,9,5,All
Joshua Roberts,,,,20,305,309,299,153,251,154,56,40,30,52,26,63,25,36,50,25,25,9,7,16,15,10,5,All
Leon Goodman,,,,,4,252,240,50,207,48,78,74,74,38,49,44,45,35,39,30,40,26,14,29,19,22,9,All
Carmella Jacquinto,,,,,,8,281,27,251,12,59,42,32,28,32,39,37,32,17,14,15,22,16,17,18,15,7,All
Anthony Kyriakakis,,,,,,,4,19,249,12,18,18,21,14,7,13,23,25,12,6,11,8,6,6,7,7,2,All
Craig Levin,,,,,,,,12,13,121,33,26,27,27,30,33,15,20,32,14,17,17,15,12,11,9,5,All
Henry Mcgregor Sias,,,,,,,,,1,5,6,5,12,7,4,6,25,18,7,4,0,9,6,5,5,13,2,All
Jon Marshall,,,,,,,,,,14,20,24,18,29,16,32,9,14,33,25,14,7,8,10,8,5,6,All
Terri M Booker,,,,,,,,,,,8,67,74,39,40,30,28,37,21,31,40,13,22,19,16,5,4,All
