col_1,col_2,col_3,division
,City Commissioners - Republican,District Council 2nd District - Republican,All
,Al Schmidt,Michael Bradley,All
Al Schmidt,13,102,All
Michael Bradley,,4,All
Total,115,106,All
,City Commissioners - Republican,District Council 2nd District - Republican,14
,Al Schmidt,Michael Bradley,14
Al Schmidt,4,41,14
Michael Bradley,,1,14
Total,45,42,14
,City Commissioners - Republican,District Council 2nd District - Republican,36
,Al Schmidt,Michael Bradley,36
Al Schmidt,5,24,36
Michael Bradley,,2,36
Total,29,26,36
,City Commissioners - Republican,District Council 2nd District - Republican,41
,Al Schmidt,Michael Bradley,41
Al Schmidt,4,37,41
Michael Bradley,,1,41
Total,41,38,41
