col_1,col_2,col_3,col_4,col_5,col_6,division
,Mayor - Democrat,,,District Council 3rd District - Democrat,,All
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Jamie Gauthier,Jannie L Blackwell,All
Jim Kenney,135,0,0,554,622,All
Anthony Hardy Williams,,66,0,413,329,All
Alan Butkovitz,,,5,44,44,All
Jamie Gauthier,,,,64,0,All
Jannie L Blackwell,,,,,65,All
Total,"1,311",808,93,"1,075","1,060",All
,Mayor - Democrat,,,District Council 3rd District - Democrat,,1
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Jamie Gauthier,Jannie L Blackwell,1
Jim Kenney,11,0,0,81,39,1
Anthony Hardy Williams,,3,0,32,10,1
Alan Butkovitz,,,0,6,3,1
Jamie Gauthier,,,,7,0,1
Jannie L Blackwell,,,,,1,1
Total,131,45,9,126,53,1
,Mayor - Democrat,,,District Council 3rd District - Democrat,,2
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Jannie L Blackwell,Jamie Gauthier,2
Jim Kenney,16,0,0,45,15,2
Anthony Hardy Williams,,4,0,16,15,2
Alan Butkovitz,,,1,4,1,2
Jannie L Blackwell,,,,1,0,2
Jamie Gauthier,,,,,2,2
Total,76,35,6,66,33,2
,District Council 3rd District - Democrat,,Mayor - Democrat,,,3
,Jamie Gauthier,Jannie L Blackwell,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,3
Jamie Gauthier,4,0,67,43,6,3
Jannie L Blackwell,,5,33,15,3,3
Jim Kenney,,,6,0,0,3
Anthony Hardy Williams,,,,4,0,3
Alan Butkovitz,,,,,0,3
Total,120,56,106,62,9,3
,District Council 3rd District - Democrat,,Mayor - Democrat,,,4
,Jamie Gauthier,Jannie L Blackwell,Anthony Hardy Williams,Jim Kenney,Alan Butkovitz,4
Jamie Gauthier,1,0,32,28,2,4
Jannie L Blackwell,,3,27,30,1,4
Anthony Hardy Williams,,,3,0,0,4
Jim Kenney,,,,4,0,4
Alan Butkovitz,,,,,0,4
Total,63,61,62,62,3,4
,Mayor - Democrat,,,District Council 3rd District - Democrat,,5
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Jamie Gauthier,Jannie L Blackwell,5
Jim Kenney,6,0,0,26,17,5
Anthony Hardy Williams,,2,0,5,11,5
Alan Butkovitz,,,0,2,2,5
Jamie Gauthier,,,,1,0,5
