col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Lisa Deeley,Omar Sabir,Kahlil Williams,Marwan Kreidie,Annette Thompson,Jen Devor,Luigi Borda,Carla Cain,Moira Bohannon,Dennis Lee,Warren Bloom,Robin Trent,Lewis Harris Jr,Wendi Barish,Joshua Roberts,Jennifer Schultz,James C Crumlish,Anthony Kyriakakis,Beth Grossman,Leon Goodman,Tiffany Palmer,Craig Levin,Carmella Jacquinto,Nicola Serianni,Vicki Markovitz,Chris Hall,Kay Yu,Cateria R Mccabe,James F Berardinelli,Jon Marshall,Laurie Dow,Kendra Mccrae,Janine D Momasso,Henry Mcgregor Sias,Terri M Booker,Robert Trimble,Sherman Toppin,Gregory Weyer,All
Lisa Deeley,75,318,40,64,91,29,46,41,26,38,20,19,8,424,428,353,397,327,271,276,138,207,246,156,140,87,87,98,108,117,92,80,41,39,47,39,29,12,All
Omar Sabir,,10,29,36,11,5,12,6,30,8,5,2,3,269,363,133,244,221,62,215,64,94,218,64,36,25,33,74,24,59,30,37,40,55,39,17,28,6,All
Kahlil Williams,,,9,12,18,78,12,3,8,6,3,7,7,62,49,75,97,113,62,34,120,33,40,42,36,78,65,36,31,14,23,35,21,19,32,14,15,5,All
Marwan Kreidie,,,,12,9,7,8,5,5,6,5,1,2,52,80,117,56,33,39,29,34,81,17,38,21,25,22,17,18,53,14,13,9,15,9,12,5,3,All
Annette Thompson,,,,,2,6,9,14,5,5,5,7,2,84,28,111,39,28,98,33,47,30,37,66,56,19,26,28,22,23,53,37,29,9,27,11,9,1,All
Jen Devor,,,,,,2,12,10,4,6,6,3,3,66,26,69,91,91,59,26,96,25,16,33,41,68,53,25,25,10,22,15,17,14,11,8,2,4,All
Luigi Borda,,,,,,,12,7,8,7,8,4,1,55,38,57,44,38,48,28,35,27,25,46,31,18,24,24,30,16,9,13,18,10,6,11,13,6,All
Carla Cain,,,,,,,,3,6,6,2,5,2,54,23,61,15,28,58,20,32,29,18,29,42,15,27,20,18,8,20,16,12,9,12,7,6,4,All
Moira Bohannon,,,,,,,,,1,2,4,6,2,35,38,30,38,45,37,7,53,14,45,17,21,21,23,40,16,4,12,14,29,32,4,8,3,1,All
Dennis Lee,,,,,,,,,,2,8,7,3,32,24,37,34,31,39,28,26,19,15,24,23,22,13,14,32,15,19,13,14,10,10,13,7,6,All
Warren Bloom,,,,,,,,,,,2,3,4,33,18,25,30,18,46,23,22,42,3,14,31,15,10,13,21,10,11,9,6,8,9,7,7,3,All
Robin Trent,,,,,,,,,,,,1,4,26,11,31,21,18,34,12,22,16,14,9,15,11,21,11,13,7,13,13,6,6,14,9,3,3,All
Lewis Harris Jr,,,,,,,,,,,,,0,13,9,14,19,13,15,12,10,11,5,7,14,11,3,9,14,6,8,7,6,6,7,8,2,5,All
Wendi Barish,,,,,,,,,,,,,,6,311,229,351,289,204,274,135,121,217,123,116,60,80,82,49,43,80,56,39,38,49,30,19,7,All
Joshua Roberts,,,,,,,,,,,,,,,13,148,297,268,106,252,67,141,231,65,56,44,31,75,34,104,30,27,37,67,34,21,28,11,All
Jennifer Schultz,,,,,,,,,,,,,,,,17,130,101,211,86,141,177,72,170,140,56,99,92,57,105,86,74,51,31,37,41,23,6,All
James C Crumlish,,,,,,,,,,,,,,,,,7,391,120,252,176,97,188,70,47,166,76,43,85,57,30,29,15,24,24,39,10,12,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,6,106,179,195,55,212,55,50,160,94,56,86,23,19,27,21,52,17,22,11,13,All
Beth Grossman,,,,,,,,,,,,,,,,,,,17,120,108,136,68,121,187,54,71,69,102,40,97,61,44,22,43,25,13,6,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,3,42,105,146,53,61,24,23,31,39,43,24,27,18,9,41,22,17,11,All
Tiffany Palmer,,,,,,,,,,,,,,,,,,,,,3,34,66,73,59,152,113,73,56,10,45,55,41,45,40,14,11,4,All
Craig Levin,,,,,,,,,,,,,,,,,,,,,,7,26,63,101,23,26,30,37,101,34,26,15,13,12,21,11,4,All
Carmella Jacquinto,,,,,,,,,,,,,,,,,,,,,,,1,43,46,22,38,70,19,15,34,43,44,59,33,13,17,6,All
Nicola Serianni,,,,,,,,,,,,,,,,,,,,,,,,2,72,21,42,57,46,35,49,51,39,14,23,17,15,5,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,,0,23,46,37,49,15,55,41,25,15,27,11,14,6,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,,,,1,52,19,40,15,22,18,10,12,20,25,11,4,All
Kay Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,33,13,36,25,24,25,18,13,9,10,All
Cateria R Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,22,32,34,50,52,20,14,23,6,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19,21,21,25,16,10,23,10,13,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,7,6,11,6,17,10,3,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,47,31,10,21,13,9,7,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29,10,22,10,12,3,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,16,9,9,7,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,9,16,8,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,8,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,7,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"1,093",560,259,213,192,184,162,124,118,113,87,75,47,682,679,675,668,584,547,438,403,400,385,297,286,237,234,231,227,201,185,164,133,128,122,98,71,39,All
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Lisa Deeley,Omar Sabir,Dennis Lee,Annette Thompson,Kahlil Williams,Jen Devor,Luigi Borda,Moira Bohannon,Carla Cain,Marwan Kreidie,Robin Trent,Lewis Harris Jr,Warren Bloom,Joshua Roberts,Wendi Barish,Anthony Kyriakakis,Jennifer Schultz,Beth Grossman,Carmella Jacquinto,James C Crumlish,Leon Goodman,Nicola Serianni,Tiffany Palmer,Cateria R Mccabe,James F Berardinelli,Chris Hall,Kendra Mccrae,Vicki Markovitz,Jon Marshall,Kay Yu,Terri M Booker,Henry Mcgregor Sias,Craig Levin,Sherman Toppin,Janine D Momasso,Laurie Dow,Robert Trimble,Gregory Weyer,1
Lisa Deeley,3,22,5,5,1,1,1,2,0,2,0,1,0,29,22,23,20,14,16,16,14,8,8,6,7,7,5,6,9,5,6,5,3,5,2,2,2,3,1
Omar Sabir,,0,0,3,2,0,0,0,0,1,0,0,0,23,18,14,9,2,14,10,13,7,4,6,3,4,4,1,2,1,6,4,1,5,2,0,0,0,1
Dennis Lee,,,1,1,1,0,0,0,1,1,1,0,1,5,2,3,3,7,1,1,2,2,1,1,2,3,1,4,2,0,2,2,2,0,0,0,0,0,1
Annette Thompson,,,,0,1,0,0,0,1,0,0,0,0,4,7,3,6,5,5,3,4,5,3,1,1,1,2,2,2,0,3,0,0,2,0,1,0,0,1
Kahlil Williams,,,,,1,3,1,0,0,0,0,0,0,2,4,5,3,1,3,2,2,3,5,3,2,2,2,0,0,3,1,2,1,1,1,0,0,0,1
Jen Devor,,,,,,0,2,0,1,0,0,1,0,0,3,4,6,3,1,0,1,3,5,4,2,1,0,1,0,3,0,2,1,0,1,1,0,0,1
Luigi Borda,,,,,,,0,1,1,0,1,0,0,1,3,1,3,1,1,1,0,5,3,4,0,0,0,1,0,2,0,1,1,0,3,0,0,0,1
Moira Bohannon,,,,,,,,0,0,0,2,0,0,0,2,4,0,2,0,5,0,2,2,0,1,2,3,1,1,0,0,0,2,0,1,0,2,0,1
Carla Cain,,,,,,,,,0,0,1,0,0,1,2,0,2,3,1,0,0,2,1,1,1,0,1,4,1,1,0,1,0,0,0,1,0,0,1
Marwan Kreidie,,,,,,,,,,1,0,0,0,2,3,0,3,1,0,1,2,1,1,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1
Robin Trent,,,,,,,,,,,0,0,0,1,3,3,0,2,0,2,1,1,2,0,0,2,3,1,1,2,1,0,0,0,0,0,0,0,1
Lewis Harris Jr,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Warren Bloom,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Joshua Roberts,,,,,,,,,,,,,,1,19,20,9,7,14,16,18,6,2,6,6,7,3,3,4,2,4,5,2,4,2,0,0,0,1
Wendi Barish,,,,,,,,,,,,,,,0,15,16,12,15,14,13,12,11,6,3,2,7,6,4,2,6,1,1,2,2,3,0,0,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,0,6,7,12,16,13,5,6,6,7,8,3,3,3,4,1,4,2,3,0,0,1,1,1
Jennifer Schultz,,,,,,,,,,,,,,,,,0,11,4,4,5,12,10,6,3,0,1,7,8,3,3,3,3,1,3,3,1,1,1
Beth Grossman,,,,,,,,,,,,,,,,,,2,3,4,2,7,4,2,5,3,3,10,6,2,4,1,2,1,1,3,1,0,1
Carmella Jacquinto,,,,,,,,,,,,,,,,,,,0,7,9,5,5,5,2,2,3,1,0,1,4,5,0,4,1,2,1,1,1
James C Crumlish,,,,,,,,,,,,,,,,,,,,0,11,4,3,0,4,3,3,1,2,3,0,0,1,0,1,0,2,1,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,0,3,1,0,3,3,2,0,2,1,3,0,2,0,1,0,1,0,1
Nicola Serianni,,,,,,,,,,,,,,,,,,,,,,0,8,7,5,1,2,5,2,1,3,2,2,2,4,2,0,0,1
Tiffany Palmer,,,,,,,,,,,,,,,,,,,,,,,0,6,1,4,6,3,0,4,5,2,0,0,3,0,0,0,1
Cateria R Mccabe,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,1,0,2,1,6,0,4,2,1,0,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,1,0,1,1,1,0,2,1,0,0,1
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,1,2,3,1,1,1,1,0,1,0,1
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,3,2,0,1,1,0,0,0,1
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,1,1,1,1,1,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,3,0,0,1,1,0,1
Kay Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,1,0,0,0,2,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,2,0,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,0,1,1,1,1
Craig Levin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,55,30,13,11,11,8,7,6,5,5,5,2,1,39,36,32,31,26,24,24,22,21,18,14,12,11,11,11,10,10,10,9,7,7,6,4,4,3,1
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,2
,Lisa Deeley,Omar Sabir,Kahlil Williams,Moira Bohannon,Jen Devor,Annette Thompson,Carla Cain,Luigi Borda,Dennis Lee,Marwan Kreidie,Robin Trent,Lewis Harris Jr,Warren Bloom,James C Crumlish,Jennifer Schultz,Anthony Kyriakakis,Tiffany Palmer,Beth Grossman,Wendi Barish,Joshua Roberts,Carmella Jacquinto,Chris Hall,Cateria R Mccabe,Henry Mcgregor Sias,Kendra Mccrae,James F Berardinelli,Craig Levin,Leon Goodman,Vicki Markovitz,Janine D Momasso,Nicola Serianni,Kay Yu,Terri M Booker,Jon Marshall,Laurie Dow,Sherman Toppin,Robert Trimble,Gregory Weyer,2
Lisa Deeley,3,8,1,0,0,6,3,2,2,0,2,0,0,11,10,7,3,12,12,10,10,1,4,5,5,7,5,4,5,3,4,2,4,4,4,3,1,0,2
Omar Sabir,,0,1,1,0,0,0,1,0,0,0,0,0,5,3,4,1,1,7,5,8,0,5,4,1,1,3,1,1,3,1,1,2,1,3,1,0,0,2
Kahlil Williams,,,0,4,4,0,0,0,0,0,0,0,0,8,6,8,8,2,0,0,1,6,2,2,4,1,1,0,0,1,0,2,0,0,0,0,0,0,2
Moira Bohannon,,,,0,1,0,0,0,1,1,0,0,0,6,4,6,7,0,0,2,1,5,1,1,4,1,1,0,0,1,1,1,0,0,0,0,0,0,2
