col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,City Commissioners - Republican,Council At Large - Republican,,,,,,,All
,Al Schmidt,Dan Tinney,Al Taubenberger,Matt Wolfe,Bill Heeney,David Oh,Drew Murray,Irina M Goldstein,All
Al Schmidt,197,"11,785","10,964","11,163","10,511","5,391","3,332","3,033",All
Dan Tinney,,374,"9,828","9,108","9,604","4,197","2,724","2,590",All
Al Taubenberger,,,276,"8,485","8,967","3,919","2,441","2,416",All
Matt Wolfe,,,,213,"8,433","4,157","2,212","1,754",All
Bill Heeney,,,,,215,"3,527","2,431","2,234",All
David Oh,,,,,,207,"2,022","1,636",All
Drew Murray,,,,,,,28,"1,626",All
Irina M Goldstein,,,,,,,,126,All
Total,"16,554","13,461","12,359","12,204","11,833","6,304","3,846","3,705",All
