col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Tiffany Palmer,Anthony Kyriakakis,Wendi Barish,Kay Yu,Henry Mcgregor Sias,Nicola Serianni,Jennifer Schultz,James C Crumlish,Chris Hall,Beth Grossman,Craig Levin,Vicki Markovitz,Cateria R Mccabe,Carmella Jacquinto,Leon Goodman,Kendra Mccrae,Joshua Roberts,Laurie Dow,James F Berardinelli,Janine D Momasso,Terri M Booker,Jon Marshall,Robert Trimble,Sherman Toppin,Gregory Weyer,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,All
Tiffany Palmer,14,"2,704","1,785","1,739","1,555","1,186",794,"1,282","1,218",380,254,433,418,333,336,286,156,225,224,175,125,35,33,30,28,"1,985","1,006",163,84,All
Anthony Kyriakakis,,44,"1,660","1,628","1,462","1,034",559,"1,324","1,271",335,332,390,227,278,352,161,201,128,273,74,67,45,53,57,24,"1,821",916,172,108,All
Wendi Barish,,,12,"1,153","1,131","1,195",688,501,391,525,358,515,263,268,317,240,179,251,154,205,116,70,59,41,21,"1,551",571,166,93,All
Kay Yu,,,,65,"1,180",956,529,435,433,226,143,197,261,246,138,215,67,132,140,92,90,22,21,31,21,"1,348",571,107,54,All
Henry Mcgregor Sias,,,,,13,820,312,270,242,104,81,218,221,158,209,66,80,51,80,42,35,14,28,44,20,"1,153",410,84,37,All
Nicola Serianni,,,,,,5,521,201,141,259,163,185,249,179,98,192,112,120,91,182,65,63,25,32,17,"1,173",338,64,40,All
Jennifer Schultz,,,,,,,17,268,214,429,342,280,361,187,139,250,250,179,124,186,86,157,47,31,15,879,479,109,72,All
James C Crumlish,,,,,,,,0,"1,121",199,239,135,77,128,138,113,151,91,124,24,23,57,23,17,7,691,600,80,76,All
Chris Hall,,,,,,,,,5,139,141,96,59,102,74,89,78,93,136,21,32,20,27,14,6,608,554,61,53,All
Beth Grossman,,,,,,,,,,4,239,320,108,168,156,175,108,185,86,94,74,36,30,9,18,409,291,122,77,All
Craig Levin,,,,,,,,,,,21,166,50,57,164,45,230,52,75,36,53,136,57,21,10,380,210,89,83,All
Vicki Markovitz,,,,,,,,,,,,6,71,117,239,122,67,119,60,76,52,22,18,16,13,379,210,89,53,All
Cateria R Mccabe,,,,,,,,,,,,,0,107,66,115,63,70,40,146,40,15,17,54,7,331,223,49,17,All
Carmella Jacquinto,,,,,,,,,,,,,,3,61,153,77,92,41,93,72,15,19,44,12,258,220,85,26,All
Leon Goodman,,,,,,,,,,,,,,,1,73,82,44,51,35,53,36,32,39,11,261,150,67,64,All
Kendra Mccrae,,,,,,,,,,,,,,,,1,32,100,30,78,62,20,16,27,6,255,195,55,27,All
Joshua Roberts,,,,,,,,,,,,,,,,,6,28,43,9,38,141,23,45,14,232,132,70,58,All
Laurie Dow,,,,,,,,,,,,,,,,,,2,38,73,45,15,13,20,9,200,149,48,24,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,4,41,20,16,33,8,10,202,107,43,34,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,2,46,11,11,24,10,195,90,40,19,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,3,18,24,25,11,112,83,50,23,All
