col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,All
,Anthony Kyriakakis,Joshua Roberts,Tiffany Palmer,Jennifer Schultz,Cateria R Mccabe,Carmella Jacquinto,Henry Mcgregor Sias,Sherman Toppin,Wendi Barish,James C Crumlish,Beth Grossman,Chris Hall,Kay Yu,Leon Goodman,Craig Levin,Vicki Markovitz,Nicola Serianni,Kendra Mccrae,Terri M Booker,Jon Marshall,Laurie Dow,James F Berardinelli,Janine D Momasso,Robert Trimble,Gregory Weyer,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,All
Anthony Kyriakakis,5,419,465,159,446,374,506,397,185,278,105,280,220,138,36,149,58,47,28,17,42,58,19,9,8,244,511,105,All
Joshua Roberts,,32,76,149,440,394,375,442,75,98,75,48,38,86,144,28,65,54,77,141,33,29,14,25,7,211,562,79,All
Tiffany Palmer,,,10,242,135,109,186,49,255,271,152,296,264,187,46,176,137,126,83,27,88,70,52,22,18,374,165,135,All
Jennifer Schultz,,,,16,126,85,55,49,194,130,177,115,139,68,166,91,187,105,67,127,90,39,58,26,12,421,141,154,All
Cateria R Mccabe,,,,,1,384,400,435,87,44,58,30,69,53,39,40,72,63,48,22,47,30,49,7,9,158,420,53,All
Carmella Jacquinto,,,,,,11,333,371,69,71,73,41,79,72,20,53,49,72,85,16,43,20,30,13,7,143,396,49,All
Henry Mcgregor Sias,,,,,,,2,371,105,45,31,33,85,99,21,95,29,17,14,10,20,24,14,5,13,101,392,46,All
Sherman Toppin,,,,,,,,2,28,29,25,24,29,63,27,25,33,49,65,26,30,22,21,11,11,91,417,33,All
Wendi Barish,,,,,,,,,5,109,140,78,81,145,48,170,116,77,45,33,70,38,51,11,8,205,109,97,All
James C Crumlish,,,,,,,,,,3,102,233,121,75,60,54,60,48,39,46,37,63,9,20,7,186,161,71,All
Beth Grossman,,,,,,,,,,,7,82,70,73,51,97,119,91,55,36,83,62,38,17,12,183,115,83,All
Chris Hall,,,,,,,,,,,,1,141,59,29,43,46,55,54,23,43,37,13,23,6,201,98,53,All
Kay Yu,,,,,,,,,,,,,6,47,26,53,58,61,35,12,45,36,27,13,15,189,101,62,All
Leon Goodman,,,,,,,,,,,,,,5,53,137,46,64,81,41,36,34,23,24,12,157,109,60,All
Craig Levin,,,,,,,,,,,,,,,9,30,51,26,31,118,21,19,8,15,3,157,88,64,All
Vicki Markovitz,,,,,,,,,,,,,,,,2,54,41,20,17,37,41,23,9,6,118,82,74,All
Nicola Serianni,,,,,,,,,,,,,,,,,1,65,46,36,60,26,57,12,11,184,60,59,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,3,83,25,50,25,27,15,8,164,37,69,All
Terri M Booker,,,,,,,,,,,,,,,,,,,5,29,43,20,24,13,9,137,56,46,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,8,14,12,7,10,2,127,60,39,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,1,17,30,14,10,105,53,52,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,0,16,14,15,46,71,39,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,1,4,7,71,23,27,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,1,4,34,18,12,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,1,14,19,8,All
Tracey Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,0,All
Ronald R Donatucci,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,All
Jacque P Whaumbush,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,All
Total,"1,006",954,812,784,690,664,623,591,487,484,424,410,407,378,338,333,325,286,272,247,222,175,130,72,51,990,988,409,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,1
