col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Joshua Roberts,Jennifer Schultz,Carmella Jacquinto,Anthony Kyriakakis,Craig Levin,Wendi Barish,Tiffany Palmer,Nicola Serianni,Cateria R Mccabe,Jon Marshall,James C Crumlish,Beth Grossman,Kendra Mccrae,Sherman Toppin,Henry Mcgregor Sias,Terri M Booker,Leon Goodman,Vicki Markovitz,Laurie Dow,Janine D Momasso,Kay Yu,Chris Hall,James F Berardinelli,Robert Trimble,Gregory Weyer,All
Joshua Roberts,217,261,377,380,224,176,98,114,203,183,174,79,67,178,202,80,86,74,44,46,43,52,43,39,10,All
Jennifer Schultz,,208,129,83,313,176,146,255,100,180,91,130,82,38,21,68,67,163,78,69,55,51,27,41,12,All
Carmella Jacquinto,,,11,334,63,155,107,71,172,15,114,79,72,147,185,61,50,55,50,53,67,32,29,12,8,All
Anthony Kyriakakis,,,,15,57,109,99,53,164,20,132,68,34,152,198,34,34,54,22,30,48,53,51,15,10,All
Craig Levin,,,,,93,76,47,157,42,157,74,54,43,31,13,40,63,107,33,21,23,24,15,28,6,All
Wendi Barish,,,,,,5,119,126,70,39,128,103,71,33,55,71,52,70,55,62,40,25,24,17,8,All
Tiffany Palmer,,,,,,,11,100,92,20,70,98,122,47,34,106,81,54,72,58,68,79,39,25,16,All
Nicola Serianni,,,,,,,,6,67,69,43,75,59,20,16,48,48,114,50,51,26,25,24,15,7,All
Cateria R Mccabe,,,,,,,,,4,20,28,42,65,153,140,41,37,27,38,77,35,16,31,12,6,All
Jon Marshall,,,,,,,,,,44,46,31,19,15,10,21,47,23,18,11,12,24,13,19,8,All
James C Crumlish,,,,,,,,,,,5,43,41,27,53,38,51,24,8,12,24,66,29,28,6,All
Beth Grossman,,,,,,,,,,,,10,75,18,22,62,49,65,51,36,37,33,26,14,12,All
Kendra Mccrae,,,,,,,,,,,,,7,36,6,74,69,22,52,35,43,51,19,27,15,All
Sherman Toppin,,,,,,,,,,,,,,5,134,34,38,16,22,22,19,14,18,18,7,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,0,12,12,17,10,13,17,11,14,2,3,All
Terri M Booker,,,,,,,,,,,,,,,,15,85,29,53,28,32,46,13,21,16,All
Leon Goodman,,,,,,,,,,,,,,,,,9,21,47,23,36,31,25,25,13,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,4,25,25,21,16,19,15,5,All
Laurie Dow,,,,,,,,,,,,,,,,,,,5,17,33,22,18,11,9,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,9,17,11,29,9,4,All
Kay Yu,,,,,,,,,,,,,,,,,,,,,9,24,22,5,10,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,,1,21,27,8,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,2,9,8,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,3,1,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"1,034",863,577,552,529,408,399,373,370,311,307,295,269,269,259,255,246,245,186,180,174,163,134,97,45,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
