col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Helen Gym,Eryn Santamoor,Allan Domb,Justin Diberardinis,Derek S Green,Erika Almirón,Katherine Gilmore Richardson,Isaiah Thomas,Adrián Rivera-reyes,Deja Lynn Alvarez,Beth Finn,Fernando Treviño,Sandra Dungee Glenn,Ethelind Baylor,Asa Khalif,Ogbonna Paul Hagins,Latrice Y Bryant,Willie Floyd Singletary,Hena Veit,Fareed Abdullah,Billy Thompson,Joseph A Diorio,Mark Ross,Edwin Santana,Vinny Black,Wayne Allen,Bobbie Curry,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Tiffany Palmer,Anthony Kyriakakis,Wendi Barish,Kay Yu,Henry Mcgregor Sias,Nicola Serianni,Jennifer Schultz,James C Crumlish,Chris Hall,Beth Grossman,Craig Levin,Vicki Markovitz,Cateria R Mccabe,Carmella Jacquinto,Leon Goodman,Kendra Mccrae,Joshua Roberts,Laurie Dow,James F Berardinelli,Janine D Momasso,Terri M Booker,Jon Marshall,Robert Trimble,Sherman Toppin,Gregory Weyer,All
Helen Gym,43,"2,041","1,477","1,662","1,467","1,493","1,228","1,079",976,769,653,518,278,298,147,179,116,108,133,87,87,66,51,49,38,41,30,29,9,0,"2,802","2,623","2,004","1,837","1,445","1,360","1,212","1,210","1,094",659,559,550,526,439,367,383,357,336,286,276,174,149,82,91,36,All
Eryn Santamoor,,6,"1,150","1,036","1,080",718,933,702,425,246,343,404,114,70,53,48,39,23,58,34,25,28,17,19,19,17,20,14,6,0,"1,879","1,916","1,390","1,184","1,030",892,513,846,775,361,287,422,150,205,279,183,159,190,183,100,70,54,31,29,15,All
Allan Domb,,,53,823,851,278,472,458,294,168,323,193,114,46,63,32,40,32,45,52,74,68,54,21,40,34,30,28,15,0,"1,210","1,388","1,052",743,642,547,430,652,524,440,427,429,153,183,334,145,247,160,184,107,103,82,61,64,22,All
Justin Diberardinis,,,,12,739,815,335,561,499,302,257,156,86,203,52,27,44,12,28,35,31,40,22,19,12,12,11,9,5,0,"1,519","1,472",925,969,851,560,596,621,572,321,260,335,304,183,287,121,127,130,216,134,58,42,37,26,23,All
Derek S Green,,,,,5,402,643,789,272,257,194,102,85,58,54,24,17,16,16,24,37,21,13,18,9,22,9,4,4,0,"1,398","1,433","1,077",930,933,721,307,507,429,224,203,276,138,184,287,123,145,102,114,56,67,31,34,60,17,All
Erika Almirón,,,,,,2,478,433,447,349,254,305,128,233,91,43,49,4,47,41,13,12,14,14,13,10,8,6,1,0,"1,377","1,118",761,835,606,559,619,579,568,211,124,182,360,203,112,192,59,147,110,165,63,23,12,21,20,All
Katherine Gilmore Richardson,,,,,,,4,433,224,184,268,257,138,45,41,36,50,14,57,21,30,24,16,15,13,14,17,13,4,0,"1,096","1,063",840,738,592,603,349,451,424,246,167,200,153,229,106,188,110,153,91,94,73,39,23,50,15,All
Isaiah Thomas,,,,,,,,0,249,110,118,47,71,165,50,26,27,13,16,37,24,20,17,25,5,16,5,11,1,0,"1,077",999,858,737,755,654,348,258,253,127,124,210,254,123,204,108,104,71,100,107,65,28,21,63,22,All
Adrián Rivera-reyes,,,,,,,,,5,509,236,188,83,91,68,149,49,86,43,46,44,33,11,30,17,9,16,9,7,0,853,724,540,501,454,385,520,434,383,244,218,157,175,184,127,167,184,112,83,90,91,111,46,31,27,All
Deja Lynn Alvarez,,,,,,,,,,5,190,103,77,73,86,123,60,100,39,39,20,28,16,15,12,17,7,8,4,0,628,506,457,381,406,329,377,267,209,182,173,115,123,202,95,171,147,103,44,75,62,98,26,28,12,All
Beth Finn,,,,,,,,,,,4,86,136,50,47,20,52,22,76,30,39,31,29,21,17,26,22,12,10,0,508,463,504,289,214,303,363,235,209,298,166,217,98,143,103,158,92,138,95,87,76,38,41,17,21,All
Fernando Treviño,,,,,,,,,,,,3,23,19,27,32,16,16,16,30,26,17,11,21,11,11,11,9,2,0,454,471,276,235,155,139,164,341,314,116,111,96,49,99,71,70,65,54,55,50,38,31,32,15,6,All
Sandra Dungee Glenn,,,,,,,,,,,,,1,24,52,9,47,14,36,24,8,19,10,9,13,9,11,5,4,0,204,138,192,136,63,143,191,90,72,139,56,98,87,115,49,111,33,87,37,78,54,23,12,16,7,All
Ethelind Baylor,,,,,,,,,,,,,,0,18,10,21,1,5,12,5,4,4,6,3,11,0,0,3,0,285,180,153,149,88,157,191,106,99,47,22,38,134,40,33,55,18,31,34,70,20,1,5,10,3,All
Asa Khalif,,,,,,,,,,,,,,,0,11,26,12,21,59,8,11,7,12,12,10,6,6,2,0,126,96,119,113,49,81,98,58,50,75,40,54,53,77,42,72,26,46,23,40,44,13,16,13,2,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,2,11,66,17,17,15,5,1,9,3,3,5,0,0,0,100,98,81,55,41,74,134,78,58,43,81,29,26,31,28,27,65,22,17,16,13,50,8,8,4,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,0,13,20,16,10,10,6,7,4,4,9,10,4,0,87,57,83,68,31,71,90,34,24,71,27,47,42,49,32,67,24,32,14,33,26,13,8,16,5,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,0,12,9,21,16,7,7,5,9,6,5,3,0,32,32,56,33,11,45,107,36,22,36,94,22,16,18,30,21,85,18,12,10,22,65,13,18,2,All
