col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,All
,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,Wendi Barish,Kay Yu,Chris Hall,Leon Goodman,Henry Mcgregor Sias,James C Crumlish,Carmella Jacquinto,Cateria R Mccabe,Kendra Mccrae,Joshua Roberts,Craig Levin,Terri M Booker,Sherman Toppin,Nicola Serianni,Laurie Dow,Beth Grossman,James F Berardinelli,Jon Marshall,Vicki Markovitz,Janine D Momasso,Robert Trimble,Gregory Weyer,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,All
Tiffany Palmer,55,"1,680","1,048",813,"1,171","1,138",571,679,635,322,550,487,185,219,374,307,423,337,338,404,92,285,199,54,42,"1,208",537,587,All
Anthony Kyriakakis,,13,979,846,981,"1,021",640,832,601,422,286,175,133,133,120,159,230,125,187,323,30,204,79,20,28,732,704,419,All
Jennifer Schultz,,,38,807,675,516,523,470,262,454,317,270,328,355,189,181,388,192,276,212,272,166,154,51,40,955,604,420,All
Wendi Barish,,,,10,310,279,607,485,248,431,229,218,158,167,190,141,286,214,242,94,90,243,140,31,27,565,488,328,All
Kay Yu,,,,,11,618,180,429,220,185,292,196,68,86,128,138,226,137,135,216,33,96,92,18,29,630,295,269,All
Chris Hall,,,,,,5,179,230,559,89,107,154,104,99,165,122,136,142,119,271,72,56,34,41,23,561,288,254,All
Leon Goodman,,,,,,,7,427,222,460,252,261,238,165,289,228,105,144,147,117,100,198,134,41,33,465,523,264,All
Henry Mcgregor Sias,,,,,,,,1,124,308,212,49,58,32,32,81,120,35,52,102,11,129,63,7,21,358,409,138,All
James C Crumlish,,,,,,,,,1,167,93,107,243,143,145,107,119,98,87,130,94,54,36,37,15,348,291,235,All
Carmella Jacquinto,,,,,,,,,,9,204,238,162,108,223,175,123,122,135,47,38,83,118,24,26,303,420,231,All
Cateria R Mccabe,,,,,,,,,,,5,268,91,84,177,176,185,153,96,87,51,85,198,20,20,442,163,213,All
Kendra Mccrae,,,,,,,,,,,,5,107,100,290,213,182,190,190,68,63,90,140,40,31,464,127,266,All
Joshua Roberts,,,,,,,,,,,,,16,281,206,114,114,91,95,40,265,40,29,40,19,359,267,197,All
Craig Levin,,,,,,,,,,,,,,13,142,124,125,102,114,54,235,73,52,36,22,339,181,222,All
Terri M Booker,,,,,,,,,,,,,,,8,227,111,176,143,36,93,48,85,38,41,389,198,190,All
Sherman Toppin,,,,,,,,,,,,,,,,15,90,156,73,53,64,60,102,26,33,293,191,225,All
Nicola Serianni,,,,,,,,,,,,,,,,,3,97,126,59,91,81,109,25,21,377,163,166,All
Laurie Dow,,,,,,,,,,,,,,,,,,14,130,52,54,82,92,26,24,302,113,212,All
Beth Grossman,,,,,,,,,,,,,,,,,,,12,61,64,130,61,22,17,326,149,151,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,2,22,46,68,15,15,199,119,106,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,9,30,13,30,9,246,96,134,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,1,50,13,9,195,88,120,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,11,13,16,221,61,134,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,2,11,66,38,29,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,52,26,37,All
Tracey Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,99,0,0,All
Ronald R Donatucci,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,All
Jacque P Whaumbush,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,All
Total,"2,923","2,351","2,311","1,586","1,505","1,411","1,389","1,075","1,034","1,017",910,903,886,823,822,771,763,689,683,559,512,498,462,149,129,"2,339","1,447","1,259",All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,1
,Tiffany Palmer,Anthony Kyriakakis,Kay Yu,Chris Hall,Jennifer Schultz,James F Berardinelli,Wendi Barish,James C Crumlish,Henry Mcgregor Sias,Cateria R Mccabe,Nicola Serianni,Leon Goodman,Vicki Markovitz,Craig Levin,Janine D Momasso,Beth Grossman,Kendra Mccrae,Laurie Dow,Sherman Toppin,Joshua Roberts,Carmella Jacquinto,Terri M Booker,Jon Marshall,Robert Trimble,Gregory Weyer,Tracey Gordon,Jacque P Whaumbush,Ronald R Donatucci,1
Tiffany Palmer,3,272,236,204,190,120,73,77,69,48,35,25,21,14,18,15,18,11,8,5,7,8,0,2,1,123,56,39,1
Anthony Kyriakakis,,0,214,210,158,125,66,79,53,21,18,25,24,14,9,11,11,5,5,2,5,1,2,2,1,96,51,43,1
Kay Yu,,,1,166,169,110,35,41,49,32,21,10,10,8,12,3,7,3,6,3,4,1,0,2,1,96,39,30,1
