col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Helen Gym,Eryn Santamoor,Justin Diberardinis,Allan Domb,Erika Almirón,Derek S Green,Katherine Gilmore Richardson,Isaiah Thomas,Adrián Rivera-reyes,Deja Lynn Alvarez,Beth Finn,Fernando Treviño,Ethelind Baylor,Sandra Dungee Glenn,Ogbonna Paul Hagins,Willie Floyd Singletary,Asa Khalif,Hena Veit,Fareed Abdullah,Latrice Y Bryant,Billy Thompson,Joseph A Diorio,Edwin Santana,Mark Ross,Wayne Allen,Vinny Black,Bobbie Curry,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,All
Helen Gym,130,"1,506","1,301",954,"1,133",767,688,606,544,315,308,257,220,177,111,85,89,81,60,47,42,25,39,22,26,21,23,24,3,0,All
Eryn Santamoor,,98,921,889,595,666,547,392,284,144,211,208,66,116,28,27,41,55,39,42,24,30,27,13,16,14,10,12,1,0,All
Justin Diberardinis,,,18,575,636,498,222,514,279,107,135,86,169,73,21,11,29,12,25,11,15,28,20,13,6,7,3,7,9,0,All
Allan Domb,,,,63,234,544,335,226,135,70,124,85,27,81,14,24,30,35,34,15,35,37,32,36,20,20,17,13,8,0,All
Erika Almirón,,,,,10,207,253,334,247,154,136,161,169,73,32,7,40,24,18,27,10,9,11,10,7,6,8,6,4,0,All
Derek S Green,,,,,,8,314,316,123,86,61,45,30,43,12,13,26,12,22,10,14,9,16,13,7,7,7,5,2,0,All
Katherine Gilmore Richardson,,,,,,,6,131,85,66,103,116,24,75,19,16,20,28,28,27,13,4,10,6,12,8,8,10,4,0,All
Isaiah Thomas,,,,,,,,8,99,46,41,31,142,37,15,18,29,13,31,17,13,5,14,10,10,5,6,8,1,0,All
Adrián Rivera-reyes,,,,,,,,,39,223,94,88,38,53,90,66,38,20,23,24,9,15,17,3,6,10,5,2,5,0,All
Deja Lynn Alvarez,,,,,,,,,,24,72,60,24,30,77,64,26,17,17,24,11,7,17,10,9,4,2,4,3,0,All
Beth Finn,,,,,,,,,,,7,32,24,71,15,9,15,27,13,16,14,18,12,15,10,6,15,4,2,0,All
Fernando Treviño,,,,,,,,,,,,3,11,18,6,8,11,14,16,6,8,10,12,3,3,2,2,1,1,0,All
Ethelind Baylor,,,,,,,,,,,,,2,11,11,2,6,8,8,5,3,0,6,6,4,3,0,2,2,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,1,8,4,14,22,15,15,8,7,8,1,5,5,11,4,4,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,7,51,9,9,3,3,6,2,4,2,3,7,0,2,0,0,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,12,5,5,7,8,14,8,2,6,8,2,4,4,1,0,All
Asa Khalif,,,,,,,,,,,,,,,,,8,10,20,7,5,3,4,3,5,2,4,6,1,0,All
Hena Veit,,,,,,,,,,,,,,,,,,1,3,13,7,5,2,8,2,6,7,3,3,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,5,12,6,4,2,3,8,5,3,5,1,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,3,5,4,5,3,5,5,4,3,1,0,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,,1,16,4,8,5,7,10,2,4,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,2,7,5,11,3,9,1,4,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,1,3,5,4,4,3,3,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,4,3,7,8,2,4,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,1,1,0,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"2,844","2,026","1,608","1,420","1,296","1,040",842,822,747,476,435,345,265,263,159,146,144,122,117,96,87,83,81,65,60,47,46,35,20,0,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Helen Gym,Eryn Santamoor,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Erika Almirón,Justin Diberardinis,Adrián Rivera-reyes,Isaiah Thomas,Deja Lynn Alvarez,Sandra Dungee Glenn,Beth Finn,Fernando Treviño,Ethelind Baylor,Ogbonna Paul Hagins,Billy Thompson,Latrice Y Bryant,Willie Floyd Singletary,Edwin Santana,Hena Veit,Asa Khalif,Fareed Abdullah,Joseph A Diorio,Wayne Edmund Dorsey,Bobbie Curry,Devon Cade,Vinny Black,Mark Ross,Wayne Allen,Sherrie Cohen,1
Helen Gym,12,122,83,80,73,76,69,34,30,18,14,15,13,16,8,3,2,5,3,3,3,1,1,0,2,1,0,0,1,0,1
Eryn Santamoor,,3,73,76,65,40,41,19,17,11,14,11,11,4,3,3,2,3,2,1,2,2,2,0,1,1,1,0,0,0,1
Allan Domb,,,6,45,42,21,23,6,10,4,7,5,5,1,0,2,0,0,2,2,1,2,1,0,2,1,1,0,0,0,1
Katherine Gilmore Richardson,,,,0,56,24,15,6,7,7,6,7,12,2,2,1,2,0,0,0,2,1,0,1,0,1,0,0,0,0,1
Derek S Green,,,,,2,20,28,7,13,6,1,3,3,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
Erika Almirón,,,,,,2,34,13,16,4,4,9,12,12,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
Justin Diberardinis,,,,,,,2,14,23,7,7,4,2,12,2,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Adrián Rivera-reyes,,,,,,,,2,5,11,4,5,2,2,7,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,1
Isaiah Thomas,,,,,,,,,1,5,2,1,0,12,3,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
Deja Lynn Alvarez,,,,,,,,,,0,5,4,3,2,4,1,2,2,0,0,1,0,0,1,0,0,1,1,0,0,1
Sandra Dungee Glenn,,,,,,,,,,,0,6,2,0,1,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Beth Finn,,,,,,,,,,,,0,2,2,1,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,1
Fernando Treviño,,,,,,,,,,,,,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Ethelind Baylor,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Ogbonna Paul Hagins,,,,,,,,,,,,,,,0,0,0,2,1,1,0,0,1,0,0,0,0,0,1,0,1
