col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Joshua Roberts,Cateria R Mccabe,Sherman Toppin,Jennifer Schultz,Carmella Jacquinto,Anthony Kyriakakis,Tiffany Palmer,Henry Mcgregor Sias,Kendra Mccrae,Craig Levin,Terri M Booker,Wendi Barish,Jon Marshall,Leon Goodman,James C Crumlish,Beth Grossman,Kay Yu,Nicola Serianni,Laurie Dow,Janine D Momasso,Chris Hall,Vicki Markovitz,James F Berardinelli,Robert Trimble,Gregory Weyer,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,All
Joshua Roberts,71,544,590,250,517,496,140,474,119,209,130,126,217,124,148,80,66,91,69,51,59,40,27,36,24,427,580,197,45,All
Cateria R Mccabe,,2,574,121,474,502,142,459,161,50,110,107,39,102,54,64,66,72,85,113,42,26,52,22,16,263,438,85,23,All
Sherman Toppin,,,5,91,489,518,122,471,132,63,133,61,57,98,70,21,68,43,65,58,42,27,33,28,31,238,452,96,19,All
Jennifer Schultz,,,,27,99,54,157,30,133,220,109,187,216,107,112,138,79,170,97,73,61,77,36,35,17,397,165,201,33,All
Carmella Jacquinto,,,,,6,441,131,410,135,64,115,108,36,88,86,65,74,58,73,75,38,43,25,22,17,232,390,107,26,All
Anthony Kyriakakis,,,,,,3,116,444,66,32,51,46,23,47,96,43,58,26,27,29,84,16,27,16,10,179,372,89,13,All
Tiffany Palmer,,,,,,,5,46,213,62,208,146,65,135,111,121,107,112,108,85,149,48,47,30,28,223,179,147,19,All
Henry Mcgregor Sias,,,,,,,,1,27,17,37,29,10,26,31,22,30,17,21,22,12,14,23,5,9,125,350,40,7,All
Kendra Mccrae,,,,,,,,,3,56,187,117,60,125,47,84,67,79,80,80,66,38,23,25,26,169,161,107,25,All
Craig Levin,,,,,,,,,,13,67,66,178,70,90,52,33,60,49,32,35,21,35,23,13,190,120,102,28,All
Terri M Booker,,,,,,,,,,,5,102,54,130,66,76,87,59,91,60,81,41,13,31,35,189,157,85,18,All
Wendi Barish,,,,,,,,,,,,9,58,72,82,117,81,126,90,68,40,68,18,18,11,168,126,116,24,All
Jon Marshall,,,,,,,,,,,,,11,78,71,54,18,54,32,16,34,20,10,25,9,190,91,92,37,All
Leon Goodman,,,,,,,,,,,,,,5,71,55,62,47,63,56,74,24,36,31,18,155,119,77,26,All
James C Crumlish,,,,,,,,,,,,,,,8,58,43,58,52,38,82,22,36,24,11,129,111,83,25,All
Beth Grossman,,,,,,,,,,,,,,,,4,50,70,78,50,45,65,29,16,11,128,87,74,23,All
Kay Yu,,,,,,,,,,,,,,,,,9,39,73,47,51,35,18,15,13,116,94,66,21,All
Nicola Serianni,,,,,,,,,,,,,,,,,,1,55,47,35,52,20,9,8,122,74,90,15,All
Laurie Dow,,,,,,,,,,,,,,,,,,,2,67,49,30,33,13,14,116,98,67,15,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,1,19,25,44,12,13,109,67,56,15,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,0,20,24,25,13,99,73,69,15,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,0,18,16,13,59,48,42,13,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,3,9,8,52,44,24,15,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,1,9,36,37,15,14,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,1,27,23,18,6,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,106,0,0,0,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,101,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,All
Total,"1,401",877,869,852,828,713,593,571,481,478,476,458,436,403,378,325,324,312,311,271,269,170,149,109,81,"1,184","1,095",661,133,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,1
,Joshua Roberts,Sherman Toppin,Cateria R Mccabe,Jennifer Schultz,Carmella Jacquinto,Terri M Booker,Anthony Kyriakakis,Jon Marshall,Kendra Mccrae,Henry Mcgregor Sias,Craig Levin,Tiffany Palmer,Wendi Barish,Janine D Momasso,Nicola Serianni,Laurie Dow,Chris Hall,Gregory Weyer,Leon Goodman,Beth Grossman,James F Berardinelli,Kay Yu,James C Crumlish,Robert Trimble,Vicki Markovitz,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,1
Joshua Roberts,5,13,12,4,11,3,10,5,2,9,3,4,0,1,3,1,1,2,2,2,0,0,2,2,1,18,8,4,1,1
