col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Adrián Rivera-reyes,Katherine Gilmore Richardson,Erika Almirón,Justin Diberardinis,Deja Lynn Alvarez,Eryn Santamoor,Willie Floyd Singletary,Ethelind Baylor,Sandra Dungee Glenn,Ogbonna Paul Hagins,Beth Finn,Fareed Abdullah,Asa Khalif,Fernando Treviño,Latrice Y Bryant,Billy Thompson,Joseph A Diorio,Hena Veit,Wayne Allen,Edwin Santana,Mark Ross,Vinny Black,Bobbie Curry,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,All
Helen Gym,350,"1,288",961,"1,004",764,784,918,847,513,571,252,436,237,258,215,146,140,162,101,74,54,96,39,38,32,27,27,24,22,0,All
Isaiah Thomas,,51,693,865,198,690,526,490,101,157,104,367,240,43,50,159,133,41,65,67,27,25,39,24,17,21,10,36,22,0,All
Allan Domb,,,94,753,167,565,136,212,109,336,100,52,140,48,91,101,84,68,29,56,43,31,36,22,29,32,27,20,23,1,All
Derek S Green,,,,32,177,700,208,254,122,260,65,101,183,51,69,127,113,38,38,39,27,10,34,27,16,22,17,30,10,0,All
Adrián Rivera-reyes,,,,,130,113,322,289,425,255,232,70,54,224,106,68,77,106,58,36,38,29,16,27,16,12,14,11,18,0,All
Katherine Gilmore Richardson,,,,,,18,174,125,97,245,46,48,181,27,83,69,61,49,57,36,25,31,14,19,12,11,10,32,12,0,All
Erika Almirón,,,,,,,26,519,210,227,34,339,113,43,110,41,60,66,54,36,12,37,10,18,11,5,6,4,7,0,All
Justin Diberardinis,,,,,,,,15,117,288,15,307,43,29,75,23,29,42,18,16,17,12,14,11,12,6,10,6,6,0,All
Deja Lynn Alvarez,,,,,,,,,93,133,203,53,40,203,87,48,55,72,50,18,34,35,7,13,17,13,21,8,11,0,All
Eryn Santamoor,,,,,,,,,,17,44,37,63,40,104,21,24,88,31,32,32,43,13,17,15,10,15,8,10,0,All
Willie Floyd Singletary,,,,,,,,,,,126,13,29,162,24,56,30,28,34,46,31,10,21,12,15,19,14,13,5,0,All
Ethelind Baylor,,,,,,,,,,,,6,29,13,26,17,16,9,14,12,2,8,6,6,3,4,2,3,6,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,10,22,61,48,64,11,38,22,16,25,15,14,5,12,12,30,7,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,23,22,21,20,25,11,14,11,14,8,9,5,5,2,7,5,0,All
Beth Finn,,,,,,,,,,,,,,,16,29,24,29,31,17,19,34,11,14,14,9,11,4,7,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,15,106,20,45,29,13,17,22,14,11,15,8,10,10,1,All
Asa Khalif,,,,,,,,,,,,,,,,,4,12,19,16,7,13,11,14,9,10,8,6,9,1,All
Fernando Treviño,,,,,,,,,,,,,,,,,,9,19,18,28,14,6,16,10,7,11,8,4,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,7,15,19,22,10,9,16,12,19,7,8,0,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,8,27,20,8,9,10,10,10,8,10,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,4,17,12,9,16,10,15,7,10,0,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,1,5,3,9,10,4,2,5,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,3,8,10,6,5,5,6,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,2,2,3,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,2,10,16,5,3,1,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,5,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,0,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"3,129","1,819","1,507","1,499","1,211","1,173","1,153","1,030",868,861,608,521,499,408,376,366,317,279,231,202,158,157,110,100,90,86,83,83,68,1,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Adrián Rivera-reyes,Katherine Gilmore Richardson,Erika Almirón,Eryn Santamoor,Justin Diberardinis,Deja Lynn Alvarez,Ethelind Baylor,Willie Floyd Singletary,Fernando Treviño,Beth Finn,Ogbonna Paul Hagins,Sandra Dungee Glenn,Asa Khalif,Fareed Abdullah,Billy Thompson,Latrice Y Bryant,Hena Veit,Joseph A Diorio,Edwin Santana,Mark Ross,Wayne Allen,Bobbie Curry,Vinny Black,Devon Cade,Sherrie Cohen,Wayne Edmund Dorsey,1
Helen Gym,8,42,35,35,30,30,27,21,27,17,17,12,9,7,10,7,6,5,4,5,0,2,0,1,1,0,0,0,0,0,1
Isaiah Thomas,,3,25,31,10,18,14,7,16,0,14,2,2,1,2,7,3,3,1,1,1,0,1,0,1,0,0,0,0,0,1
Allan Domb,,,1,26,9,14,5,16,6,2,5,1,3,4,2,8,1,2,1,1,1,2,1,2,0,0,0,0,0,0,1
Derek S Green,,,,2,5,21,3,11,4,2,5,1,1,2,1,4,4,5,0,0,1,1,1,1,1,0,0,0,0,0,1
Adrián Rivera-reyes,,,,,3,5,11,7,12,13,2,10,4,4,10,1,4,1,1,3,0,1,1,0,1,0,1,0,0,0,1
Katherine Gilmore Richardson,,,,,,1,7,10,6,1,1,1,4,3,1,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1
Erika Almirón,,,,,,,3,6,13,5,10,2,2,5,0,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1
Eryn Santamoor,,,,,,,,0,9,4,1,0,6,0,1,2,0,2,0,0,2,0,1,2,1,0,0,0,0,0,1
Justin Diberardinis,,,,,,,,,0,2,7,1,1,2,2,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,1
Deja Lynn Alvarez,,,,,,,,,,4,3,7,3,1,7,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,1
Ethelind Baylor,,,,,,,,,,,0,2,1,0,0,0,2,0,2,1,1,0,1,0,0,0,0,0,0,0,1
Willie Floyd Singletary,,,,,,,,,,,,1,0,1,9,0,3,1,4,0,0,0,0,0,0,1,1,0,0,0,1
Fernando Treviño,,,,,,,,,,,,,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
Beth Finn,,,,,,,,,,,,,,2,0,3,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1
Ogbonna Paul Hagins,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Sandra Dungee Glenn,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Asa Khalif,,,,,,,,,,,,,,,,,0,2,2,1,1,0,0,0,0,1,1,0,0,0,1
Fareed Abdullah,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,1
Billy Thompson,,,,,,,,,,,,,,,,,,,0,0,1,2,0,0,0,1,0,0,0,0,1
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
Hena Veit,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,1
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
