col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Annette Thompson,Jen Devor,Carla Cain,Dennis Lee,Luigi Borda,Moira Bohannon,Robin Trent,Lewis Harris Jr,Warren Bloom,Joshua Roberts,Jennifer Schultz,Carmella Jacquinto,Craig Levin,Tiffany Palmer,Cateria R Mccabe,Wendi Barish,Anthony Kyriakakis,Jon Marshall,Henry Mcgregor Sias,Nicola Serianni,Leon Goodman,James C Crumlish,Kendra Mccrae,Sherman Toppin,Terri M Booker,Chris Hall,Beth Grossman,Kay Yu,Laurie Dow,Janine D Momasso,Vicki Markovitz,James F Berardinelli,Robert Trimble,Gregory Weyer,All
Omar Sabir,57,191,51,65,28,4,7,14,4,6,2,7,2,298,155,148,130,67,124,70,101,78,93,55,77,71,60,111,75,45,38,33,38,34,19,16,17,9,All
Lisa Deeley,,11,31,36,18,6,10,5,1,4,0,1,4,208,120,132,94,50,91,71,77,50,70,39,34,52,44,81,38,32,44,33,29,19,18,7,8,8,All
Kahlil Williams,,,13,11,18,33,8,6,4,8,6,6,2,34,77,41,27,95,47,50,52,24,47,30,55,33,51,27,46,44,36,55,38,24,17,21,12,5,All
Marwan Kreidie,,,,8,6,3,8,5,14,1,3,0,0,103,128,15,82,29,13,35,17,82,16,46,23,40,14,8,12,25,27,19,7,6,16,3,9,5,All
Annette Thompson,,,,,3,0,8,1,1,4,4,1,2,29,43,27,22,37,15,34,11,22,8,29,25,13,27,14,25,12,31,11,17,16,9,2,14,0,All
Jen Devor,,,,,,1,1,0,10,1,1,2,0,4,30,7,2,45,17,18,29,3,27,17,6,18,7,3,5,20,8,34,6,6,4,3,2,1,All
Carla Cain,,,,,,,0,4,2,1,3,0,0,12,28,13,7,18,11,23,10,9,3,18,9,5,21,6,14,12,19,12,17,7,18,2,5,2,All
Dennis Lee,,,,,,,,3,1,1,3,1,0,13,15,12,8,13,15,9,10,5,4,10,11,7,13,8,9,8,6,6,11,8,4,12,6,0,All
