col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,District Council 7th District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Maria Quiñones Sánchez,Angel L Cruz,Jennifer Schultz,Tiffany Palmer,Anthony Kyriakakis,Nicola Serianni,Cateria R Mccabe,Joshua Roberts,Carmella Jacquinto,Henry Mcgregor Sias,Wendi Barish,Kay Yu,James C Crumlish,Beth Grossman,Kendra Mccrae,Craig Levin,Chris Hall,Sherman Toppin,Janine D Momasso,Vicki Markovitz,Laurie Dow,Leon Goodman,Terri M Booker,Jon Marshall,James F Berardinelli,Gregory Weyer,Robert Trimble,All
Maria Quiñones Sánchez,65,0,198,210,134,128,108,67,81,106,119,106,77,70,60,50,66,30,51,46,49,47,33,27,28,8,6,All
Angel L Cruz,,75,120,90,119,73,82,123,111,81,64,41,43,39,39,43,27,63,30,36,30,21,27,30,14,6,10,All
Jennifer Schultz,,,2,167,72,131,92,56,54,72,110,86,49,59,42,46,41,5,56,41,36,23,20,36,13,7,8,All
Tiffany Palmer,,,,2,160,130,97,26,47,108,117,108,83,44,50,10,78,6,58,38,42,34,21,4,24,8,2,All
Anthony Kyriakakis,,,,,0,49,86,88,97,124,60,67,80,30,23,12,75,67,5,21,17,27,11,5,21,3,1,All
Nicola Serianni,,,,,,0,72,46,50,53,90,47,26,36,38,22,11,12,61,29,26,12,13,11,12,3,5,All
Cateria R Mccabe,,,,,,,0,67,79,101,58,47,15,18,30,9,11,71,52,11,10,15,16,2,3,2,1,All
Joshua Roberts,,,,,,,,4,92,86,24,6,29,14,10,33,8,75,8,18,10,11,13,29,8,0,7,All
Carmella Jacquinto,,,,,,,,,1,76,36,23,17,39,30,18,10,68,20,31,29,13,16,11,8,4,6,All
Henry Mcgregor Sias,,,,,,,,,,1,42,70,19,12,9,3,14,65,5,16,8,19,2,2,4,6,2,All
Wendi Barish,,,,,,,,,,,0,38,26,43,26,15,13,9,54,37,36,24,18,14,11,4,2,All
Kay Yu,,,,,,,,,,,,0,23,15,25,4,29,2,15,12,16,13,7,4,12,10,2,All
James C Crumlish,,,,,,,,,,,,,0,19,18,17,69,7,2,6,23,15,9,8,6,1,6,All
Beth Grossman,,,,,,,,,,,,,,0,32,16,16,4,11,36,25,19,18,8,8,1,2,All
Kendra Mccrae,,,,,,,,,,,,,,,0,9,16,8,14,19,21,19,18,8,5,2,6,All
Craig Levin,,,,,,,,,,,,,,,,4,6,7,4,6,6,17,12,30,8,2,4,All
Chris Hall,,,,,,,,,,,,,,,,,0,2,0,6,14,9,3,3,11,1,7,All
Sherman Toppin,,,,,,,,,,,,,,,,,,0,11,5,5,9,10,4,2,2,1,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,0,12,12,6,14,1,4,5,1,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,1,20,17,10,2,7,0,5,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,0,9,13,4,2,1,2,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,0,18,13,7,2,4,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,0,7,1,2,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,0,1,6,5,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,449,397,332,320,268,211,202,200,198,198,193,153,125,111,100,98,97,96,88,86,80,73,60,59,42,17,17,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,District Council 7th District - Democrat,,3
,Anthony Kyriakakis,Carmella Jacquinto,Joshua Roberts,Sherman Toppin,Cateria R Mccabe,Henry Mcgregor Sias,Jennifer Schultz,Tiffany Palmer,Kendra Mccrae,Wendi Barish,Janine D Momasso,Kay Yu,Nicola Serianni,Craig Levin,Beth Grossman,James C Crumlish,Laurie Dow,Leon Goodman,James F Berardinelli,Terri M Booker,Vicki Markovitz,Jon Marshall,Chris Hall,Gregory Weyer,Robert Trimble,Angel L Cruz,Maria Quiñones Sánchez,3
Anthony Kyriakakis,0,43,38,38,36,38,5,6,1,3,1,1,3,1,2,2,1,2,2,0,0,0,1,0,0,30,17,3
Carmella Jacquinto,,0,38,39,37,38,3,1,2,3,1,1,2,1,1,0,1,1,0,0,2,0,0,0,0,31,13,3
Joshua Roberts,,,0,39,38,38,3,1,0,2,1,0,0,2,1,2,2,0,1,0,2,1,0,0,0,27,16,3
Sherman Toppin,,,,0,38,38,1,0,2,3,4,1,1,0,1,0,0,1,1,1,2,0,0,0,0,27,14,3
Cateria R Mccabe,,,,,0,37,1,2,3,0,3,2,1,1,0,1,1,0,0,3,1,0,0,0,0,27,14,3
Henry Mcgregor Sias,,,,,,0,0,1,1,2,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,26,13,3
Jennifer Schultz,,,,,,,0,3,1,2,1,2,1,3,2,1,2,1,1,0,1,1,1,0,0,5,4,3
Tiffany Palmer,,,,,,,,0,4,4,2,3,5,0,2,2,3,1,2,2,0,0,1,0,0,2,8,3
Kendra Mccrae,,,,,,,,,0,3,4,4,3,1,1,0,2,3,0,3,0,1,0,1,0,3,5,3
Wendi Barish,,,,,,,,,,0,2,2,3,0,2,1,2,1,1,0,2,0,0,0,0,3,4,3
Janine D Momasso,,,,,,,,,,,0,2,2,0,1,0,0,1,1,3,1,0,0,0,0,3,3,3
Kay Yu,,,,,,,,,,,,0,1,0,1,0,1,1,1,2,1,1,1,1,0,2,4,3
Nicola Serianni,,,,,,,,,,,,,0,0,1,1,2,1,1,1,0,0,0,0,0,2,4,3
