col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Adrián Rivera-reyes,Katherine Gilmore Richardson,Erika Almirón,Justin Diberardinis,Deja Lynn Alvarez,Eryn Santamoor,Willie Floyd Singletary,Ethelind Baylor,Sandra Dungee Glenn,Ogbonna Paul Hagins,Beth Finn,Fareed Abdullah,Asa Khalif,Fernando Treviño,Latrice Y Bryant,Billy Thompson,Joseph A Diorio,Hena Veit,Wayne Allen,Edwin Santana,Mark Ross,Vinny Black,Bobbie Curry,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,Omar Sabir,Lisa Deeley,Kahlil Williams,Jen Devor,Marwan Kreidie,Annette Thompson,Luigi Borda,Carla Cain,Dennis Lee,Moira Bohannon,Lewis Harris Jr,Robin Trent,Warren Bloom,All
Helen Gym,63,"1,288",961,"1,004",764,784,918,847,513,571,252,436,237,258,215,146,140,162,101,74,54,96,39,38,32,27,27,24,22,0,"1,254",973,784,800,367,235,192,137,96,121,42,63,22,All
Isaiah Thomas,,19,693,865,198,690,526,490,101,157,104,367,240,43,50,159,133,41,65,67,27,25,39,24,17,21,10,36,22,0,932,605,485,398,95,125,107,60,77,39,46,30,14,All
Allan Domb,,,58,753,167,565,136,212,109,336,100,52,140,48,91,101,84,68,29,56,43,31,36,22,29,32,27,20,23,1,715,576,326,278,94,109,81,54,61,36,45,25,28,All
Derek S Green,,,,12,177,700,208,254,122,260,65,101,183,51,69,127,113,38,38,39,27,10,34,27,16,22,17,30,10,0,796,528,395,316,104,65,50,50,75,45,39,39,17,All
Adrián Rivera-reyes,,,,,14,113,322,289,425,255,232,70,54,224,106,68,77,106,58,36,38,29,16,27,16,12,14,11,18,0,390,250,315,315,324,81,78,71,50,75,22,30,8,All
Katherine Gilmore Richardson,,,,,,5,174,125,97,245,46,48,181,27,83,69,61,49,57,36,25,31,14,19,12,11,10,32,12,0,624,532,245,241,71,92,41,54,63,37,17,19,7,All
Erika Almirón,,,,,,,7,519,210,227,34,339,113,43,110,41,60,66,54,36,12,37,10,18,11,5,6,4,7,0,229,182,447,485,116,102,125,86,45,79,9,38,5,All
Justin Diberardinis,,,,,,,,9,117,288,15,307,43,29,75,23,29,42,18,16,17,12,14,11,12,6,10,6,6,0,157,158,384,494,111,61,125,56,34,49,10,22,9,All
Deja Lynn Alvarez,,,,,,,,,11,133,203,53,40,203,87,48,55,72,50,18,34,35,7,13,17,13,21,8,11,0,319,217,179,192,220,72,59,60,33,60,10,28,6,All
Eryn Santamoor,,,,,,,,,,7,44,37,63,40,104,21,24,88,31,32,32,43,13,17,15,10,15,8,10,0,131,178,274,401,106,88,75,57,42,59,15,22,8,All
Willie Floyd Singletary,,,,,,,,,,,18,13,29,162,24,56,30,28,34,46,31,10,21,12,15,19,14,13,5,0,375,148,89,30,133,38,15,13,37,10,29,15,8,All
Ethelind Baylor,,,,,,,,,,,,3,29,13,26,17,16,9,14,12,2,8,6,6,3,4,2,3,6,0,131,84,149,195,57,39,80,34,10,25,7,21,2,All
Sandra Dungee Glenn,,,,,,,,,,,,,2,22,61,48,64,11,38,22,16,25,15,14,5,12,12,30,7,0,237,137,124,73,24,79,17,37,45,19,12,7,5,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,7,22,21,20,25,11,14,11,14,8,9,5,5,2,7,5,0,207,123,52,34,135,35,14,12,19,18,11,6,4,All
Beth Finn,,,,,,,,,,,,,,,7,29,24,29,31,17,19,34,11,14,14,9,11,4,7,0,53,106,80,106,59,85,39,45,17,45,12,14,11,All
Fareed Abdullah,,,,,,,,,,,,,,,,3,106,20,45,29,13,17,22,14,11,15,8,10,10,1,207,53,130,56,29,49,8,26,17,11,32,10,8,All
Asa Khalif,,,,,,,,,,,,,,,,,0,12,19,16,7,13,11,14,9,10,8,6,9,1,151,46,120,69,27,46,6,30,11,14,18,8,6,All
Fernando Treviño,,,,,,,,,,,,,,,,,,1,19,18,28,14,6,16,10,7,11,8,4,0,75,56,98,85,56,23,29,21,24,17,9,8,2,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,2,15,19,22,10,9,16,12,19,7,8,0,76,53,59,44,22,60,12,24,24,14,16,11,5,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,1,27,20,8,9,10,10,10,8,10,0,90,47,47,22,16,43,22,9,29,4,16,7,6,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,1,17,12,9,16,10,15,7,10,0,50,39,28,22,23,20,28,9,34,7,13,5,6,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,0,5,3,9,10,4,2,5,0,34,41,24,33,22,48,19,27,17,11,6,6,1,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,1,8,10,6,5,5,6,0,43,18,31,17,15,13,10,9,11,4,13,3,4,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,2,3,0,36,20,25,23,10,12,7,17,14,7,4,4,2,All
