col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,District Council 5th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Darrell L Clarke,Joshua Roberts,Wendi Barish,Jennifer Schultz,Carmella Jacquinto,James C Crumlish,Nicola Serianni,Sherman Toppin,Jon Marshall,Terri M Booker,Craig Levin,Kendra Mccrae,Leon Goodman,Tiffany Palmer,Anthony Kyriakakis,Beth Grossman,Cateria R Mccabe,Laurie Dow,Janine D Momasso,Kay Yu,Chris Hall,Vicki Markovitz,Robert Trimble,Henry Mcgregor Sias,James F Berardinelli,Gregory Weyer,All
Darrell L Clarke,96,313,189,190,159,165,161,157,126,110,113,73,71,56,54,51,44,49,41,35,41,40,28,18,20,15,All
Joshua Roberts,,4,136,71,122,150,129,128,71,44,64,18,32,17,28,11,20,20,8,12,13,11,11,14,6,7,All
Wendi Barish,,,2,30,117,129,128,115,15,34,17,26,23,26,22,22,23,28,10,15,9,18,12,7,6,6,All
Jennifer Schultz,,,,11,22,20,30,13,57,21,54,24,16,17,6,24,13,11,13,13,11,18,16,5,6,4,All
Carmella Jacquinto,,,,,2,111,103,105,9,22,8,25,22,29,23,15,18,8,11,16,12,14,10,12,2,4,All
James C Crumlish,,,,,,2,121,116,14,22,17,13,21,9,10,10,7,23,2,5,13,2,9,6,5,3,All
Nicola Serianni,,,,,,,1,113,16,18,12,20,17,14,12,15,11,19,13,7,6,19,9,2,3,3,All
Sherman Toppin,,,,,,,,0,10,25,11,20,14,14,17,7,10,24,9,15,6,8,5,9,7,4,All
Jon Marshall,,,,,,,,,5,17,59,14,15,10,11,10,7,6,2,7,8,10,6,1,4,2,All
Terri M Booker,,,,,,,,,,5,15,32,28,28,16,17,19,18,14,14,18,12,8,3,4,6,All
Craig Levin,,,,,,,,,,,10,7,14,6,7,6,7,8,5,4,6,6,5,2,7,2,All
Kendra Mccrae,,,,,,,,,,,,0,18,36,9,22,27,16,15,9,15,8,8,3,3,2,All
Leon Goodman,,,,,,,,,,,,,0,17,9,14,10,6,11,13,14,1,10,2,5,2,All
Tiffany Palmer,,,,,,,,,,,,,,1,5,16,19,17,10,14,10,5,6,4,4,4,All
Anthony Kyriakakis,,,,,,,,,,,,,,,6,7,13,4,8,8,6,7,6,12,4,1,All
Beth Grossman,,,,,,,,,,,,,,,,2,9,10,8,7,10,13,6,7,4,3,All
Cateria R Mccabe,,,,,,,,,,,,,,,,,1,6,10,7,7,8,7,9,3,1,All
Laurie Dow,,,,,,,,,,,,,,,,,,0,5,8,8,5,3,4,4,1,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,1,7,2,10,5,1,8,1,All
Kay Yu,,,,,,,,,,,,,,,,,,,,2,7,6,3,1,3,2,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,0,4,6,4,5,4,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,0,7,1,4,1,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,0,1,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,2,All
Total,741,339,216,213,183,181,178,175,135,134,131,85,80,75,73,63,59,57,49,48,43,43,34,25,23,19,All
,District Council 5th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Darrell L Clarke,Joshua Roberts,Jennifer Schultz,James C Crumlish,Craig Levin,Carmella Jacquinto,Nicola Serianni,Sherman Toppin,Wendi Barish,Jon Marshall,Tiffany Palmer,Terri M Booker,Beth Grossman,Kendra Mccrae,Cateria R Mccabe,Laurie Dow,Chris Hall,Henry Mcgregor Sias,Kay Yu,Anthony Kyriakakis,Janine D Momasso,Leon Goodman,Robert Trimble,James F Berardinelli,Gregory Weyer,Vicki Markovitz,1
Darrell L Clarke,6,31,20,12,10,9,7,10,7,10,7,7,5,6,3,5,5,4,4,3,3,2,2,3,2,2,1
Joshua Roberts,,0,12,11,7,7,8,8,9,8,4,4,4,2,3,1,2,3,1,3,0,0,1,1,2,0,1
Jennifer Schultz,,,1,3,8,2,4,2,2,7,3,2,5,4,1,1,2,1,0,0,1,1,3,1,1,0,1
James C Crumlish,,,,0,0,8,7,7,7,0,2,1,2,2,1,2,2,2,1,1,0,0,3,1,0,0,1
Craig Levin,,,,,2,1,1,1,1,6,2,3,0,1,1,0,1,0,1,0,1,3,0,0,1,0,1
Carmella Jacquinto,,,,,,0,6,5,6,0,1,0,3,2,3,1,1,2,1,1,2,2,1,0,0,1,1
Nicola Serianni,,,,,,,0,7,7,1,0,1,1,2,1,1,0,0,0,0,2,1,1,0,0,0,1
Sherman Toppin,,,,,,,,0,6,1,2,2,1,3,0,2,1,1,2,1,1,1,0,1,0,0,1
Wendi Barish,,,,,,,,,0,0,3,2,2,2,1,2,0,1,0,2,1,1,0,1,1,0,1
Jon Marshall,,,,,,,,,,0,1,2,0,1,1,0,2,0,1,0,0,0,0,0,1,0,1
Tiffany Palmer,,,,,,,,,,,0,5,2,4,3,4,1,2,1,1,0,1,1,0,1,0,1
Terri M Booker,,,,,,,,,,,,0,0,2,2,2,2,1,2,1,0,2,0,0,1,0,1
Beth Grossman,,,,,,,,,,,,,0,1,1,0,0,3,1,1,1,1,2,1,0,1,1
Kendra Mccrae,,,,,,,,,,,,,,0,3,4,1,0,2,0,1,1,2,0,0,0,1
Cateria R Mccabe,,,,,,,,,,,,,,,0,2,1,1,1,1,1,1,1,0,0,0,1
Laurie Dow,,,,,,,,,,,,,,,,0,2,1,1,1,2,0,0,1,0,0,1
Chris Hall,,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,1,1,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,1
Kay Yu,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,1,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,0,1
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
