col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
Willie Floyd Singletary,,,,,,,,,,,477,768,286,583,"5,366",831,"1,091",798,"1,370","1,033",900,474,342,551,502,427,443,265,365,2,"7,585","3,145","5,004",893,All
Sandra Dungee Glenn,,,,,,,,,,,,179,"1,641","2,391",534,930,"1,361","1,634","1,229","1,562",985,895,948,465,441,342,520,264,330,3,"5,982","5,616","3,425",855,All
Ethelind Baylor,,,,,,,,,,,,,110,841,345,381,641,517,414,625,176,235,268,318,175,165,124,143,143,2,"7,139","2,419","2,348",484,All
Beth Finn,,,,,,,,,,,,,,116,572,"1,100",612,839,963,"1,101","1,015","1,216",503,509,506,610,625,272,291,7,"5,847","2,234","3,265","1,367",All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,199,707,567,562,608,464,444,505,256,192,231,161,188,125,140,6,"6,282","1,378","3,502",437,All
Fernando Treviño,,,,,,,,,,,,,,,,92,589,595,767,559,"1,282",650,"1,169",310,274,260,278,180,141,4,"3,610","1,534","4,285",917,All
Fareed Abdullah,,,,,,,,,,,,,,,,,142,"2,582",806,"1,289",403,341,593,627,463,372,318,383,278,2,"3,201","3,074","2,978",524,All
Asa Khalif,,,,,,,,,,,,,,,,,,35,582,"1,138",282,467,512,524,418,284,286,270,242,1,"3,423","2,277","2,993",416,All
Billy Thompson,,,,,,,,,,,,,,,,,,,122,708,"1,177",511,348,533,582,604,609,309,434,5,"2,536","2,726","1,503","1,409",All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,62,480,660,413,665,427,483,483,361,285,5,"2,869","2,370","2,463",521,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,131,542,642,345,565,604,601,430,300,7,"2,041","1,889","1,210","1,588",All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,31,184,141,338,223,265,179,148,2,"2,020","1,091","1,388",598,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,74,309,205,180,251,131,162,2,"1,545","1,394","1,222",479,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,147,310,352,321,197,227,2,"1,233","1,463",968,644,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,89,360,280,327,166,3,"1,150","1,348",830,680,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,80,502,156,246,3,"1,147","1,131",714,764,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,37,254,216,9,"1,171",980,728,683,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,154,2,804,796,601,369,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,3,744,785,554,369,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,8,5,7,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,502",0,0,0,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,604",0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,609",0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483,All
Total,"106,997","66,000","63,227","60,148","44,814","41,717","35,081","34,416","33,683","26,245","17,841","17,731","13,949","13,696","12,454","11,390","10,466","9,586","8,962","8,742","7,602","5,398","5,150","4,838","4,418","4,137","3,825","2,794","2,698",44,"66,715","44,300","41,430","9,832",All
