col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Sandra Dungee Glenn,Erika Almirón,Ogbonna Paul Hagins,Ethelind Baylor,Fareed Abdullah,Eryn Santamoor,Asa Khalif,Justin Diberardinis,Billy Thompson,Latrice Y Bryant,Fernando Treviño,Beth Finn,Joseph A Diorio,Wayne Edmund Dorsey,Wayne Allen,Hena Veit,Edwin Santana,Bobbie Curry,Mark Ross,Devon Cade,Vinny Black,Sherrie Cohen,Joshua Roberts,Carmella Jacquinto,Jennifer Schultz,James C Crumlish,Craig Levin,Cateria R Mccabe,Anthony Kyriakakis,Jon Marshall,Henry Mcgregor Sias,Leon Goodman,Sherman Toppin,Kendra Mccrae,Tiffany Palmer,Terri M Booker,Wendi Barish,Laurie Dow,Beth Grossman,Nicola Serianni,Janine D Momasso,Chris Hall,Kay Yu,James F Berardinelli,Vicki Markovitz,Robert Trimble,Gregory Weyer,All
Helen Gym,114,"1,423","1,350","1,246","1,050",417,328,283,228,348,283,296,106,166,112,158,103,98,78,79,50,46,44,63,39,37,19,33,25,0,"1,355","1,005",698,857,613,745,645,405,556,337,422,347,332,309,252,250,224,226,159,163,150,100,98,81,42,All
Isaiah Thomas,,20,"1,207","1,209",981,87,102,76,204,283,41,290,117,64,101,106,73,96,28,32,25,42,38,25,24,18,24,30,24,0,838,955,243,697,279,673,578,125,536,282,403,259,264,279,173,163,150,119,119,128,101,76,67,51,48,All
Allan Domb,,,65,"1,200","1,018",104,104,74,198,65,32,51,100,137,77,105,64,56,42,44,44,41,34,23,25,27,26,24,32,0,821,921,239,712,282,649,588,129,510,241,386,228,205,228,133,192,165,123,89,112,95,79,78,60,40,All
Derek S Green,,,,15,"1,000",61,84,53,173,79,24,95,105,87,87,113,74,74,22,28,11,41,40,7,13,16,15,12,17,0,753,903,190,671,229,628,561,108,510,246,376,243,231,258,144,156,138,91,99,97,95,77,48,42,34,All
Katherine Gilmore Richardson,,,,,8,47,43,47,121,67,26,45,42,72,48,56,48,42,23,40,24,23,21,27,9,11,14,12,13,0,664,814,172,601,148,563,540,79,469,142,332,171,161,143,100,117,108,80,77,65,72,42,45,23,20,All
Adrián Rivera-reyes,,,,,,20,296,253,41,34,246,11,28,43,37,24,35,41,44,41,18,12,18,23,18,11,6,6,12,0,344,90,455,123,307,56,44,273,31,104,45,92,91,82,90,55,83,109,30,47,45,20,32,37,14,All
Willie Floyd Singletary,,,,,,,29,278,35,27,226,12,42,39,28,8,44,43,26,14,23,11,23,23,9,15,14,6,14,0,340,50,332,97,295,68,32,273,22,117,48,110,91,97,79,56,58,87,31,53,30,24,27,52,20,All
Deja Lynn Alvarez,,,,,,,,9,23,27,221,16,25,41,27,11,21,30,30,22,24,8,14,23,6,8,8,8,10,0,291,62,318,96,287,48,33,220,34,82,46,68,60,53,55,50,54,116,23,29,37,22,32,30,31,All
Sandra Dungee Glenn,,,,,,,,,3,70,18,27,58,31,40,43,35,45,24,29,16,14,8,23,24,12,5,8,8,0,85,166,98,63,112,136,44,29,42,126,59,137,110,95,91,95,86,53,126,37,41,51,44,19,13,All
Erika Almirón,,,,,,,,,,7,11,195,23,29,27,28,30,36,29,32,11,12,6,17,7,7,8,7,4,0,104,94,110,63,69,101,84,33,50,60,47,86,124,47,61,54,60,66,58,47,40,30,25,19,9,All
Ogbonna Paul Hagins,,,,,,,,,,,12,10,18,25,17,5,13,11,11,5,15,5,4,9,2,5,6,5,2,0,232,27,254,72,226,33,14,220,15,56,23,39,35,30,52,28,38,63,22,21,16,10,14,17,7,All
Ethelind Baylor,,,,,,,,,,,,4,29,8,18,42,26,19,1,9,2,3,12,3,5,4,2,5,2,0,116,88,70,69,54,75,52,23,36,67,42,45,49,73,69,36,34,34,36,23,12,13,13,12,10,All
Fareed Abdullah,,,,,,,,,,,,,3,22,85,15,29,33,4,7,4,8,16,7,9,9,7,15,12,0,84,62,61,42,64,55,27,39,22,73,43,94,84,83,60,51,64,37,39,37,45,14,23,21,13,All
Eryn Santamoor,,,,,,,,,,,,,,0,21,39,25,26,31,18,17,5,5,20,8,12,9,9,7,0,82,60,97,78,82,43,58,47,23,51,32,53,69,50,68,39,64,58,24,51,33,23,38,20,9,All
Asa Khalif,,,,,,,,,,,,,,,0,18,21,36,12,15,6,8,16,11,9,9,10,12,11,0,66,59,66,24,56,43,17,36,19,64,36,83,91,84,45,55,53,38,32,29,52,18,19,12,18,All
Justin Diberardinis,,,,,,,,,,,,,,,,3,16,8,24,12,26,5,8,2,16,10,3,3,7,0,77,94,58,100,60,50,60,26,31,56,23,46,51,58,55,43,35,33,34,25,28,49,17,8,4,All
Billy Thompson,,,,,,,,,,,,,,,,,2,23,16,11,22,13,20,13,10,8,13,12,10,0,81,40,55,39,64,54,31,50,19,79,39,66,54,66,57,32,44,46,38,29,24,19,12,19,12,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,2,10,19,4,10,12,19,11,13,9,11,7,0,79,68,62,49,53,55,23,33,21,47,30,96,70,69,57,43,55,40,31,26,21,11,22,17,13,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,0,17,34,2,3,16,20,4,6,1,5,0,50,45,58,71,65,20,26,34,12,33,17,25,30,22,31,32,20,33,21,19,25,24,12,18,5,All
Beth Finn,,,,,,,,,,,,,,,,,,,,0,10,6,4,11,9,8,6,2,6,0,44,38,68,37,39,28,25,22,10,27,10,50,41,21,50,30,54,36,13,24,20,13,18,17,6,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,2,5,3,9,16,6,12,8,7,0,43,33,45,48,47,13,18,32,9,28,14,17,14,17,29,27,25,42,24,18,8,29,10,15,8,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,7,8,2,6,6,5,3,7,0,34,32,26,26,19,30,18,14,16,30,14,31,27,26,11,14,14,14,13,9,8,5,10,3,8,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,3,4,4,10,8,6,3,0,31,25,34,18,27,18,17,24,13,31,15,35,37,29,10,16,17,22,12,19,11,9,9,7,9,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,3,2,8,0,36,22,48,30,35,26,7,32,8,28,18,27,33,23,36,20,24,35,12,11,18,6,16,8,4,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,4,4,0,23,30,18,30,30,17,6,14,3,22,14,27,22,23,15,24,18,13,19,18,10,19,5,8,3,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,6,0,29,14,27,16,22,16,12,19,5,20,8,27,13,25,14,19,17,18,12,13,6,5,10,14,2,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,7,0,25,14,22,16,23,9,13,17,7,17,10,17,21,15,9,11,18,16,2,15,8,8,8,5,5,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,32,16,19,11,11,18,11,11,11,19,14,26,13,17,12,10,17,11,9,9,13,5,6,6,3,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,25,17,21,15,20,15,14,14,5,22,14,17,20,18,19,18,16,13,8,11,12,7,6,5,6,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Joshua Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,629,379,498,393,592,529,362,509,193,359,144,121,174,146,88,92,139,44,75,51,34,39,56,27,All
Carmella Jacquinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,140,670,152,578,522,43,482,154,296,173,142,153,104,113,97,72,87,55,69,52,44,32,14,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,156,399,103,72,343,39,135,57,152,152,99,160,93,148,187,61,64,73,38,64,48,11,All
James C Crumlish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,183,306,325,111,249,127,56,107,106,126,114,96,64,93,45,90,39,57,24,44,11,All
Craig Levin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,104,76,326,40,175,72,105,98,99,86,112,90,161,81,66,40,63,49,51,38,All
Cateria R Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,551,50,521,144,343,149,115,106,66,70,58,67,96,33,56,44,43,17,15,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,22,498,61,303,70,98,51,33,28,41,32,25,73,40,33,21,17,14,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,98,41,64,74,80,70,41,43,93,22,45,23,15,22,30,16,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39,287,34,43,35,21,25,27,29,31,12,21,41,15,4,14,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,86,182,147,185,129,98,96,103,72,64,65,50,55,50,51,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,93,59,85,45,59,28,42,39,40,44,24,16,22,17,All
