col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,division
,District Council 6th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Bobby Henon,Helen Gym,Allan Domb,Isaiah Thomas,Adrián Rivera-reyes,Derek S Green,Eryn Santamoor,Katherine Gilmore Richardson,Deja Lynn Alvarez,Willie Floyd Singletary,Justin Diberardinis,Ogbonna Paul Hagins,Fernando Treviño,Joseph A Diorio,Beth Finn,Asa Khalif,Billy Thompson,Erika Almirón,Sandra Dungee Glenn,Fareed Abdullah,Hena Veit,Edwin Santana,Mark Ross,Bobbie Curry,Ethelind Baylor,Latrice Y Bryant,Wayne Allen,Devon Cade,Vinny Black,Wayne Edmund Dorsey,Sherrie Cohen,All
Bobby Henon,8,98,80,71,67,50,53,51,52,25,19,18,15,16,15,13,13,13,14,13,12,12,8,8,5,9,4,6,5,3,0,All
Helen Gym,,6,38,36,36,21,20,21,25,18,13,15,6,6,5,8,8,12,8,7,8,5,3,4,5,5,1,3,4,0,0,All
Allan Domb,,,9,52,18,40,47,41,8,3,11,0,6,8,6,8,4,5,5,9,5,6,6,3,2,0,2,3,2,2,0,All
Isaiah Thomas,,,,0,11,46,30,29,7,2,9,2,3,3,2,11,2,9,5,8,5,4,4,3,6,3,1,5,2,2,0,All
Adrián Rivera-reyes,,,,,1,6,13,5,28,15,6,16,12,4,1,3,6,5,1,4,8,4,1,1,1,2,3,2,2,2,0,All
Derek S Green,,,,,,1,29,31,5,1,5,3,0,0,2,4,3,2,1,4,1,4,1,3,4,2,3,1,1,0,0,All
Eryn Santamoor,,,,,,,1,31,5,0,5,0,7,4,5,7,4,4,2,2,5,4,2,4,0,2,1,0,1,0,0,All
Katherine Gilmore Richardson,,,,,,,,0,8,0,7,0,5,5,9,4,3,4,8,2,2,2,3,3,3,5,1,1,3,1,0,All
Deja Lynn Alvarez,,,,,,,,,1,17,0,17,7,3,2,1,2,5,1,1,1,3,2,3,1,2,2,0,0,0,0,All
Willie Floyd Singletary,,,,,,,,,,1,1,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,All
Justin Diberardinis,,,,,,,,,,,0,0,1,2,2,2,1,2,3,2,1,1,2,0,3,2,0,0,1,0,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Fernando Treviño,,,,,,,,,,,,,0,6,2,1,3,2,3,0,3,2,1,0,1,2,2,0,0,1,0,All
Joseph A Diorio,,,,,,,,,,,,,,1,3,0,5,0,4,1,3,0,2,1,2,0,0,1,0,2,0,All
Beth Finn,,,,,,,,,,,,,,,1,1,1,2,6,0,1,1,1,0,1,2,0,0,1,1,0,All
Asa Khalif,,,,,,,,,,,,,,,,0,0,0,1,3,2,2,0,0,1,1,1,2,0,0,0,All
Billy Thompson,,,,,,,,,,,,,,,,,0,0,0,3,4,1,1,1,0,1,1,1,1,0,0,All
Erika Almirón,,,,,,,,,,,,,,,,,,0,2,1,1,3,1,1,1,2,1,0,1,0,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,,,0,2,1,2,0,1,2,2,0,0,1,2,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,1,0,2,0,0,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,1,1,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,1,0,1,0,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,3,0,0,0,0,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,2,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,229,119,107,85,78,66,66,64,58,29,23,22,21,21,19,17,17,17,17,16,14,13,11,10,10,10,8,6,6,5,0,All
,District Council 6th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
,Bobby Henon,Allan Domb,Isaiah Thomas,Helen Gym,Adrián Rivera-reyes,Eryn Santamoor,Deja Lynn Alvarez,Derek S Green,Katherine Gilmore Richardson,Willie Floyd Singletary,Fareed Abdullah,Fernando Treviño,Asa Khalif,Sandra Dungee Glenn,Billy Thompson,Devon Cade,Vinny Black,Beth Finn,Bobbie Curry,Erika Almirón,Justin Diberardinis,Ogbonna Paul Hagins,Wayne Edmund Dorsey,Ethelind Baylor,Joseph A Diorio,Latrice Y Bryant,Mark Ross,Wayne Allen,Edwin Santana,Hena Veit,Sherrie Cohen,17
Bobby Henon,2,20,16,13,17,13,14,10,10,7,6,4,3,3,3,3,2,1,0,1,1,2,1,0,1,1,0,0,0,0,0,17
Allan Domb,,1,13,6,8,13,3,9,10,2,3,1,2,2,2,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,17
Isaiah Thomas,,,0,7,6,9,3,8,7,0,3,2,4,3,2,2,1,1,1,0,0,1,2,1,0,1,1,0,0,0,0,17
Helen Gym,,,,2,7,4,4,1,3,5,3,3,2,2,2,1,2,0,1,2,1,1,0,0,1,1,1,0,0,0,0,17
Adrián Rivera-reyes,,,,,0,3,7,2,2,5,4,2,0,0,1,2,2,0,0,1,2,2,1,0,1,0,0,0,0,0,0,17
Eryn Santamoor,,,,,,0,1,8,10,0,1,1,2,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,17
Deja Lynn Alvarez,,,,,,,0,3,1,4,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17
Derek S Green,,,,,,,,0,6,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,17
Katherine Gilmore Richardson,,,,,,,,,0,0,0,2,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,17
Willie Floyd Singletary,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17
Fareed Abdullah,,,,,,,,,,,1,0,1,1,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17
Fernando Treviño,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,17
Asa Khalif,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Sandra Dungee Glenn,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,17
Billy Thompson,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17
Devon Cade,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,17
Vinny Black,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,17
Beth Finn,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17
Bobbie Curry,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Erika Almirón,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,17
Justin Diberardinis,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,17
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,17
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,17
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,17
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,17
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,17
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,17
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,17
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,17
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17
Total,46,24,21,19,18,15,14,14,13,8,7,5,4,4,3,3,3,2,2,2,2,2,2,1,1,1,1,1,0,0,0,17
,District Council 6th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
,Bobby Henon,Helen Gym,Allan Domb,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Eryn Santamoor,Deja Lynn Alvarez,Adrián Rivera-reyes,Justin Diberardinis,Beth Finn,Willie Floyd Singletary,Asa Khalif,Billy Thompson,Fernando Treviño,Ogbonna Paul Hagins,Sandra Dungee Glenn,Edwin Santana,Hena Veit,Joseph A Diorio,Latrice Y Bryant,Ethelind Baylor,Mark Ross,Vinny Black,Wayne Edmund Dorsey,Bobbie Curry,Devon Cade,Erika Almirón,Fareed Abdullah,Sherrie Cohen,Wayne Allen,21
Bobby Henon,2,18,16,11,11,9,9,6,5,4,4,3,3,1,2,2,3,2,1,1,2,0,1,1,1,0,0,0,0,0,0,21
Helen Gym,,2,6,6,5,4,2,3,3,3,2,3,2,0,0,2,3,1,1,1,2,1,0,1,0,0,0,0,0,0,0,21
Allan Domb,,,3,9,8,9,8,2,1,1,1,0,1,1,2,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,21
Isaiah Thomas,,,,0,5,8,6,2,0,1,1,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,21
