col_1,col_2,col_3,col_4,col_5,col_6,division
,Mayor - Democrat,,,District Council 2nd District - Democrat,,All
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Kenyatta Johnson,Lauren Vidas,All
Jim Kenney,143,0,0,566,522,All
Anthony Hardy Williams,,78,0,290,142,All
Alan Butkovitz,,,103,159,242,All
Kenyatta Johnson,,,,88,0,All
Lauren Vidas,,,,,41,All
Total,"1,231",510,504,"1,103",947,All
,District Council 2nd District - Democrat,,Mayor - Democrat,,,1
,Kenyatta Johnson,Lauren Vidas,Jim Kenney,Alan Butkovitz,Anthony Hardy Williams,1
Kenyatta Johnson,6,0,16,6,14,1
Lauren Vidas,,1,10,18,3,1
Jim Kenney,,,5,0,0,1
Alan Butkovitz,,,,6,0,1
Anthony Hardy Williams,,,,,0,1
Total,42,32,31,30,17,1
,Mayor - Democrat,,,District Council 2nd District - Democrat,,2
,Jim Kenney,Alan Butkovitz,Anthony Hardy Williams,Lauren Vidas,Kenyatta Johnson,2
Jim Kenney,10,0,0,24,24,2
Alan Butkovitz,,8,0,17,7,2
Anthony Hardy Williams,,,2,3,10,2
Lauren Vidas,,,,2,0,2
Kenyatta Johnson,,,,,3,2
Total,58,32,15,46,44,2
,District Council 2nd District - Democrat,,Mayor - Democrat,,,3
,Lauren Vidas,Kenyatta Johnson,Alan Butkovitz,Jim Kenney,Anthony Hardy Williams,3
Lauren Vidas,3,0,16,15,11,3
Kenyatta Johnson,,1,5,11,12,3
Alan Butkovitz,,,8,0,0,3
Jim Kenney,,,,3,0,3
Anthony Hardy Williams,,,,,4,3
Total,45,29,29,29,27,3
,District Council 2nd District - Democrat,,Mayor - Democrat,,,4
,Kenyatta Johnson,Lauren Vidas,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,4
Kenyatta Johnson,5,0,14,10,5,4
Lauren Vidas,,1,10,4,7,4
Jim Kenney,,,7,0,0,4
Anthony Hardy Williams,,,,5,0,4
Alan Butkovitz,,,,,5,4
Total,34,22,31,19,17,4
,District Council 2nd District - Democrat,,Mayor - Democrat,,,5
