col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,division
,District Council 9th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Cherelle L Parker,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Adrián Rivera-reyes,Katherine Gilmore Richardson,Deja Lynn Alvarez,Willie Floyd Singletary,Ogbonna Paul Hagins,Fareed Abdullah,Erika Almirón,Eryn Santamoor,Sandra Dungee Glenn,Latrice Y Bryant,Fernando Treviño,Beth Finn,Asa Khalif,Wayne Allen,Justin Diberardinis,Billy Thompson,Edwin Santana,Hena Veit,Joseph A Diorio,Ethelind Baylor,Vinny Black,Bobbie Curry,Mark Ross,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,All
Cherelle L Parker,40,202,203,183,187,137,137,98,86,68,45,33,38,38,34,29,30,30,25,21,23,21,22,20,13,13,13,12,7,9,0,All
Helen Gym,,7,69,75,77,70,52,50,46,52,13,24,22,20,12,11,12,12,5,18,12,5,13,7,8,3,4,4,5,2,0,All
Isaiah Thomas,,,11,138,153,23,106,17,15,3,25,17,7,23,17,7,10,16,9,9,9,3,9,8,8,2,2,3,7,2,0,All
Allan Domb,,,,10,150,22,99,11,14,5,20,6,12,12,9,6,7,13,6,13,3,8,4,7,2,4,3,2,6,4,0,All
Derek S Green,,,,,3,18,104,13,12,2,24,9,8,15,11,5,6,14,5,16,8,9,3,5,3,1,2,2,2,4,0,All
Adrián Rivera-reyes,,,,,,1,13,60,48,40,7,12,16,8,5,21,9,4,6,6,4,12,8,5,1,3,5,2,0,1,0,All
Katherine Gilmore Richardson,,,,,,,0,8,6,2,9,9,13,11,8,2,8,8,3,6,4,1,9,4,2,3,4,3,4,2,0,All
Deja Lynn Alvarez,,,,,,,,4,45,39,4,8,6,3,7,18,5,2,6,2,3,8,6,2,1,1,2,2,2,1,0,All
Willie Floyd Singletary,,,,,,,,,2,37,7,1,6,1,6,5,5,1,6,0,7,1,0,5,2,3,1,2,0,1,0,All
Ogbonna Paul Hagins,,,,,,,,,,5,1,2,6,3,3,6,2,1,1,0,1,2,3,3,1,1,2,0,0,1,0,All
Fareed Abdullah,,,,,,,,,,,0,3,2,2,9,1,3,13,4,1,2,2,1,4,3,2,4,2,2,2,0,All
Erika Almirón,,,,,,,,,,,,0,5,9,3,4,4,4,2,4,3,6,4,2,5,2,0,3,1,0,0,All
Eryn Santamoor,,,,,,,,,,,,,0,5,5,3,6,0,2,8,1,2,6,2,1,3,5,5,1,3,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,0,7,4,2,4,6,2,5,2,3,4,2,2,0,1,0,1,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,0,4,2,5,5,1,4,2,1,2,2,3,3,4,2,0,0,All
Fernando Treviño,,,,,,,,,,,,,,,,0,3,0,1,1,5,8,1,2,1,1,1,0,0,0,0,All
Beth Finn,,,,,,,,,,,,,,,,,0,2,4,1,2,4,5,1,2,1,5,1,1,2,1,All
Asa Khalif,,,,,,,,,,,,,,,,,,1,2,2,1,1,2,2,1,2,2,0,1,1,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,2,0,3,2,3,4,1,3,2,0,2,2,0,All
Justin Diberardinis,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,2,1,1,0,0,0,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,,1,0,1,4,0,0,0,1,2,0,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,0,0,0,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,1,0,1,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,2,2,1,1,1,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0,0,0,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,0,0,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,1,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,564,238,237,216,214,154,153,113,96,81,45,44,44,43,38,35,33,32,30,29,27,25,24,23,16,16,15,13,10,9,1,All
,District Council 9th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
,Cherelle L Parker,Helen Gym,Adrián Rivera-reyes,Isaiah Thomas,Deja Lynn Alvarez,Derek S Green,Willie Floyd Singletary,Ogbonna Paul Hagins,Allan Domb,Fareed Abdullah,Katherine Gilmore Richardson,Asa Khalif,Fernando Treviño,Beth Finn,Billy Thompson,Sandra Dungee Glenn,Wayne Allen,Edwin Santana,Erika Almirón,Hena Veit,Justin Diberardinis,Ethelind Baylor,Joseph A Diorio,Latrice Y Bryant,Vinny Black,Wayne Edmund Dorsey,Bobbie Curry,Devon Cade,Eryn Santamoor,Mark Ross,Sherrie Cohen,12
Cherelle L Parker,3,17,15,14,14,14,14,11,6,5,4,4,3,3,3,3,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,12
Helen Gym,,0,10,1,8,3,9,9,0,1,2,1,1,1,1,1,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,12
Adrián Rivera-reyes,,,0,3,8,3,9,7,0,2,0,1,2,1,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,12
Isaiah Thomas,,,,2,3,10,1,1,5,3,4,3,1,2,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,12
Deja Lynn Alvarez,,,,,0,4,7,6,0,0,1,2,3,1,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,12
Derek S Green,,,,,,0,2,0,6,4,3,2,1,1,1,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,12
Willie Floyd Singletary,,,,,,,0,7,2,2,0,0,2,0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12
Ogbonna Paul Hagins,,,,,,,,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12
