col_1,col_2,col_3,col_4,col_5,col_6,division
,District Council 3rd District - Democrat,,Register Of Wills - Democrat,,,All
,Jamie Gauthier,Jannie L Blackwell,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,All
Jamie Gauthier,788,0,"1,824",523,342,All
Jannie L Blackwell,,402,723,373,164,All
Tracey Gordon,,,111,0,0,All
Ronald R Donatucci,,,,37,0,All
Jacque P Whaumbush,,,,,13,All
Total,"3,477","1,662","2,658",933,519,All
,District Council 3rd District - Democrat,,Register Of Wills - Democrat,,,1
,Jamie Gauthier,Jannie L Blackwell,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,1
Jamie Gauthier,55,0,165,28,26,1
Jannie L Blackwell,,4,25,7,3,1
Tracey Gordon,,,11,0,0,1
Ronald R Donatucci,,,,2,0,1
Jacque P Whaumbush,,,,,0,1
Total,274,39,201,37,29,1
,District Council 3rd District - Democrat,,Register Of Wills - Democrat,,,2
,Jamie Gauthier,Jannie L Blackwell,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,2
Jamie Gauthier,53,0,92,25,22,2
Jannie L Blackwell,,12,28,13,9,2
Tracey Gordon,,,5,0,0,2
Ronald R Donatucci,,,,1,0,2
Jacque P Whaumbush,,,,,0,2
Total,192,62,125,39,31,2
,District Council 3rd District - Democrat,,Register Of Wills - Democrat,,,3
,Jamie Gauthier,Jannie L Blackwell,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,3
Jamie Gauthier,37,0,98,15,17,3
Jannie L Blackwell,,16,48,11,7,3
Tracey Gordon,,,5,0,0,3
Ronald R Donatucci,,,,1,0,3
Jacque P Whaumbush,,,,,0,3
Total,167,82,151,27,24,3
,District Council 3rd District - Democrat,,Register Of Wills - Democrat,,,4
,Jamie Gauthier,Jannie L Blackwell,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,4
Jamie Gauthier,20,0,36,12,9,4
Jannie L Blackwell,,23,20,10,4,4
Tracey Gordon,,,3,0,0,4
Ronald R Donatucci,,,,3,0,4
Jacque P Whaumbush,,,,,0,4
Total,77,57,59,25,13,4
,District Council 3rd District - Democrat,,Register Of Wills - Democrat,,,5
,Jannie L Blackwell,Jamie Gauthier,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,5
Jannie L Blackwell,25,0,35,29,9,5
Jamie Gauthier,,9,28,17,11,5
Tracey Gordon,,,3,0,0,5
Ronald R Donatucci,,,,2,0,5
Jacque P Whaumbush,,,,,2,5
Total,98,65,66,48,22,5
,District Council 3rd District - Democrat,,Register Of Wills - Democrat,,,6
,Jannie L Blackwell,Jamie Gauthier,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,6
Jannie L Blackwell,26,0,23,32,11,6
Jamie Gauthier,,15,26,11,12,6
Tracey Gordon,,,2,0,0,6
Ronald R Donatucci,,,,7,0,6
Jacque P Whaumbush,,,,,0,6
Total,92,64,51,50,23,6
,District Council 3rd District - Democrat,,Register Of Wills - Democrat,,,7
,Jamie Gauthier,Jannie L Blackwell,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,7
Jamie Gauthier,21,0,87,24,21,7
Jannie L Blackwell,,6,38,9,7,7
Tracey Gordon,,,7,0,0,7
Ronald R Donatucci,,,,3,0,7
Jacque P Whaumbush,,,,,0,7
Total,153,60,132,36,28,7
,District Council 3rd District - Democrat,,Register Of Wills - Democrat,,,8
,Jamie Gauthier,Jannie L Blackwell,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,8
Jamie Gauthier,78,0,121,30,16,8
Jannie L Blackwell,,9,17,9,9,8
Tracey Gordon,,,5,0,0,8
Ronald R Donatucci,,,,1,0,8
Jacque P Whaumbush,,,,,0,8
Total,245,44,143,40,25,8
,District Council 3rd District - Democrat,,Register Of Wills - Democrat,,,9
,Jamie Gauthier,Jannie L Blackwell,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,9
Jamie Gauthier,51,0,88,21,19,9
Jannie L Blackwell,,12,32,15,4,9
Tracey Gordon,,,6,0,0,9
Ronald R Donatucci,,,,0,0,9
Jacque P Whaumbush,,,,,0,9
Total,179,63,126,36,23,9
,District Council 3rd District - Democrat,,Register Of Wills - Democrat,,,10
,Jamie Gauthier,Jannie L Blackwell,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,10
Jamie Gauthier,34,0,74,19,9,10
Jannie L Blackwell,,20,33,19,8,10
Tracey Gordon,,,14,0,0,10
Ronald R Donatucci,,,,3,0,10
Jacque P Whaumbush,,,,,0,10
Total,136,80,121,41,17,10
,Register Of Wills - Democrat,,,District Council 3rd District - Democrat,,11
,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,Jannie L Blackwell,Jamie Gauthier,11
Tracey Gordon,8,0,0,56,49,11
Ronald R Donatucci,,1,0,16,16,11
Jacque P Whaumbush,,,0,7,13,11
Jannie L Blackwell,,,,27,0,11
Jamie Gauthier,,,,,18,11
Total,113,33,20,106,96,11
,District Council 3rd District - Democrat,,Register Of Wills - Democrat,,,12
,Jannie L Blackwell,Jamie Gauthier,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,12
Jannie L Blackwell,30,0,41,15,12,12
Jamie Gauthier,,12,38,12,11,12
Tracey Gordon,,,5,0,0,12
Ronald R Donatucci,,,,1,0,12
Jacque P Whaumbush,,,,,0,12
Total,98,73,84,28,23,12
,District Council 3rd District - Democrat,,Register Of Wills - Democrat,,,13
,Jannie L Blackwell,Jamie Gauthier,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,13
Jannie L Blackwell,27,0,52,26,7,13
Jamie Gauthier,,13,54,7,4,13
Tracey Gordon,,,0,0,0,13
Ronald R Donatucci,,,,1,0,13
Jacque P Whaumbush,,,,,0,13
Total,112,78,106,34,11,13
,District Council 3rd District - Democrat,,Register Of Wills - Democrat,,,14
,Jannie L Blackwell,Jamie Gauthier,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,14
Jannie L Blackwell,19,0,33,16,4,14
Jamie Gauthier,,10,16,8,5,14
Tracey Gordon,,,2,0,0,14
Ronald R Donatucci,,,,2,0,14
Jacque P Whaumbush,,,,,2,14
Total,72,39,51,26,11,14
,District Council 3rd District - Democrat,,Register Of Wills - Democrat,,,15
,Jannie L Blackwell,Jamie Gauthier,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,15
Jannie L Blackwell,33,0,29,18,9,15
Jamie Gauthier,,12,22,13,10,15
Tracey Gordon,,,3,0,0,15
Ronald R Donatucci,,,,0,0,15
Jacque P Whaumbush,,,,,2,15
Total,89,57,54,31,21,15
,District Council 3rd District - Democrat,,Register Of Wills - Democrat,,,16
,Jamie Gauthier,Jannie L Blackwell,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,16
Jamie Gauthier,67,0,133,36,20,16
Jannie L Blackwell,,7,23,10,5,16
Tracey Gordon,,,4,0,0,16
Ronald R Donatucci,,,,1,0,16
Jacque P Whaumbush,,,,,0,16
Total,256,45,160,47,25,16
,District Council 3rd District - Democrat,,Register Of Wills - Democrat,,,17
,Jamie Gauthier,Jannie L Blackwell,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,17
Jamie Gauthier,71,0,159,90,22,17
Jannie L Blackwell,,8,29,17,5,17
Tracey Gordon,,,7,0,0,17
Ronald R Donatucci,,,,3,0,17
Jacque P Whaumbush,,,,,1,17
Total,342,59,195,110,28,17
,District Council 3rd District - Democrat,,Register Of Wills - Democrat,,,18
,Jamie Gauthier,Jannie L Blackwell,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,18
Jamie Gauthier,49,0,83,24,15,18
Jannie L Blackwell,,22,21,19,4,18
Tracey Gordon,,,8,0,0,18
Ronald R Donatucci,,,,1,0,18
Jacque P Whaumbush,,,,,2,18
Total,171,66,112,44,21,18
,District Council 3rd District - Democrat,,Register Of Wills - Democrat,,,19
,Jamie Gauthier,Jannie L Blackwell,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,19
Jamie Gauthier,50,0,204,37,25,19
Jannie L Blackwell,,8,29,9,5,19
Tracey Gordon,,,2,0,0,19
Ronald R Donatucci,,,,1,0,19
Jacque P Whaumbush,,,,,1,19
Total,316,51,235,47,31,19
,District Council 3rd District - Democrat,,Register Of Wills - Democrat,,,20
,Jannie L Blackwell,Jamie Gauthier,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,20
Jannie L Blackwell,20,0,31,18,15,20
Jamie Gauthier,,10,26,9,8,20
Tracey Gordon,,,2,0,0,20
Ronald R Donatucci,,,,1,0,20
Jacque P Whaumbush,,,,,2,20
Total,84,53,59,28,25,20
,District Council 3rd District - Democrat,,Register Of Wills - Democrat,,,21
,Jannie L Blackwell,Jamie Gauthier,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,21
Jannie L Blackwell,25,0,27,26,3,21
Jamie Gauthier,,9,18,8,5,21
Tracey Gordon,,,2,0,0,21
Ronald R Donatucci,,,,1,0,21
Jacque P Whaumbush,,,,,1,21
Total,81,40,47,35,9,21
,District Council 3rd District - Democrat,,Register Of Wills - Democrat,,,22
,Jamie Gauthier,Jannie L Blackwell,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,22
Jamie Gauthier,37,0,95,25,17,22
Jannie L Blackwell,,19,36,19,9,22
Tracey Gordon,,,4,0,0,22
Ronald R Donatucci,,,,0,0,22
Jacque P Whaumbush,,,,,0,22
Total,174,83,135,44,26,22
,District Council 3rd District - Democrat,,Register Of Wills - Democrat,,,23
,Jamie Gauthier,Jannie L Blackwell,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,23
Jamie Gauthier,57,0,112,36,25,23
Jannie L Blackwell,,4,17,10,8,23
Tracey Gordon,,,3,0,0,23
Ronald R Donatucci,,,,1,0,23
Jacque P Whaumbush,,,,,0,23
Total,230,39,132,47,33,23
