col_1,col_2,division
,District Council 6th District - Republican,All
,Pete Smith,All
Pete Smith,55,All
Total,55,All
,District Council 6th District - Republican,17
,Pete Smith,17
Pete Smith,12,17
Total,12,17
,District Council 6th District - Republican,21
,Pete Smith,21
Pete Smith,7,21
Total,7,21
,District Council 6th District - Republican,22
,Pete Smith,22
Pete Smith,6,22
Total,6,22
,District Council 6th District - Republican,24
,Pete Smith,24
Pete Smith,7,24
Total,7,24
,District Council 6th District - Republican,25
,Pete Smith,25
Pete Smith,15,25
Total,15,25
,District Council 6th District - Republican,26
,Pete Smith,26
Pete Smith,8,26
Total,8,26
