col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Helen Gym,Eryn Santamoor,Allan Domb,Justin Diberardinis,Derek S Green,Adrián Rivera-reyes,Erika Almirón,Isaiah Thomas,Katherine Gilmore Richardson,Deja Lynn Alvarez,Beth Finn,Fernando Treviño,Sandra Dungee Glenn,Ethelind Baylor,Ogbonna Paul Hagins,Asa Khalif,Willie Floyd Singletary,Fareed Abdullah,Billy Thompson,Latrice Y Bryant,Hena Veit,Joseph A Diorio,Wayne Allen,Vinny Black,Edwin Santana,Mark Ross,Bobbie Curry,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Kahlil Williams,Jen Devor,Lisa Deeley,Omar Sabir,Marwan Kreidie,Luigi Borda,Annette Thompson,Carla Cain,Moira Bohannon,Dennis Lee,Robin Trent,Warren Bloom,Lewis Harris Jr,All
Helen Gym,28,"1,474","1,237","1,426","1,269",560,667,463,407,298,248,195,159,170,121,94,60,56,44,48,49,16,19,14,23,15,16,8,9,0,"1,629","1,375",388,256,245,164,125,109,87,45,45,23,29,All
Eryn Santamoor,,4,"1,122","1,145","1,074",286,298,187,264,119,169,166,71,42,33,42,15,23,18,18,20,11,7,5,7,5,7,6,4,0,"1,295","1,145",232,65,117,107,76,60,52,19,29,17,17,All
Allan Domb,,,33,949,"1,101",179,109,239,195,92,124,74,84,20,42,36,25,35,34,19,19,30,21,13,12,17,8,11,10,0,"1,092",904,267,147,85,94,77,46,28,36,18,42,22,All
Justin Diberardinis,,,,10,"1,001",284,362,312,153,121,96,76,37,105,36,29,7,9,7,12,10,14,7,7,5,4,3,3,4,0,"1,241","1,085",191,69,112,103,48,38,50,21,21,15,14,All
Derek S Green,,,,,5,134,173,296,228,84,97,62,64,39,46,39,14,30,22,21,9,9,13,7,9,5,6,5,3,0,"1,162",922,220,143,100,79,49,35,33,30,25,11,24,All
Adrián Rivera-reyes,,,,,,14,209,136,97,213,103,78,32,44,84,54,57,26,30,29,17,13,8,13,14,8,7,8,4,0,355,282,154,107,164,67,58,40,46,15,23,15,7,All
Erika Almirón,,,,,,,0,234,176,137,116,100,63,125,25,41,3,18,9,23,18,3,4,4,2,7,7,0,2,0,454,414,113,57,86,67,55,57,50,9,27,4,7,All
Isaiah Thomas,,,,,,,,0,137,45,49,32,60,108,33,38,13,38,28,13,8,11,11,6,8,6,5,11,3,0,401,223,149,145,72,47,42,25,29,27,12,11,13,All
