col_1,col_2,col_3,division
,Judge Of The Court Of Common Pleas - Republican,District Council 1st District - Republican,All
,Beth Grossman,Daniel Orsino,All
Beth Grossman,33,119,All
Daniel Orsino,,8,All
Total,152,127,All
,Judge Of The Court Of Common Pleas - Republican,District Council 1st District - Republican,7
,Beth Grossman,Daniel Orsino,7
Beth Grossman,2,20,7
Daniel Orsino,,0,7
Total,22,20,7
,Judge Of The Court Of Common Pleas - Republican,District Council 1st District - Republican,8
,Beth Grossman,Daniel Orsino,8
Beth Grossman,1,6,8
Daniel Orsino,,0,8
Total,7,6,8
,Judge Of The Court Of Common Pleas - Republican,District Council 1st District - Republican,9
,Beth Grossman,Daniel Orsino,9
Beth Grossman,0,2,9
Daniel Orsino,,0,9
Total,2,2,9
,District Council 1st District - Republican,Judge Of The Court Of Common Pleas - Republican,11
,Daniel Orsino,Beth Grossman,11
Daniel Orsino,1,6,11
Beth Grossman,,0,11
Total,7,6,11
,Judge Of The Court Of Common Pleas - Republican,District Council 1st District - Republican,13
,Beth Grossman,Daniel Orsino,13
Beth Grossman,0,5,13
Daniel Orsino,,0,13
Total,5,5,13
,Judge Of The Court Of Common Pleas - Republican,District Council 1st District - Republican,14
,Beth Grossman,Daniel Orsino,14
Beth Grossman,1,3,14
Daniel Orsino,,0,14
Total,4,3,14
,Judge Of The Court Of Common Pleas - Republican,District Council 1st District - Republican,16
,Beth Grossman,Daniel Orsino,16
Beth Grossman,2,5,16
Daniel Orsino,,0,16
Total,7,5,16
,Judge Of The Court Of Common Pleas - Republican,District Council 1st District - Republican,17
,Beth Grossman,Daniel Orsino,17
Beth Grossman,1,1,17
Daniel Orsino,,0,17
Total,2,1,17
,Judge Of The Court Of Common Pleas - Republican,District Council 1st District - Republican,18
,Beth Grossman,Daniel Orsino,18
Beth Grossman,2,5,18
Daniel Orsino,,0,18
Total,7,5,18
,Judge Of The Court Of Common Pleas - Republican,District Council 1st District - Republican,19
,Beth Grossman,Daniel Orsino,19
Beth Grossman,3,2,19
Daniel Orsino,,0,19
Total,5,2,19
,Judge Of The Court Of Common Pleas - Republican,District Council 1st District - Republican,21
,Beth Grossman,Daniel Orsino,21
Beth Grossman,2,5,21
Daniel Orsino,,0,21
Total,7,5,21
,Judge Of The Court Of Common Pleas - Republican,District Council 1st District - Republican,22
,Beth Grossman,Daniel Orsino,22
Beth Grossman,6,14,22
Daniel Orsino,,3,22
Total,20,17,22
,Judge Of The Court Of Common Pleas - Republican,District Council 1st District - Republican,24
,Beth Grossman,Daniel Orsino,24
Beth Grossman,13,45,24
Daniel Orsino,,4,24
Total,58,49,24
