col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Lisa Deeley,Omar Sabir,Kahlil Williams,Marwan Kreidie,Annette Thompson,Dennis Lee,Carla Cain,Warren Bloom,Luigi Borda,Jen Devor,Robin Trent,Lewis Harris Jr,Moira Bohannon,Jennifer Schultz,Joshua Roberts,Craig Levin,Beth Grossman,James C Crumlish,Carmella Jacquinto,Wendi Barish,Anthony Kyriakakis,Jon Marshall,Cateria R Mccabe,Tiffany Palmer,Leon Goodman,Nicola Serianni,Vicki Markovitz,Terri M Booker,Kay Yu,Kendra Mccrae,Laurie Dow,Chris Hall,Sherman Toppin,James F Berardinelli,Henry Mcgregor Sias,Janine D Momasso,Robert Trimble,Gregory Weyer,All
Lisa Deeley,23,75,25,24,30,13,18,10,11,7,10,3,5,157,123,84,109,110,108,67,103,45,97,49,53,50,57,34,53,34,36,20,27,32,30,16,12,15,All
Omar Sabir,,25,36,46,7,11,8,3,0,1,1,5,1,99,118,79,35,54,52,36,46,77,44,39,44,52,18,40,24,34,22,14,40,8,31,23,14,9,All
Kahlil Williams,,,4,6,10,7,0,6,4,10,4,1,4,49,30,31,38,29,23,35,30,23,18,60,34,21,17,36,21,31,19,23,16,13,6,11,10,4,All
Marwan Kreidie,,,,4,4,3,1,3,4,2,1,1,1,75,57,54,19,26,11,21,8,52,15,14,18,26,12,13,9,10,8,6,4,3,10,5,6,3,All
Annette Thompson,,,,,0,3,8,6,2,0,4,2,2,45,17,19,35,13,22,25,7,12,14,29,14,25,19,25,16,27,23,14,8,5,6,11,7,5,All
Dennis Lee,,,,,,1,0,2,4,1,3,2,3,18,15,20,14,20,16,15,15,10,15,11,20,9,11,10,12,11,10,10,9,5,1,9,7,2,All
Carla Cain,,,,,,,0,0,1,4,1,0,0,22,10,7,18,4,11,15,7,9,12,9,9,12,14,6,16,9,8,4,5,6,1,5,2,2,All
Warren Bloom,,,,,,,,0,2,3,2,1,1,17,10,23,22,10,1,13,2,7,1,5,12,5,17,6,3,2,6,5,3,8,2,2,6,3,All
