col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,District Council 4th District - Democrat,,Sheriff - Democrat,,,,All
,Curtis Jones Jr,Ron Adams,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,All
Curtis Jones Jr,394,0,678,470,471,67,All
Ron Adams,,88,103,255,128,28,All
Jewell Williams,,,101,0,0,0,All
Rochelle Bilal,,,,71,0,0,All
Malika Rahman,,,,,31,0,All
Larry King Sr,,,,,,4,All
Total,"2,080",602,882,796,630,99,All
,District Council 4th District - Democrat,,Sheriff - Democrat,,,,1
,Curtis Jones Jr,Ron Adams,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,1
Curtis Jones Jr,15,0,23,23,16,4,1
Ron Adams,,3,10,2,6,2,1
Rochelle Bilal,,,0,0,0,0,1
Jewell Williams,,,,5,0,0,1
Malika Rahman,,,,,3,0,1
Larry King Sr,,,,,,0,1
Total,81,23,33,30,25,6,1
,District Council 4th District - Democrat,,Sheriff - Democrat,,,,2
,Curtis Jones Jr,Ron Adams,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,2
Curtis Jones Jr,21,0,20,25,29,6,2
Ron Adams,,8,20,5,2,1,2
Rochelle Bilal,,,1,0,0,0,2
Jewell Williams,,,,5,0,0,2
Malika Rahman,,,,,0,0,2
Larry King Sr,,,,,,1,2
Total,101,36,41,35,31,8,2
,District Council 4th District - Democrat,,Sheriff - Democrat,,,,3
,Curtis Jones Jr,Ron Adams,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,3
Curtis Jones Jr,32,0,34,22,23,3,3
Ron Adams,,6,6,8,7,0,3
Jewell Williams,,,2,0,0,0,3
Rochelle Bilal,,,,7,0,0,3
Malika Rahman,,,,,2,0,3
Larry King Sr,,,,,,0,3
Total,114,27,42,37,32,3,3
,District Council 4th District - Democrat,,Sheriff - Democrat,,,,4
,Curtis Jones Jr,Ron Adams,Malika Rahman,Rochelle Bilal,Jewell Williams,Larry King Sr,4
Curtis Jones Jr,7,0,24,10,15,3,4
Ron Adams,,1,10,10,3,1,4
Malika Rahman,,,1,0,0,0,4
Rochelle Bilal,,,,2,0,0,4
Jewell Williams,,,,,2,0,4
Larry King Sr,,,,,,0,4
Total,59,25,35,22,20,4,4
,District Council 4th District - Democrat,,Sheriff - Democrat,,,,5
,Curtis Jones Jr,Ron Adams,Jewell Williams,Malika Rahman,Rochelle Bilal,Larry King Sr,5
Curtis Jones Jr,19,0,34,34,18,2,5
Ron Adams,,7,8,5,13,2,5
Jewell Williams,,,2,0,0,0,5
Malika Rahman,,,,1,0,0,5
Rochelle Bilal,,,,,2,0,5
Larry King Sr,,,,,,0,5
Total,107,35,44,40,33,4,5
,District Council 4th District - Democrat,,Sheriff - Democrat,,,,6
,Curtis Jones Jr,Ron Adams,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,6
Curtis Jones Jr,20,0,41,18,17,2,6
Ron Adams,,1,2,13,3,0,6
Jewell Williams,,,4,0,0,0,6
Rochelle Bilal,,,,2,0,0,6
Malika Rahman,,,,,0,0,6
Larry King Sr,,,,,,0,6
Total,98,19,47,33,20,2,6
