col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Council At Large - Republican,,,,,,,Judge Of The Superior Court - Republican,,,All
,Matt Wolfe,Al Taubenberger,Bill Heeney,Dan Tinney,David Oh,Drew Murray,Irina M Goldstein,Megan Mccarthy King,Rebecca Warren,Christylee Peck,All
Matt Wolfe,0,8,5,5,4,2,1,6,6,7,All
Al Taubenberger,,0,5,5,4,2,1,5,6,5,All
Bill Heeney,,,0,4,4,3,1,4,4,3,All
Dan Tinney,,,,1,4,2,2,4,4,2,All
David Oh,,,,,0,2,2,3,3,3,All
Drew Murray,,,,,,0,1,2,2,1,All
Irina M Goldstein,,,,,,,0,1,1,1,All
Megan Mccarthy King,,,,,,,,0,2,3,All
Rebecca Warren,,,,,,,,,0,3,All
Christylee Peck,,,,,,,,,,0,All
Total,11,9,7,7,6,3,2,8,8,7,All
,Council At Large - Republican,,,,,,,Judge Of The Superior Court - Republican,,,1
,Matt Wolfe,Al Taubenberger,David Oh,Bill Heeney,Dan Tinney,Irina M Goldstein,Drew Murray,Megan Mccarthy King,Christylee Peck,Rebecca Warren,1
Matt Wolfe,0,3,2,2,2,1,0,3,4,1,1
Al Taubenberger,,0,2,2,2,1,0,2,3,2,1
David Oh,,,0,2,3,2,1,3,2,1,1
Bill Heeney,,,,0,2,1,1,3,2,0,1
Dan Tinney,,,,,0,2,1,2,2,1,1
Irina M Goldstein,,,,,,0,1,1,1,1,1
Drew Murray,,,,,,,0,1,0,0,1
Megan Mccarthy King,,,,,,,,0,2,0,1
Christylee Peck,,,,,,,,,0,1,1
Rebecca Warren,,,,,,,,,,0,1
Total,5,4,4,3,3,2,1,5,4,2,1
,Judge Of The Superior Court - Republican,,,Council At Large - Republican,,,,,,,3
,Christylee Peck,Rebecca Warren,Megan Mccarthy King,Matt Wolfe,Al Taubenberger,Bill Heeney,Dan Tinney,David Oh,Drew Murray,Irina M Goldstein,3
Christylee Peck,0,1,0,1,0,0,0,0,0,0,3
Rebecca Warren,,0,0,1,0,0,0,0,0,0,3
Megan Mccarthy King,,,0,0,0,0,0,0,0,0,3
Matt Wolfe,,,,0,0,0,0,0,0,0,3
Al Taubenberger,,,,,0,0,0,0,0,0,3
Bill Heeney,,,,,,0,0,0,0,0,3
Dan Tinney,,,,,,,0,0,0,0,3
David Oh,,,,,,,,0,0,0,3
Drew Murray,,,,,,,,,0,0,3
Irina M Goldstein,,,,,,,,,,0,3
Total,1,1,0,1,0,0,0,0,0,0,3
,Council At Large - Republican,,,,,,,Judge Of The Superior Court - Republican,,,9
,Bill Heeney,Dan Tinney,Al Taubenberger,David Oh,Drew Murray,Irina M Goldstein,Matt Wolfe,Rebecca Warren,Christylee Peck,Megan Mccarthy King,9
Bill Heeney,0,0,0,0,0,0,0,1,0,0,9
Dan Tinney,,1,0,0,0,0,0,0,0,0,9
Al Taubenberger,,,0,0,0,0,0,0,0,0,9
David Oh,,,,0,0,0,0,0,0,0,9
Drew Murray,,,,,0,0,0,0,0,0,9
Irina M Goldstein,,,,,,0,0,0,0,0,9
Matt Wolfe,,,,,,,0,0,0,0,9
Rebecca Warren,,,,,,,,0,0,0,9
Christylee Peck,,,,,,,,,0,0,9
Megan Mccarthy King,,,,,,,,,,0,9
Total,1,1,0,0,0,0,0,1,0,0,9
,Council At Large - Republican,,,,,,,Judge Of The Superior Court - Republican,,,10
,Al Taubenberger,Matt Wolfe,Bill Heeney,Dan Tinney,David Oh,Drew Murray,Irina M Goldstein,Rebecca Warren,Megan Mccarthy King,Christylee Peck,10
Al Taubenberger,0,5,3,3,2,2,0,4,3,2,10
Matt Wolfe,,0,3,3,2,2,0,4,3,2,10
Bill Heeney,,,0,2,2,2,0,3,1,1,10
Dan Tinney,,,,0,1,1,0,3,2,0,10
David Oh,,,,,0,1,0,2,0,1,10
Drew Murray,,,,,,0,0,2,1,1,10
Irina M Goldstein,,,,,,,0,0,0,0,10
Rebecca Warren,,,,,,,,0,2,1,10
Megan Mccarthy King,,,,,,,,,0,1,10
Christylee Peck,,,,,,,,,,0,10
Total,5,5,3,3,2,2,0,4,3,2,10
