col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Eryn Santamoor,Vinny Black,Justin Diberardinis,Adrián Rivera-reyes,Deja Lynn Alvarez,Beth Finn,Erika Almirón,Joseph A Diorio,Sandra Dungee Glenn,Fernando Treviño,Billy Thompson,Willie Floyd Singletary,Ogbonna Paul Hagins,Hena Veit,Bobbie Curry,Mark Ross,Edwin Santana,Ethelind Baylor,Latrice Y Bryant,Asa Khalif,Wayne Allen,Fareed Abdullah,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,Lisa Deeley,Omar Sabir,Kahlil Williams,Marwan Kreidie,Annette Thompson,Jen Devor,Luigi Borda,Carla Cain,Moira Bohannon,Dennis Lee,Warren Bloom,Robin Trent,Lewis Harris Jr,All
Helen Gym,20,413,458,379,393,283,248,254,175,134,148,187,64,91,86,44,65,72,56,29,28,24,34,19,16,17,19,11,12,0,659,406,171,116,107,125,91,64,79,47,43,40,16,All
Allan Domb,,34,165,202,165,246,121,205,70,45,102,42,88,64,42,42,17,11,29,32,34,23,10,9,16,14,14,16,15,1,392,146,110,65,76,63,68,52,36,56,55,39,22,All
Katherine Gilmore Richardson,,,1,297,291,159,172,112,36,40,81,104,32,67,57,34,6,3,21,15,17,13,9,14,9,5,10,4,0,0,362,258,89,25,71,75,43,40,52,16,13,22,10,All
Derek S Green,,,,3,308,88,183,121,34,24,30,45,23,21,12,25,4,1,2,12,10,7,14,8,7,5,13,5,2,1,319,255,78,28,29,36,40,19,35,19,11,12,11,All
Isaiah Thomas,,,,,3,72,187,103,34,34,29,74,27,23,12,21,11,8,6,5,13,6,20,13,16,7,20,7,6,0,298,289,73,28,30,31,43,19,41,14,15,14,11,All
Eryn Santamoor,,,,,,1,49,132,62,42,75,96,27,38,71,19,8,6,31,16,22,17,3,10,9,6,7,5,6,0,218,70,109,37,62,96,33,26,27,27,29,22,12,All
Vinny Black,,,,,,,20,60,27,24,36,17,39,17,12,30,13,5,9,12,18,5,7,5,11,8,4,6,13,0,268,168,26,18,32,21,35,20,14,32,9,15,14,All
Justin Diberardinis,,,,,,,,7,35,27,59,61,45,34,20,22,7,6,14,20,25,13,14,8,11,9,9,7,4,0,194,61,89,35,42,58,52,22,30,20,30,17,15,All
Adrián Rivera-reyes,,,,,,,,,2,129,36,39,22,21,37,10,67,63,28,10,6,15,13,11,9,7,8,0,3,0,143,93,35,95,38,26,24,19,22,18,6,9,6,All
Deja Lynn Alvarez,,,,,,,,,,2,22,22,18,13,29,13,67,64,24,10,9,12,10,8,10,4,8,1,5,0,115,81,23,76,23,20,15,23,18,14,6,5,7,All
Beth Finn,,,,,,,,,,,0,44,39,54,12,29,8,4,30,26,19,20,6,8,5,10,7,8,4,1,142,24,17,23,61,35,28,39,27,19,22,20,6,All
Erika Almirón,,,,,,,,,,,,0,8,24,55,6,3,8,20,8,7,5,18,8,11,3,9,3,4,0,69,49,79,26,33,71,19,22,37,5,8,15,1,All
Joseph A Diorio,,,,,,,,,,,,,7,17,13,35,10,6,11,13,16,7,2,6,2,7,2,7,7,1,86,20,12,20,20,15,28,13,13,26,15,10,10,All
Sandra Dungee Glenn,,,,,,,,,,,,,,0,3,15,4,1,17,14,10,4,2,9,5,7,6,1,2,0,87,23,16,9,35,24,18,30,12,15,7,13,7,All
Fernando Treviño,,,,,,,,,,,,,,,0,11,6,5,11,2,1,12,2,5,6,4,3,1,4,0,40,27,52,21,10,37,16,7,9,15,7,5,3,All
Billy Thompson,,,,,,,,,,,,,,,,2,16,6,6,19,15,7,4,13,5,6,2,9,3,0,66,19,14,12,30,11,16,9,5,24,7,5,9,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,,1,57,5,13,6,4,1,5,1,7,1,6,0,0,59,53,8,42,7,8,3,6,3,13,3,4,5,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,0,3,3,3,1,4,1,2,2,0,3,1,0,53,44,8,39,3,3,4,2,3,4,3,0,3,All
Hena Veit,,,,,,,,,,,,,,,,,,,1,7,3,6,0,2,2,2,3,1,2,0,54,18,3,14,24,9,9,14,6,10,3,7,2,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,0,15,10,2,9,2,8,1,8,1,0,51,12,5,9,17,5,7,7,5,19,4,12,5,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,1,6,0,5,2,8,1,6,1,0,39,11,5,5,11,8,6,6,4,17,14,16,9,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,6,2,4,1,0,25,13,6,6,14,6,7,6,4,9,7,7,1,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,0,2,4,1,4,4,2,0,20,17,4,9,4,7,6,9,7,2,2,1,1,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,5,1,0,0,19,18,11,5,10,5,0,8,6,6,2,5,1,All
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,,,0,2,8,1,2,0,17,12,14,1,13,8,2,7,4,3,2,5,1,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,13,6,9,9,8,5,10,1,1,7,7,6,5,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,11,26,19,4,9,1,2,3,1,4,1,2,1,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,15,6,2,5,7,3,3,1,3,8,2,3,2,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13,4,5,6,4,2,2,3,0,7,1,3,4,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All
Lisa Deeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,318,40,64,91,29,46,41,26,38,20,19,8,All
Omar Sabir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,29,36,11,5,12,6,30,8,5,2,3,All
Kahlil Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,18,78,12,3,8,6,3,7,7,All
Marwan Kreidie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,7,8,5,5,6,5,1,2,All
Annette Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,9,14,5,5,5,7,2,All
Jen Devor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,10,4,6,6,3,3,All
Luigi Borda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,8,7,8,4,1,All
Carla Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,2,5,2,All
Moira Bohannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,6,2,All
Dennis Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,7,3,All
