col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Annette Thompson,Jen Devor,Dennis Lee,Luigi Borda,Carla Cain,Moira Bohannon,Robin Trent,Lewis Harris Jr,Warren Bloom,Joshua Roberts,Jennifer Schultz,Cateria R Mccabe,Tiffany Palmer,Carmella Jacquinto,Anthony Kyriakakis,Craig Levin,Henry Mcgregor Sias,Sherman Toppin,Wendi Barish,Nicola Serianni,Kendra Mccrae,Kay Yu,Leon Goodman,Terri M Booker,Janine D Momasso,Jon Marshall,James C Crumlish,Beth Grossman,Chris Hall,Laurie Dow,Vicki Markovitz,James F Berardinelli,Robert Trimble,Gregory Weyer,All
Omar Sabir,85,479,232,98,50,8,82,10,20,11,7,15,12,666,361,508,240,461,371,321,322,399,159,137,226,82,216,189,143,184,122,128,89,116,75,69,55,34,All
Lisa Deeley,,15,39,50,50,6,14,6,15,6,6,2,4,446,212,351,110,323,283,137,259,276,111,85,95,64,94,81,60,101,69,70,33,60,43,14,24,9,All
Kahlil Williams,,,29,34,52,118,21,16,10,20,20,16,6,123,241,210,375,112,148,105,125,77,185,148,177,170,133,133,102,59,97,87,127,75,49,72,37,21,All
Marwan Kreidie,,,,10,5,8,7,19,10,7,10,2,3,107,197,50,98,29,62,102,35,14,62,75,37,64,25,23,25,82,68,28,41,17,22,9,14,9,All
Annette Thompson,,,,,3,1,5,4,13,7,9,6,5,52,83,58,80,52,16,39,12,23,66,58,91,40,48,71,48,39,18,63,22,51,37,10,16,6,All
Jen Devor,,,,,,2,1,47,7,2,2,2,0,6,101,91,187,19,68,6,77,1,79,76,29,108,19,15,37,4,47,14,50,6,12,29,2,12,All
Dennis Lee,,,,,,,13,8,12,1,4,7,7,32,39,63,41,59,35,57,15,27,28,29,51,18,63,39,53,21,34,31,16,43,16,20,14,8,All
Luigi Borda,,,,,,,,6,4,2,0,2,1,16,67,68,90,18,25,11,56,8,42,74,21,56,16,7,23,6,32,12,23,8,7,12,6,11,All
Carla Cain,,,,,,,,,1,7,3,1,3,20,39,36,39,27,11,28,8,19,29,29,39,28,12,31,26,14,16,26,15,33,14,11,3,2,All
Moira Bohannon,,,,,,,,,,1,2,2,1,10,34,36,38,15,18,11,14,4,26,29,18,20,8,8,24,6,11,11,16,12,9,5,3,4,All
Robin Trent,,,,,,,,,,,1,1,2,10,26,27,38,9,13,9,5,4,23,17,23,19,12,14,12,6,17,13,10,15,11,5,2,6,All
Lewis Harris Jr,,,,,,,,,,,,1,2,17,21,16,17,12,7,18,4,12,15,10,17,16,17,16,9,12,6,8,10,14,6,8,7,3,All
Warren Bloom,,,,,,,,,,,,,7,14,8,18,14,11,8,11,4,8,7,6,14,3,19,13,5,12,8,6,14,10,5,8,6,6,All
Joshua Roberts,,,,,,,,,,,,,,25,180,338,84,324,305,179,275,332,80,80,89,27,100,94,27,161,94,58,56,51,35,28,30,17,All
Jennifer Schultz,,,,,,,,,,,,,,,25,271,335,91,108,195,127,44,238,270,138,170,84,75,148,159,94,118,66,64,56,24,30,13,All
Cateria R Mccabe,,,,,,,,,,,,,,,,8,311,352,341,86,359,358,195,218,158,134,131,102,207,36,35,52,41,67,44,39,21,30,All
Tiffany Palmer,,,,,,,,,,,,,,,,,11,115,202,74,171,46,277,251,203,263,116,132,175,43,139,93,168,89,54,67,28,36,All
Carmella Jacquinto,,,,,,,,,,,,,,,,,,5,296,77,273,290,84,78,130,70,109,95,96,23,68,65,36,63,52,22,20,22,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,2,45,321,297,74,45,76,103,66,25,35,14,141,33,122,22,24,22,15,13,All
Craig Levin,,,,,,,,,,,,,,,,,,,,22,19,50,67,66,72,35,87,77,41,152,75,60,44,67,41,40,27,12,All
