col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,City Commissioners - Democrat,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Annette Thompson,Lewis Harris Jr,Carla Cain,Dennis Lee,Warren Bloom,Jen Devor,Luigi Borda,Robin Trent,Moira Bohannon,Helen Gym,Allan Domb,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Ogbonna Paul Hagins,Fareed Abdullah,Latrice Y Bryant,Sandra Dungee Glenn,Asa Khalif,Eryn Santamoor,Billy Thompson,Erika Almirón,Mark Ross,Beth Finn,Justin Diberardinis,Ethelind Baylor,Wayne Allen,Bobbie Curry,Hena Veit,Joseph A Diorio,Fernando Treviño,Vinny Black,Wayne Edmund Dorsey,Edwin Santana,Devon Cade,Sherrie Cohen,All
Omar Sabir,24,266,77,51,24,15,11,17,3,3,3,2,2,434,313,301,287,238,112,124,102,85,58,35,43,41,39,41,16,19,15,19,17,13,15,15,8,15,12,12,10,6,0,All
Lisa Deeley,,13,14,20,12,3,8,5,2,1,0,1,4,304,223,209,218,196,67,53,51,32,12,20,27,10,18,14,16,11,18,11,10,6,4,10,4,7,6,3,3,4,0,All
Kahlil Williams,,,10,14,23,10,11,8,5,6,1,7,3,100,106,83,73,55,37,29,27,12,38,34,21,43,32,19,21,18,22,11,6,10,10,8,5,6,11,5,9,5,0,All
Marwan Kreidie,,,,10,3,1,4,0,0,1,3,1,0,79,17,14,15,7,86,62,54,47,6,5,3,4,7,6,4,8,3,4,4,1,4,2,8,2,3,1,0,0,0,All
Annette Thompson,,,,,4,6,8,1,1,1,0,2,0,39,37,38,30,24,8,15,14,4,13,18,15,13,9,17,7,3,18,4,5,6,2,6,7,4,5,3,0,2,0,All
Lewis Harris Jr,,,,,,2,1,2,1,0,0,0,2,15,23,21,14,10,11,9,4,5,10,6,4,6,5,6,4,6,2,5,3,4,3,1,2,1,1,1,4,0,0,All
Carla Cain,,,,,,,0,4,0,0,2,2,0,28,25,22,15,21,11,3,11,3,6,11,13,8,4,1,16,3,7,1,8,3,0,2,2,3,0,2,1,1,0,All
Dennis Lee,,,,,,,,0,4,0,3,0,1,28,17,13,7,17,9,10,6,5,6,7,11,6,6,13,6,2,2,3,3,3,6,3,3,6,1,2,2,2,0,All
