col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Helen Gym,Allan Domb,Adrián Rivera-reyes,Justin Diberardinis,Deja Lynn Alvarez,Erika Almirón,Isaiah Thomas,Derek S Green,Eryn Santamoor,Katherine Gilmore Richardson,Beth Finn,Ethelind Baylor,Willie Floyd Singletary,Ogbonna Paul Hagins,Sandra Dungee Glenn,Fernando Treviño,Billy Thompson,Asa Khalif,Joseph A Diorio,Latrice Y Bryant,Hena Veit,Fareed Abdullah,Vinny Black,Bobbie Curry,Edwin Santana,Mark Ross,Wayne Allen,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,All
Helen Gym,18,140,159,165,121,149,142,103,86,85,63,78,43,63,40,31,29,23,17,16,29,15,19,14,16,14,10,11,6,0,248,138,75,42,All
Allan Domb,,26,28,95,36,19,66,90,71,58,29,14,10,5,17,24,37,12,30,9,17,13,20,13,8,16,10,6,6,0,76,40,78,55,All
Adrián Rivera-reyes,,,2,63,118,85,39,23,30,30,34,25,44,63,18,31,7,19,10,12,15,14,4,6,20,4,6,2,3,0,132,85,27,20,All
Justin Diberardinis,,,,8,44,88,84,51,46,32,34,54,5,10,11,9,20,10,21,6,5,7,15,6,6,11,6,6,3,0,112,50,46,33,All
Deja Lynn Alvarez,,,,,12,54,23,21,36,18,28,23,48,58,14,26,8,17,11,18,15,17,11,7,14,5,3,1,2,0,123,75,29,9,All
Erika Almirón,,,,,,2,77,32,29,30,35,63,5,13,24,18,4,24,1,10,8,12,7,4,9,4,2,8,2,0,104,69,29,7,All
Isaiah Thomas,,,,,,,3,80,17,53,12,52,12,4,13,6,14,20,7,11,6,13,8,4,2,7,9,2,5,0,69,50,58,21,All
Derek S Green,,,,,,,,2,43,68,14,18,7,7,10,4,11,16,7,4,3,11,6,5,4,4,7,6,2,0,48,35,61,20,All
Eryn Santamoor,,,,,,,,,5,37,26,6,8,13,21,13,16,6,10,10,8,4,9,10,7,4,2,3,1,0,68,30,28,14,All
Katherine Gilmore Richardson,,,,,,,,,,0,26,13,5,6,20,14,2,10,6,9,8,9,2,5,3,3,5,3,1,0,44,34,46,12,All
Beth Finn,,,,,,,,,,,0,13,3,8,28,11,15,11,9,12,10,6,6,12,3,13,7,4,4,0,66,28,12,19,All
Ethelind Baylor,,,,,,,,,,,,1,1,2,4,7,3,4,2,9,1,6,1,2,0,0,3,2,1,0,56,22,19,3,All
Willie Floyd Singletary,,,,,,,,,,,,,2,33,5,4,8,6,7,6,5,4,6,1,1,5,4,2,3,0,48,29,9,11,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,0,2,9,6,4,4,1,7,4,2,1,2,1,2,0,0,0,55,27,7,2,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,0,3,4,8,6,12,9,8,4,4,4,7,1,2,3,0,38,22,12,2,All
Fernando Treviño,,,,,,,,,,,,,,,,1,10,5,10,2,9,4,6,3,11,3,2,1,0,0,20,28,12,10,All
Billy Thompson,,,,,,,,,,,,,,,,,0,1,19,1,5,2,9,3,3,6,4,6,5,0,16,7,14,32,All
Asa Khalif,,,,,,,,,,,,,,,,,,0,0,6,5,19,3,3,3,4,3,3,0,0,20,27,13,2,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,0,4,4,1,4,7,2,6,4,2,6,0,19,9,13,13,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,4,10,5,5,5,2,4,1,0,6,0,17,21,11,3,All
