col_1,col_2,col_3,col_4,col_5,division
,Judge Of The Superior Court - Democrat,,,District Council 10th District - Democrat,All
,Daniel D Mccaffery,Beth Tarasi,Amanda Green-hawkins,Judy Moore,All
Daniel D Mccaffery,482,462,437,"1,693",All
Beth Tarasi,,62,211,709,All
Amanda Green-hawkins,,,27,653,All
Judy Moore,,,,101,All
Total,"2,267",853,746,"2,166",All
,Judge Of The Superior Court - Democrat,,,District Council 10th District - Democrat,1
,Daniel D Mccaffery,Beth Tarasi,Amanda Green-hawkins,Judy Moore,1
Daniel D Mccaffery,7,11,5,25,1
Beth Tarasi,,0,1,13,1
Amanda Green-hawkins,,,0,7,1
Judy Moore,,,,1,1
Total,33,13,8,30,1
,Judge Of The Superior Court - Democrat,,,District Council 10th District - Democrat,2
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Judy Moore,2
Daniel D Mccaffery,4,4,2,12,2
Amanda Green-hawkins,,1,2,7,2
Beth Tarasi,,,0,4,2
Judy Moore,,,,1,2
Total,16,8,4,16,2
,Judge Of The Superior Court - Democrat,,,District Council 10th District - Democrat,3
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Judy Moore,3
Daniel D Mccaffery,15,18,17,53,3
Amanda Green-hawkins,,2,10,29,3
Beth Tarasi,,,1,27,3
Judy Moore,,,,2,3
Total,69,32,30,68,3
,Judge Of The Superior Court - Democrat,,,District Council 10th District - Democrat,4
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Judy Moore,4
Daniel D Mccaffery,22,8,5,41,4
Amanda Green-hawkins,,0,6,14,4
Beth Tarasi,,,0,10,4
Judy Moore,,,,3,4
Total,64,16,11,51,4
,Judge Of The Superior Court - Democrat,,,District Council 10th District - Democrat,5
,Daniel D Mccaffery,Beth Tarasi,Amanda Green-hawkins,Judy Moore,5
Daniel D Mccaffery,12,14,13,42,5
Beth Tarasi,,4,5,17,5
Amanda Green-hawkins,,,2,17,5
Judy Moore,,,,2,5
Total,58,25,21,51,5
,Judge Of The Superior Court - Democrat,,,District Council 10th District - Democrat,6
,Daniel D Mccaffery,Beth Tarasi,Amanda Green-hawkins,Judy Moore,6
Daniel D Mccaffery,16,9,6,40,6
Beth Tarasi,,2,3,13,6
Amanda Green-hawkins,,,0,8,6
Judy Moore,,,,0,6
Total,57,15,9,44,6
,District Council 10th District - Democrat,Judge Of The Superior Court - Democrat,,,7
,Judy Moore,Daniel D Mccaffery,Beth Tarasi,Amanda Green-hawkins,7
Judy Moore,1,34,20,12,7
Daniel D Mccaffery,,7,12,5,7
Beth Tarasi,,,0,4,7
Amanda Green-hawkins,,,,2,7
Total,48,43,22,14,7
,Judge Of The Superior Court - Democrat,,,District Council 10th District - Democrat,8
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Judy Moore,8
Daniel D Mccaffery,12,10,6,35,8
Amanda Green-hawkins,,1,5,16,8
Beth Tarasi,,,0,12,8
Judy Moore,,,,3,8
Total,48,19,13,47,8
,District Council 10th District - Democrat,Judge Of The Superior Court - Democrat,,,9
,Judy Moore,Daniel D Mccaffery,Beth Tarasi,Amanda Green-hawkins,9
Judy Moore,4,40,16,15,9
Daniel D Mccaffery,,6,12,9,9
Beth Tarasi,,,0,4,9
Amanda Green-hawkins,,,,0,9
Total,54,50,19,16,9
