col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Council At Large - Republican,,,,,,,District Council 1st District - Republican,All
,Bill Heeney,Dan Tinney,Al Taubenberger,Matt Wolfe,David Oh,Drew Murray,Irina M Goldstein,Daniel Orsino,All
Bill Heeney,16,207,196,149,71,69,65,184,All
Dan Tinney,,8,203,155,71,74,68,179,All
Al Taubenberger,,,4,148,66,72,65,171,All
Matt Wolfe,,,,2,67,34,25,159,All
David Oh,,,,,2,27,19,71,All
Drew Murray,,,,,,1,53,50,All
Irina M Goldstein,,,,,,,1,43,All
Daniel Orsino,,,,,,,,3,All
Total,267,258,240,192,100,89,81,243,All
,Council At Large - Republican,,,,,,,District Council 1st District - Republican,1
,Al Taubenberger,Dan Tinney,Bill Heeney,Drew Murray,Matt Wolfe,Irina M Goldstein,David Oh,Daniel Orsino,1
Al Taubenberger,0,14,12,9,7,9,8,9,1
Dan Tinney,,0,12,8,8,9,6,10,1
Bill Heeney,,,0,9,7,8,8,9,1
Drew Murray,,,,0,4,9,4,6,1
Matt Wolfe,,,,,0,2,7,11,1
Irina M Goldstein,,,,,,0,3,3,1
David Oh,,,,,,,0,7,1
Daniel Orsino,,,,,,,,0,1
Total,18,17,15,12,12,11,10,15,1
,Council At Large - Republican,,,,,,,District Council 1st District - Republican,2
,Al Taubenberger,Dan Tinney,Matt Wolfe,Bill Heeney,David Oh,Irina M Goldstein,Drew Murray,Daniel Orsino,2
Al Taubenberger,0,9,8,8,4,4,3,9,2
Dan Tinney,,0,8,7,4,3,3,7,2
Matt Wolfe,,,0,6,4,2,1,7,2
Bill Heeney,,,,0,3,4,2,6,2
David Oh,,,,,0,0,1,3,2
Irina M Goldstein,,,,,,0,2,3,2
Drew Murray,,,,,,,0,2,2
Daniel Orsino,,,,,,,,1,2
Total,11,10,9,8,4,4,3,10,2
,Council At Large - Republican,,,,,,,District Council 1st District - Republican,3
,Dan Tinney,Bill Heeney,Matt Wolfe,Al Taubenberger,David Oh,Drew Murray,Irina M Goldstein,Daniel Orsino,3
Dan Tinney,2,18,17,16,7,5,4,15,3
Bill Heeney,,2,14,16,4,5,4,17,3
Matt Wolfe,,,0,14,4,3,1,17,3
Al Taubenberger,,,,0,2,4,5,14,3
David Oh,,,,,1,1,1,3,3
Drew Murray,,,,,,0,3,3,3
Irina M Goldstein,,,,,,,0,2,3
Daniel Orsino,,,,,,,,0,3
Total,25,24,22,19,9,6,5,22,3
,Council At Large - Republican,,,,,,,District Council 1st District - Republican,4
,Bill Heeney,Matt Wolfe,Al Taubenberger,Dan Tinney,David Oh,Irina M Goldstein,Drew Murray,Daniel Orsino,4
Bill Heeney,3,12,11,11,8,7,5,14,4
Matt Wolfe,,2,9,11,10,6,4,15,4
Al Taubenberger,,,0,10,5,4,3,10,4
Dan Tinney,,,,0,7,4,4,10,4
David Oh,,,,,0,4,2,9,4
Irina M Goldstein,,,,,,0,5,6,4
Drew Murray,,,,,,,0,3,4
Daniel Orsino,,,,,,,,0,4
