col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,District Council 9th District - Democrat,City Commissioners - Democrat,,,,,,,,,,,,,All
,Cherelle L Parker,Omar Sabir,Lisa Deeley,Marwan Kreidie,Kahlil Williams,Annette Thompson,Dennis Lee,Carla Cain,Robin Trent,Luigi Borda,Lewis Harris Jr,Jen Devor,Moira Bohannon,Warren Bloom,All
Cherelle L Parker,46,332,189,76,71,35,38,21,16,14,9,7,5,3,All
Omar Sabir,,29,117,33,38,10,13,4,5,3,2,1,1,0,All
Lisa Deeley,,,7,12,3,10,4,5,3,3,2,1,1,0,All
Marwan Kreidie,,,,5,5,0,6,0,1,3,0,0,1,1,All
Kahlil Williams,,,,,6,6,4,2,3,1,2,1,0,0,All
Annette Thompson,,,,,,1,2,2,1,3,1,0,0,0,All
Dennis Lee,,,,,,,2,1,0,1,2,1,0,0,All
Carla Cain,,,,,,,,3,3,1,1,1,2,0,All
Robin Trent,,,,,,,,,0,0,0,0,0,1,All
Luigi Borda,,,,,,,,,,0,0,0,0,0,All
Lewis Harris Jr,,,,,,,,,,,0,0,0,0,All
Jen Devor,,,,,,,,,,,,0,1,0,All
Moira Bohannon,,,,,,,,,,,,,0,0,All
Warren Bloom,,,,,,,,,,,,,,1,All
Total,564,381,215,86,82,42,41,27,19,16,10,7,6,4,All
,District Council 9th District - Democrat,City Commissioners - Democrat,,,,,,,,,,,,,12
,Cherelle L Parker,Omar Sabir,Lisa Deeley,Marwan Kreidie,Kahlil Williams,Annette Thompson,Carla Cain,Dennis Lee,Jen Devor,Lewis Harris Jr,Luigi Borda,Robin Trent,Moira Bohannon,Warren Bloom,12
Cherelle L Parker,4,30,7,7,6,4,2,2,1,1,1,0,0,0,12
Omar Sabir,,2,3,6,4,3,1,0,0,0,0,0,0,0,12
Lisa Deeley,,,0,0,0,1,0,0,1,0,0,0,0,0,12
Marwan Kreidie,,,,1,0,0,0,0,0,0,0,0,0,0,12
Kahlil Williams,,,,,1,0,0,1,0,0,0,0,0,0,12
Annette Thompson,,,,,,0,0,0,0,0,0,0,0,0,12
Carla Cain,,,,,,,1,0,0,0,1,1,0,0,12
Dennis Lee,,,,,,,,0,0,1,0,0,0,0,12
Jen Devor,,,,,,,,,0,0,0,0,0,0,12
Lewis Harris Jr,,,,,,,,,,0,0,0,0,0,12
Luigi Borda,,,,,,,,,,,0,0,0,0,12
Robin Trent,,,,,,,,,,,,0,0,0,12
Moira Bohannon,,,,,,,,,,,,,0,0,12
Warren Bloom,,,,,,,,,,,,,,0,12
