col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Helen Gym,Justin Diberardinis,Derek S Green,Erika Almirón,Isaiah Thomas,Eryn Santamoor,Allan Domb,Katherine Gilmore Richardson,Adrián Rivera-reyes,Fernando Treviño,Deja Lynn Alvarez,Beth Finn,Sandra Dungee Glenn,Ethelind Baylor,Asa Khalif,Willie Floyd Singletary,Latrice Y Bryant,Ogbonna Paul Hagins,Fareed Abdullah,Billy Thompson,Hena Veit,Joseph A Diorio,Mark Ross,Edwin Santana,Vinny Black,Wayne Allen,Bobbie Curry,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Kahlil Williams,Dennis Lee,Jen Devor,Marwan Kreidie,Lisa Deeley,Omar Sabir,Luigi Borda,Carla Cain,Annette Thompson,Moira Bohannon,Robin Trent,Warren Bloom,Lewis Harris Jr,All
Helen Gym,38,"2,160","1,870","1,952","1,544",920,720,522,501,245,216,211,166,128,80,84,73,89,63,43,53,33,27,27,32,22,23,17,14,0,"2,196",931,760,524,452,308,210,174,144,83,56,29,25,All
Justin Diberardinis,,12,"1,550","1,564","1,290",639,505,202,315,70,87,100,59,83,30,15,21,15,21,18,8,21,17,15,19,6,9,11,8,0,"1,812",792,580,370,272,100,161,80,58,43,29,29,17,All
Derek S Green,,,3,"1,285","1,259",493,534,271,144,60,80,63,85,48,40,26,37,15,35,23,10,17,13,22,13,16,13,4,10,0,"1,624",786,459,227,282,175,123,85,61,26,30,22,24,All
Erika Almirón,,,,1,"1,154",458,158,253,303,185,102,108,73,94,36,7,29,21,18,9,14,2,13,17,8,9,4,4,5,0,"1,639",747,603,321,126,71,138,78,57,49,26,9,14,All
Isaiah Thomas,,,,,6,299,319,198,216,27,35,39,68,84,37,18,34,21,41,22,11,6,27,12,4,18,4,8,4,0,"1,395",740,277,224,213,172,91,68,50,22,17,16,15,All
Eryn Santamoor,,,,,,8,440,304,152,196,61,106,70,27,16,17,26,18,23,21,27,14,20,13,10,9,13,7,3,0,743,166,347,167,254,77,86,81,69,41,19,24,20,All
Allan Domb,,,,,,,33,176,87,63,38,83,84,21,26,26,15,14,50,34,17,21,16,21,18,12,18,13,10,0,543,152,158,120,277,139,42,72,77,26,15,34,28,All
Katherine Gilmore Richardson,,,,,,,,1,60,139,39,69,78,24,17,12,28,11,11,15,18,14,17,12,3,9,8,5,4,0,335,67,198,60,172,109,36,77,65,34,20,11,8,All
Adrián Rivera-reyes,,,,,,,,,5,56,131,55,28,16,28,55,19,64,22,16,14,13,8,12,7,13,7,3,2,0,343,70,93,264,85,111,45,44,33,27,13,6,9,All
Fernando Treviño,,,,,,,,,,0,29,18,9,5,9,10,9,10,16,11,9,16,3,6,3,7,6,3,2,0,207,29,132,45,35,32,24,26,14,8,7,6,6,All
Deja Lynn Alvarez,,,,,,,,,,,6,31,18,19,27,59,25,52,8,9,12,9,13,4,6,4,5,3,3,0,109,32,54,89,74,77,25,30,26,18,13,4,5,All
Beth Finn,,,,,,,,,,,,1,40,14,13,9,21,13,10,16,26,13,13,9,6,8,10,2,3,0,97,24,54,52,90,33,22,42,55,31,11,16,9,All
Sandra Dungee Glenn,,,,,,,,,,,,,0,16,24,8,25,3,15,14,15,2,6,9,8,10,8,2,4,0,103,40,20,30,61,50,11,33,47,14,15,4,6,All
Ethelind Baylor,,,,,,,,,,,,,,1,4,5,9,3,7,7,3,0,1,5,1,4,2,1,1,0,80,33,33,22,23,17,13,32,14,9,5,1,2,All
Asa Khalif,,,,,,,,,,,,,,,0,10,19,9,33,6,7,3,3,7,8,7,2,5,3,0,63,18,18,14,23,41,8,15,12,8,4,5,9,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,0,13,43,13,11,5,9,4,1,0,5,3,0,3,0,36,19,4,38,32,59,7,6,12,4,2,4,7,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,0,6,18,6,6,5,7,4,6,4,5,3,3,0,44,14,16,19,32,35,4,21,30,11,6,2,6,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,3,3,9,5,8,1,1,6,2,1,1,2,0,32,13,8,46,27,46,10,6,4,7,3,5,1,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,0,6,2,4,6,6,5,9,2,5,3,0,56,20,11,10,17,50,8,12,12,6,3,6,9,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,0,2,16,8,4,9,8,4,2,3,0,32,15,6,17,19,20,8,11,14,7,4,9,5,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,0,3,3,4,3,1,5,1,1,0,16,4,9,17,24,14,4,12,23,9,3,4,3,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,0,7,4,3,0,2,3,3,0,12,16,5,14,16,13,10,3,8,3,7,10,3,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,0,4,0,2,7,2,2,0,21,20,5,5,13,20,7,12,4,2,3,8,4,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,0,1,5,8,1,0,0,22,11,9,10,11,11,1,6,8,3,3,3,7,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,0,5,4,7,2,0,19,12,6,9,11,7,5,5,9,6,1,4,8,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,4,2,0,20,4,4,9,9,14,3,10,5,5,4,5,6,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,0,14,7,2,10,10,8,4,7,7,3,2,7,3,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,10,2,3,9,8,7,3,4,4,1,0,4,2,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,4,4,4,10,7,1,2,5,1,0,4,2,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Kahlil Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,844,629,295,215,97,68,56,41,28,15,13,19,All
Dennis Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,33,19,28,19,10,4,2,7,9,6,All
Jen Devor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,47,23,10,32,15,9,17,5,4,5,All
Marwan Kreidie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,37,50,40,21,15,8,5,6,2,All
Lisa Deeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,107,15,35,54,16,7,10,4,All
Omar Sabir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,18,22,6,6,7,6,All
Luigi Borda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,4,2,2,0,All
Carla Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,11,9,4,4,All
Annette Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,7,3,3,All
Moira Bohannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,All
Robin Trent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,All
Warren Bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,All
Lewis Harris Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"3,428","2,479","2,170","2,097","1,804","1,235","1,067",669,652,320,319,298,251,166,135,134,129,124,123,94,75,71,71,62,55,53,49,32,28,0,"2,553","1,020",863,645,624,454,259,241,210,117,75,69,59,All
