col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Helen Gym,Derek S Green,Allan Domb,Isaiah Thomas,Katherine Gilmore Richardson,Eryn Santamoor,Justin Diberardinis,Adrián Rivera-reyes,Erika Almirón,Deja Lynn Alvarez,Sandra Dungee Glenn,Beth Finn,Willie Floyd Singletary,Ogbonna Paul Hagins,Fernando Treviño,Fareed Abdullah,Latrice Y Bryant,Ethelind Baylor,Asa Khalif,Billy Thompson,Joseph A Diorio,Hena Veit,Vinny Black,Mark Ross,Wayne Allen,Edwin Santana,Devon Cade,Wayne Edmund Dorsey,Bobbie Curry,Sherrie Cohen,Anthony Kyriakakis,Joshua Roberts,Tiffany Palmer,Jennifer Schultz,Cateria R Mccabe,Carmella Jacquinto,Henry Mcgregor Sias,Sherman Toppin,Wendi Barish,James C Crumlish,Beth Grossman,Chris Hall,Kay Yu,Leon Goodman,Craig Levin,Vicki Markovitz,Nicola Serianni,Kendra Mccrae,Terri M Booker,Jon Marshall,Laurie Dow,James F Berardinelli,Janine D Momasso,Robert Trimble,Gregory Weyer,All
Helen Gym,19,765,730,674,691,398,389,274,343,196,137,141,92,95,98,65,66,98,60,48,24,44,22,17,19,19,15,14,12,0,777,681,547,464,552,471,483,444,291,310,248,294,319,180,189,182,204,172,124,127,149,105,88,29,29,All
Derek S Green,,10,718,706,591,303,259,79,123,54,131,49,26,15,25,64,38,38,41,36,10,8,16,13,16,13,12,14,7,0,627,513,355,197,454,441,470,446,195,193,132,159,172,212,76,155,91,109,142,64,82,62,36,26,26,All
Allan Domb,,,28,629,550,308,256,68,46,48,86,64,36,19,34,51,30,17,39,33,36,17,25,19,22,20,18,14,14,0,598,511,276,166,439,405,442,428,199,198,180,144,144,175,93,155,86,93,104,66,82,92,26,27,22,All
Isaiah Thomas,,,,12,556,179,187,75,119,45,125,42,35,21,21,48,40,65,45,39,21,11,11,12,16,18,14,8,3,0,527,515,276,168,464,439,460,448,174,121,82,114,110,185,66,121,100,99,130,51,61,48,46,25,12,All
Katherine Gilmore Richardson,,,,,10,215,102,63,129,54,152,79,20,15,68,37,42,20,21,19,17,18,13,11,10,10,12,6,5,0,512,482,230,175,435,434,378,417,140,159,156,137,125,93,49,59,101,94,102,42,76,50,45,14,13,All
Eryn Santamoor,,,,,,2,262,80,128,59,64,61,10,14,79,16,21,15,17,18,12,25,16,11,4,8,5,5,11,0,331,100,337,168,84,96,149,43,211,203,156,168,143,130,58,165,96,67,68,42,72,63,35,15,8,All
Justin Diberardinis,,,,,,,1,107,177,50,33,50,8,14,28,16,13,55,17,9,10,6,12,10,4,10,4,1,4,0,341,63,357,173,84,64,147,27,183,189,115,179,174,128,34,149,82,51,26,23,61,71,42,12,18,All
Adrián Rivera-reyes,,,,,,,,10,103,145,28,78,86,94,25,18,23,22,30,17,16,15,7,7,4,7,2,3,7,0,128,145,171,240,66,59,51,34,93,106,76,96,86,53,110,62,88,51,32,87,41,24,32,15,9,All
Erika Almirón,,,,,,,,,0,65,48,65,4,15,54,13,20,59,26,9,9,21,4,5,3,4,6,6,2,0,219,37,298,183,106,72,73,19,126,131,84,147,150,51,25,53,95,68,32,10,52,27,54,5,8,All
Deja Lynn Alvarez,,,,,,,,,,9,17,43,86,80,23,12,26,18,29,15,11,20,6,4,6,9,5,2,5,0,69,124,99,174,47,49,31,28,79,69,63,57,49,47,95,43,73,58,26,83,38,21,22,12,10,All
Sandra Dungee Glenn,,,,,,,,,,,5,44,10,9,5,17,29,18,23,11,7,16,4,3,9,5,3,2,5,0,46,62,91,84,72,117,30,66,70,38,76,22,38,68,21,50,52,64,71,17,48,17,32,6,11,All
Beth Finn,,,,,,,,,,,,1,9,7,10,9,25,12,20,7,10,15,6,7,9,8,5,3,7,0,78,54,101,112,51,52,27,23,88,55,102,52,47,34,32,49,76,46,17,17,42,18,21,5,5,All
Willie Floyd Singletary,,,,,,,,,,,,,4,58,13,9,9,3,6,16,8,3,3,4,5,2,2,4,2,0,20,104,20,99,17,13,7,20,20,27,20,15,7,33,98,10,26,18,19,85,12,5,8,10,2,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,3,12,10,7,5,8,8,9,14,5,3,1,2,6,4,1,0,22,79,29,94,24,21,13,15,22,32,17,19,10,24,72,11,27,16,12,64,8,3,10,5,3,All
Fernando Treviño,,,,,,,,,,,,,,,0,8,6,1,6,12,14,7,8,3,4,7,0,2,3,0,64,24,77,51,21,30,13,15,41,72,38,65,35,21,20,12,28,22,22,12,19,14,9,11,3,All
Fareed Abdullah,,,,,,,,,,,,,,,,4,18,5,26,13,10,6,5,3,8,4,7,7,4,0,27,32,43,36,27,31,16,34,29,15,34,24,28,34,21,26,23,38,37,20,21,11,12,8,3,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,2,11,19,12,9,11,10,8,2,5,3,8,9,0,24,39,53,50,34,39,19,38,34,18,36,27,24,32,15,22,40,39,38,22,29,9,16,11,5,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,7,3,1,0,3,2,1,3,1,3,0,0,0,43,16,75,56,44,19,24,11,41,28,25,20,34,19,6,18,40,23,20,6,15,10,22,2,3,All
Asa Khalif,,,,,,,,,,,,,,,,,,,0,8,5,12,5,3,7,1,3,7,4,0,21,28,51,53,26,37,7,25,39,13,36,26,22,36,18,16,29,44,35,13,26,11,9,8,4,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,0,14,8,6,8,5,4,0,4,5,0,18,35,27,40,18,7,11,21,22,24,24,23,13,30,24,8,22,20,26,19,18,13,5,11,5,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,1,4,10,11,4,2,6,7,8,0,9,25,13,29,14,7,10,18,20,20,23,15,11,26,24,18,25,6,7,17,11,12,6,10,2,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,0,6,3,4,3,2,4,2,0,11,20,36,40,23,22,7,5,35,12,31,6,16,11,14,19,28,19,8,7,14,2,6,5,2,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,0,4,7,2,7,1,1,0,15,19,21,20,11,10,8,13,12,12,22,10,10,20,14,10,13,12,12,12,3,10,4,7,2,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,3,1,5,0,15,14,17,19,7,11,7,7,10,12,15,13,10,9,4,5,9,11,14,8,9,6,4,6,3,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,4,4,0,9,12,13,24,15,5,4,10,12,14,11,13,6,14,12,6,8,11,12,11,7,6,1,4,2,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,0,10,11,17,16,8,11,8,10,6,11,12,14,9,11,5,8,10,14,12,3,3,5,2,9,3,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,11,18,9,7,15,14,11,13,4,7,11,4,9,14,8,7,5,5,7,5,4,3,3,3,2,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,6,11,14,12,5,5,4,7,6,4,12,7,4,8,11,6,11,9,8,9,7,5,1,2,3,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,11,11,14,8,3,3,10,7,6,12,8,2,7,10,8,12,7,10,5,9,4,5,8,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,419,465,159,446,374,506,397,185,278,105,280,220,138,36,149,58,47,28,17,42,58,19,9,8,All
Joshua Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,76,149,440,394,375,442,75,98,75,48,38,86,144,28,65,54,77,141,33,29,14,25,7,All
Tiffany Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,242,135,109,186,49,255,271,152,296,264,187,46,176,137,126,83,27,88,70,52,22,18,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,126,85,55,49,194,130,177,115,139,68,166,91,187,105,67,127,90,39,58,26,12,All
Cateria R Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,384,400,435,87,44,58,30,69,53,39,40,72,63,48,22,47,30,49,7,9,All
Carmella Jacquinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,333,371,69,71,73,41,79,72,20,53,49,72,85,16,43,20,30,13,7,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,371,105,45,31,33,85,99,21,95,29,17,14,10,20,24,14,5,13,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28,29,25,24,29,63,27,25,33,49,65,26,30,22,21,11,11,All
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,109,140,78,81,145,48,170,116,77,45,33,70,38,51,11,8,All
James C Crumlish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,102,233,121,75,60,54,60,48,39,46,37,63,9,20,7,All
Beth Grossman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82,70,73,51,97,119,91,55,36,83,62,38,17,12,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,141,59,29,43,46,55,54,23,43,37,13,23,6,All
Kay Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,26,53,58,61,35,12,45,36,27,13,15,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,53,137,46,64,81,41,36,34,23,24,12,All
Craig Levin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,30,51,26,31,118,21,19,8,15,3,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54,41,20,17,37,41,23,9,6,All
Nicola Serianni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65,46,36,60,26,57,12,11,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,83,25,50,25,27,15,8,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,29,43,20,24,13,9,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,14,12,7,10,2,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,30,14,10,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,14,15,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,7,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,697","1,176","1,159","1,046",981,649,579,486,423,361,302,241,202,175,156,152,146,141,129,111,86,80,61,56,51,50,42,35,34,0,"1,006",954,812,784,690,664,623,591,487,484,424,410,407,378,338,333,325,286,272,247,222,175,130,72,51,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
