col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,District Council 1st District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Mark F Squilla,Lou Lanni,Lisa Deeley,Kahlil Williams,Jen Devor,Marwan Kreidie,Omar Sabir,Luigi Borda,Annette Thompson,Carla Cain,Dennis Lee,Robin Trent,Moira Bohannon,Lewis Harris Jr,Warren Bloom,All
Mark F Squilla,16,0,40,34,27,14,5,8,6,6,4,5,2,2,0,All
Lou Lanni,,1,14,9,4,9,6,1,3,0,1,0,2,0,1,All
Lisa Deeley,,,3,22,5,4,2,1,4,5,1,1,1,1,0,All
Kahlil Williams,,,,1,17,3,0,1,1,0,1,0,0,0,0,All
Jen Devor,,,,,0,3,0,5,0,0,1,1,0,0,0,All
Marwan Kreidie,,,,,,0,4,0,1,0,2,1,1,1,0,All
Omar Sabir,,,,,,,1,0,1,0,0,1,1,0,0,All
Luigi Borda,,,,,,,,1,0,0,0,1,0,0,1,All
Annette Thompson,,,,,,,,,0,1,0,0,1,0,0,All
Carla Cain,,,,,,,,,,0,0,0,0,0,0,All
Dennis Lee,,,,,,,,,,,0,0,0,0,0,All
Robin Trent,,,,,,,,,,,,0,0,0,0,All
Moira Bohannon,,,,,,,,,,,,,0,0,0,All
Lewis Harris Jr,,,,,,,,,,,,,,0,0,All
Warren Bloom,,,,,,,,,,,,,,,0,All
Total,100,30,62,51,33,23,12,10,9,6,5,5,4,2,1,All
,District Council 1st District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,5
,Mark F Squilla,Lou Lanni,Lisa Deeley,Kahlil Williams,Jen Devor,Marwan Kreidie,Omar Sabir,Luigi Borda,Annette Thompson,Carla Cain,Dennis Lee,Robin Trent,Moira Bohannon,Lewis Harris Jr,Warren Bloom,5
Mark F Squilla,16,0,40,34,27,14,5,8,6,6,4,5,2,2,0,5
Lou Lanni,,1,14,9,4,9,6,1,3,0,1,0,2,0,1,5
Lisa Deeley,,,3,22,5,4,2,1,4,5,1,1,1,1,0,5
Kahlil Williams,,,,1,17,3,0,1,1,0,1,0,0,0,0,5
Jen Devor,,,,,0,3,0,5,0,0,1,1,0,0,0,5
Marwan Kreidie,,,,,,0,4,0,1,0,2,1,1,1,0,5
Omar Sabir,,,,,,,1,0,1,0,0,1,1,0,0,5
Luigi Borda,,,,,,,,1,0,0,0,1,0,0,1,5
Annette Thompson,,,,,,,,,0,1,0,0,1,0,0,5
Carla Cain,,,,,,,,,,0,0,0,0,0,0,5
Dennis Lee,,,,,,,,,,,0,0,0,0,0,5
Robin Trent,,,,,,,,,,,,0,0,0,0,5
Moira Bohannon,,,,,,,,,,,,,0,0,0,5
Lewis Harris Jr,,,,,,,,,,,,,,0,0,5
Warren Bloom,,,,,,,,,,,,,,,0,5
Total,100,30,62,51,33,23,12,10,9,6,5,5,4,2,1,5
