col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,District Council 3rd District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Jannie L Blackwell,Jamie Gauthier,Joshua Roberts,Anthony Kyriakakis,Jennifer Schultz,Sherman Toppin,Carmella Jacquinto,Cateria R Mccabe,Craig Levin,Henry Mcgregor Sias,Jon Marshall,Leon Goodman,Tiffany Palmer,James C Crumlish,Kendra Mccrae,Beth Grossman,Nicola Serianni,Laurie Dow,Terri M Booker,Wendi Barish,Chris Hall,Kay Yu,Vicki Markovitz,Janine D Momasso,Gregory Weyer,Robert Trimble,James F Berardinelli,All
Jannie L Blackwell,21,0,127,48,39,48,40,44,39,35,28,23,14,19,12,11,13,12,13,9,9,9,5,7,2,1,1,All
Jamie Gauthier,,13,36,27,34,17,25,18,20,12,11,12,20,10,15,14,10,8,7,9,10,8,7,3,3,3,2,All
Joshua Roberts,,,6,52,23,57,46,50,22,49,22,14,8,9,5,5,9,4,7,8,4,3,4,4,0,1,0,All
Anthony Kyriakakis,,,,3,8,57,52,55,6,49,3,5,12,7,5,4,6,2,2,1,8,6,4,2,1,0,2,All
Jennifer Schultz,,,,,0,4,8,7,18,0,22,10,12,9,6,12,9,6,5,8,2,5,5,4,0,2,0,All
Sherman Toppin,,,,,,0,47,52,7,51,5,7,3,3,3,3,8,3,5,3,4,6,5,4,3,0,0,All
Carmella Jacquinto,,,,,,,0,43,6,41,2,7,14,5,9,8,5,4,6,3,3,6,5,3,2,1,0,All
Cateria R Mccabe,,,,,,,,0,5,47,6,8,12,4,9,4,5,5,6,3,4,3,1,4,0,0,0,All
Craig Levin,,,,,,,,,0,4,20,7,3,7,4,6,9,4,2,5,2,3,4,2,1,0,0,All
Henry Mcgregor Sias,,,,,,,,,,0,2,1,2,1,2,2,2,2,2,2,0,1,1,1,1,0,0,All
Jon Marshall,,,,,,,,,,,0,9,2,10,1,4,4,4,2,7,2,3,2,1,1,0,0,All
Leon Goodman,,,,,,,,,,,,0,8,8,8,8,5,6,7,7,6,3,3,3,2,1,1,All
Tiffany Palmer,,,,,,,,,,,,,0,7,12,10,4,6,7,4,6,5,4,4,2,0,1,All
James C Crumlish,,,,,,,,,,,,,,0,5,5,5,1,3,6,7,2,1,2,1,2,2,All
Kendra Mccrae,,,,,,,,,,,,,,,0,6,5,5,8,6,5,6,1,5,3,1,0,All
Beth Grossman,,,,,,,,,,,,,,,,0,6,4,5,4,4,1,6,2,2,0,2,All
Nicola Serianni,,,,,,,,,,,,,,,,,0,4,2,5,5,2,4,3,1,0,2,All
Laurie Dow,,,,,,,,,,,,,,,,,,0,5,3,4,3,0,2,1,1,1,All
Terri M Booker,,,,,,,,,,,,,,,,,,,0,3,5,0,0,1,1,1,0,All
Wendi Barish,,,,,,,,,,,,,,,,,,,,0,1,2,1,2,0,1,1,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,0,3,0,1,1,2,2,All
Kay Yu,,,,,,,,,,,,,,,,,,,,,,0,4,3,0,2,0,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,236,115,180,87,77,74,73,70,61,56,43,35,35,30,29,27,25,22,20,20,19,17,13,12,5,4,3,All
