col_1,col_2,col_3,division
,Judge Of The Court Of Common Pleas - Republican,District Council 2nd District - Republican,All
,Beth Grossman,Michael Bradley,All
Beth Grossman,29,103,All
Michael Bradley,,18,All
Total,132,121,All
,Judge Of The Court Of Common Pleas - Republican,District Council 2nd District - Republican,1
,Beth Grossman,Michael Bradley,1
Beth Grossman,1,2,1
Michael Bradley,,1,1
Total,3,3,1
,District Council 2nd District - Republican,Judge Of The Court Of Common Pleas - Republican,2
,Michael Bradley,Beth Grossman,2
Michael Bradley,3,1,2
Beth Grossman,,0,2
Total,4,1,2
,Judge Of The Court Of Common Pleas - Republican,District Council 2nd District - Republican,3
,Beth Grossman,Michael Bradley,3
Beth Grossman,0,1,3
Michael Bradley,,0,3
Total,1,1,3
,Judge Of The Court Of Common Pleas - Republican,District Council 2nd District - Republican,5
,Beth Grossman,Michael Bradley,5
Beth Grossman,0,2,5
Michael Bradley,,0,5
Total,2,2,5
,District Council 2nd District - Republican,Judge Of The Court Of Common Pleas - Republican,6
,Michael Bradley,Beth Grossman,6
Michael Bradley,1,1,6
Beth Grossman,,0,6
Total,2,1,6
,Judge Of The Court Of Common Pleas - Republican,District Council 2nd District - Republican,7
,Beth Grossman,Michael Bradley,7
Beth Grossman,2,14,7
Michael Bradley,,2,7
Total,16,16,7
,Judge Of The Court Of Common Pleas - Republican,District Council 2nd District - Republican,8
,Beth Grossman,Michael Bradley,8
Beth Grossman,1,1,8
Michael Bradley,,0,8
Total,2,1,8
,District Council 2nd District - Republican,Judge Of The Court Of Common Pleas - Republican,9
,Michael Bradley,Beth Grossman,9
Michael Bradley,1,1,9
Beth Grossman,,0,9
Total,2,1,9
,Judge Of The Court Of Common Pleas - Republican,District Council 2nd District - Republican,10
,Beth Grossman,Michael Bradley,10
Beth Grossman,11,5,10
Michael Bradley,,1,10
Total,16,6,10
,Judge Of The Court Of Common Pleas - Republican,District Council 2nd District - Republican,11
,Beth Grossman,Michael Bradley,11
Beth Grossman,1,2,11
Michael Bradley,,0,11
Total,3,2,11
,District Council 2nd District - Republican,Judge Of The Court Of Common Pleas - Republican,12
,Michael Bradley,Beth Grossman,12
Michael Bradley,3,10,12
Beth Grossman,,0,12
Total,13,10,12
,Judge Of The Court Of Common Pleas - Republican,District Council 2nd District - Republican,13
,Beth Grossman,Michael Bradley,13
Beth Grossman,1,8,13
Michael Bradley,,0,13
Total,9,8,13
,Judge Of The Court Of Common Pleas - Republican,District Council 2nd District - Republican,14
,Beth Grossman,Michael Bradley,14
Beth Grossman,1,8,14
Michael Bradley,,0,14
Total,9,8,14
,Judge Of The Court Of Common Pleas - Republican,District Council 2nd District - Republican,15
,Beth Grossman,Michael Bradley,15
Beth Grossman,1,6,15
Michael Bradley,,0,15
Total,7,6,15
,Judge Of The Court Of Common Pleas - Republican,District Council 2nd District - Republican,16
,Beth Grossman,Michael Bradley,16
Beth Grossman,2,5,16
Michael Bradley,,1,16
Total,7,6,16
,Judge Of The Court Of Common Pleas - Republican,District Council 2nd District - Republican,17
,Beth Grossman,Michael Bradley,17
Beth Grossman,0,5,17
Michael Bradley,,0,17
Total,5,5,17
,Judge Of The Court Of Common Pleas - Republican,District Council 2nd District - Republican,18
,Beth Grossman,Michael Bradley,18
Beth Grossman,1,3,18
Michael Bradley,,0,18
Total,4,3,18
,Judge Of The Court Of Common Pleas - Republican,District Council 2nd District - Republican,19
,Beth Grossman,Michael Bradley,19
Beth Grossman,4,14,19
Michael Bradley,,1,19
Total,18,15,19
,District Council 2nd District - Republican,Judge Of The Court Of Common Pleas - Republican,20
,Michael Bradley,Beth Grossman,20
Michael Bradley,3,4,20
Beth Grossman,,0,20
Total,7,4,20
,Judge Of The Court Of Common Pleas - Republican,District Council 2nd District - Republican,22
,Beth Grossman,Michael Bradley,22
Beth Grossman,3,9,22
Michael Bradley,,1,22
Total,12,10,22
,Judge Of The Court Of Common Pleas - Republican,District Council 2nd District - Republican,23
,Beth Grossman,Michael Bradley,23
Beth Grossman,0,1,23
Michael Bradley,,0,23
Total,1,1,23
