col_1,col_2,col_3,col_4,col_5,division
,District Council 6th District - Republican,Judge Of The Superior Court - Republican,,,All
,Pete Smith,Megan Mccarthy King,Rebecca Warren,Christylee Peck,All
Pete Smith,45,396,304,194,All
Megan Mccarthy King,,26,218,168,All
Rebecca Warren,,,30,57,All
Christylee Peck,,,,8,All
Total,560,480,354,252,All
,District Council 6th District - Republican,Judge Of The Superior Court - Republican,,,1
,Pete Smith,Megan Mccarthy King,Rebecca Warren,Christylee Peck,1
Pete Smith,2,35,25,12,1
Megan Mccarthy King,,3,19,12,1
Rebecca Warren,,,3,3,1
Christylee Peck,,,,0,1
Total,45,42,29,17,1
,District Council 6th District - Republican,Judge Of The Superior Court - Republican,,,2
,Pete Smith,Megan Mccarthy King,Rebecca Warren,Christylee Peck,2
Pete Smith,3,25,21,12,2
Megan Mccarthy King,,1,14,12,2
Rebecca Warren,,,2,5,2
Christylee Peck,,,,0,2
Total,37,32,25,18,2
,District Council 6th District - Republican,Judge Of The Superior Court - Republican,,,3
,Pete Smith,Megan Mccarthy King,Rebecca Warren,Christylee Peck,3
Pete Smith,3,9,9,5,3
Megan Mccarthy King,,2,5,3,3
Rebecca Warren,,,1,1,3
Christylee Peck,,,,0,3
Total,17,11,10,5,3
,District Council 6th District - Republican,Judge Of The Superior Court - Republican,,,4
,Pete Smith,Rebecca Warren,Megan Mccarthy King,Christylee Peck,4
Pete Smith,4,23,19,13,4
Rebecca Warren,,3,14,6,4
Megan Mccarthy King,,,5,6,4
Christylee Peck,,,,1,4
Total,37,29,27,16,4
,Judge Of The Superior Court - Republican,,,District Council 6th District - Republican,5
,Megan Mccarthy King,Rebecca Warren,Christylee Peck,Pete Smith,5
Megan Mccarthy King,0,10,5,12,5
Rebecca Warren,,0,1,11,5
Christylee Peck,,,0,5,5
Pete Smith,,,,0,5
Total,16,12,8,16,5
,District Council 6th District - Republican,Judge Of The Superior Court - Republican,,,6
,Pete Smith,Megan Mccarthy King,Christylee Peck,Rebecca Warren,6
Pete Smith,0,4,3,2,6
Megan Mccarthy King,,0,2,1,6
Christylee Peck,,,0,1,6
Rebecca Warren,,,,0,6
Total,5,4,3,2,6
,District Council 6th District - Republican,Judge Of The Superior Court - Republican,,,7
,Pete Smith,Megan Mccarthy King,Rebecca Warren,Christylee Peck,7
Pete Smith,6,53,38,25,7
Megan Mccarthy King,,1,26,25,7
Rebecca Warren,,,2,7,7
Christylee Peck,,,,1,7
Total,72,62,40,34,7
,District Council 6th District - Republican,Judge Of The Superior Court - Republican,,,8
,Pete Smith,Megan Mccarthy King,Christylee Peck,Rebecca Warren,8
Pete Smith,1,9,4,4,8
Megan Mccarthy King,,0,4,2,8
Christylee Peck,,,0,1,8
Rebecca Warren,,,,0,8
Total,12,10,5,4,8
,District Council 6th District - Republican,Judge Of The Superior Court - Republican,,,9
,Pete Smith,Megan Mccarthy King,Rebecca Warren,Christylee Peck,9
Pete Smith,5,15,14,10,9
Megan Mccarthy King,,1,9,8,9
Rebecca Warren,,,0,4,9
Christylee Peck,,,,1,9
Total,27,20,15,14,9
,District Council 6th District - Republican,Judge Of The Superior Court - Republican,,,10
,Pete Smith,Megan Mccarthy King,Rebecca Warren,Christylee Peck,10
Pete Smith,3,39,22,20,10
Megan Mccarthy King,,3,20,17,10
Rebecca Warren,,,2,3,10
Christylee Peck,,,,1,10
Total,49,47,27,23,10
,Judge Of The Superior Court - Republican,,,District Council 6th District - Republican,11
,Megan Mccarthy King,Rebecca Warren,Christylee Peck,Pete Smith,11
Megan Mccarthy King,0,7,7,11,11
Rebecca Warren,,3,0,7,11
Christylee Peck,,,0,4,11
