col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Deja Lynn Alvarez,Willie Floyd Singletary,Erika Almirón,Justin Diberardinis,Sandra Dungee Glenn,Ogbonna Paul Hagins,Eryn Santamoor,Fareed Abdullah,Asa Khalif,Ethelind Baylor,Billy Thompson,Latrice Y Bryant,Fernando Treviño,Beth Finn,Joseph A Diorio,Edwin Santana,Hena Veit,Wayne Allen,Bobbie Curry,Wayne Edmund Dorsey,Vinny Black,Mark Ross,Devon Cade,Sherrie Cohen,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,All
Helen Gym,60,435,412,369,340,193,142,112,157,145,92,118,100,58,61,80,51,36,41,41,14,16,33,15,15,14,15,13,11,1,343,359,199,29,All
Isaiah Thomas,,8,337,360,317,47,35,57,82,90,52,19,39,62,47,55,29,31,21,18,14,14,8,16,7,13,7,16,14,0,130,320,92,20,All
Allan Domb,,,49,319,291,55,27,43,22,38,54,19,61,44,33,17,32,17,15,19,14,15,9,12,11,13,9,10,12,0,97,304,74,26,All
Derek S Green,,,,7,284,30,20,36,39,56,39,14,44,35,36,23,14,19,11,9,7,15,7,12,9,8,6,7,6,0,92,278,54,17,All
Katherine Gilmore Richardson,,,,,6,23,28,23,43,30,63,8,40,31,22,11,29,27,13,17,4,11,13,6,8,4,8,9,10,0,80,248,54,14,All
Adrián Rivera-reyes,,,,,,10,132,110,48,36,18,108,46,21,19,19,14,14,34,24,15,10,17,9,9,4,6,2,9,0,204,46,97,7,All
Deja Lynn Alvarez,,,,,,,18,102,41,19,22,85,25,15,18,15,14,25,30,13,11,4,10,2,9,9,6,6,5,1,141,40,94,5,All
Willie Floyd Singletary,,,,,,,,10,2,6,13,78,18,18,17,9,19,14,19,7,17,10,9,10,5,8,5,8,3,0,129,56,99,8,All
Erika Almirón,,,,,,,,,1,88,51,5,41,15,21,55,15,13,17,14,2,4,14,8,3,2,3,3,2,0,95,32,52,7,All
Justin Diberardinis,,,,,,,,,,1,37,3,49,11,8,57,2,7,14,8,17,15,5,4,3,2,3,4,3,0,87,48,35,5,All
Sandra Dungee Glenn,,,,,,,,,,,3,9,28,15,23,11,21,19,19,11,19,24,9,4,7,6,8,2,0,0,50,57,37,11,All
Ogbonna Paul Hagins,,,,,,,,,,,,3,9,15,9,6,12,7,10,6,2,3,5,3,4,1,4,2,1,1,97,23,50,2,All
Eryn Santamoor,,,,,,,,,,,,,0,12,6,5,14,17,19,11,10,8,9,4,8,3,3,7,8,0,64,38,45,10,All
Fareed Abdullah,,,,,,,,,,,,,,2,48,12,7,21,10,4,2,5,5,14,7,4,4,5,4,0,38,46,48,3,All
Asa Khalif,,,,,,,,,,,,,,,1,9,15,17,7,3,4,8,5,11,7,3,10,5,0,0,40,26,45,5,All
Ethelind Baylor,,,,,,,,,,,,,,,,3,4,8,2,6,2,8,6,8,2,0,1,1,0,0,47,24,27,3,All
Billy Thompson,,,,,,,,,,,,,,,,,1,12,10,6,9,4,7,4,7,4,8,4,2,0,24,32,20,10,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,1,8,10,7,5,5,8,5,4,6,7,6,0,29,28,34,8,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,2,7,20,19,10,5,8,3,1,1,2,0,36,23,20,5,All
Beth Finn,,,,,,,,,,,,,,,,,,,,1,6,6,8,4,4,2,4,3,4,0,33,12,23,4,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,0,15,8,1,5,3,3,5,5,0,18,21,15,4,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,1,1,5,2,1,2,0,1,0,20,15,14,2,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,0,4,1,1,5,2,1,0,29,14,10,3,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,0,3,5,4,4,2,0,17,9,18,1,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,9,2,1,16,9,8,6,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,0,7,16,10,3,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,0,12,17,5,3,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,9,18,7,2,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,9,10,4,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,0,0,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,All
Total,"1,101",646,645,524,475,387,315,309,214,203,192,184,180,146,127,119,105,103,102,76,67,63,58,49,46,42,40,38,33,1,623,597,445,67,All
