col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,City Commissioners - Democrat,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Lisa Deeley,Omar Sabir,Kahlil Williams,Marwan Kreidie,Annette Thompson,Jen Devor,Luigi Borda,Dennis Lee,Carla Cain,Robin Trent,Moira Bohannon,Warren Bloom,Lewis Harris Jr,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Eryn Santamoor,Justin Diberardinis,Adrián Rivera-reyes,Beth Finn,Deja Lynn Alvarez,Joseph A Diorio,Erika Almirón,Sandra Dungee Glenn,Willie Floyd Singletary,Billy Thompson,Ogbonna Paul Hagins,Fernando Treviño,Bobbie Curry,Vinny Black,Hena Veit,Mark Ross,Ethelind Baylor,Latrice Y Bryant,Asa Khalif,Fareed Abdullah,Wayne Allen,Edwin Santana,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,All
Lisa Deeley,77,526,85,86,108,43,58,57,40,32,27,19,5,898,777,514,452,409,279,264,198,224,152,137,86,114,102,92,92,62,74,76,60,47,47,39,33,21,29,32,27,23,0,All
Omar Sabir,,16,52,39,18,7,10,14,7,2,5,2,4,486,435,356,338,386,102,105,117,44,91,40,36,43,69,29,48,31,16,28,22,14,34,21,36,30,11,12,10,7,0,All
Kahlil Williams,,,5,19,27,64,10,13,6,10,8,5,8,213,175,111,92,74,131,80,52,57,37,23,69,34,25,26,12,45,23,13,17,16,17,17,33,23,12,15,10,7,0,All
Marwan Kreidie,,,,10,6,4,12,6,16,4,4,4,0,154,64,29,28,28,44,36,134,34,87,32,20,8,76,20,57,23,14,11,20,5,14,11,6,3,6,7,6,10,0,All
Annette Thompson,,,,,3,7,4,6,24,7,6,8,5,139,101,82,36,32,76,45,47,83,31,36,33,52,19,36,9,15,26,10,23,13,12,18,11,10,9,13,6,8,0,All
Jen Devor,,,,,,2,8,8,12,3,11,4,8,114,76,83,39,17,77,60,25,42,15,21,59,25,3,6,3,34,10,8,11,11,12,5,9,4,8,3,5,3,0,All
Luigi Borda,,,,,,,2,11,8,6,6,10,2,77,93,35,30,37,37,60,24,37,17,35,15,19,10,25,11,12,16,13,13,14,6,4,7,2,4,6,6,11,0,All
Dennis Lee,,,,,,,,1,4,10,2,14,7,66,87,29,31,21,35,32,24,32,16,50,8,11,12,47,9,12,24,19,6,23,6,12,5,4,11,6,12,13,0,All
