col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,City Commissioners - Democrat,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Annette Thompson,Dennis Lee,Carla Cain,Jen Devor,Lewis Harris Jr,Luigi Borda,Robin Trent,Warren Bloom,Moira Bohannon,Helen Gym,Allan Domb,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Deja Lynn Alvarez,Willie Floyd Singletary,Ogbonna Paul Hagins,Sandra Dungee Glenn,Fareed Abdullah,Erika Almirón,Asa Khalif,Latrice Y Bryant,Eryn Santamoor,Billy Thompson,Justin Diberardinis,Beth Finn,Mark Ross,Fernando Treviño,Ethelind Baylor,Bobbie Curry,Wayne Allen,Hena Veit,Joseph A Diorio,Edwin Santana,Wayne Edmund Dorsey,Vinny Black,Devon Cade,Sherrie Cohen,All
Omar Sabir,56,351,102,96,45,35,23,5,16,6,8,6,4,560,374,443,393,315,209,193,213,133,107,105,63,73,65,44,53,40,29,40,27,40,27,35,18,23,20,22,18,16,0,All
Lisa Deeley,,10,20,53,28,16,11,4,4,4,4,2,1,374,279,283,269,257,135,109,94,71,61,39,43,25,39,27,20,40,35,24,21,35,13,4,17,9,10,5,9,8,0,All
Kahlil Williams,,,7,16,35,9,7,19,17,9,9,9,2,145,125,136,104,63,60,53,47,15,31,55,54,55,35,44,26,32,25,23,23,13,17,22,11,10,11,17,4,8,0,All
Marwan Kreidie,,,,19,8,6,2,0,2,9,3,2,2,145,34,29,28,20,184,125,106,84,9,11,11,7,14,14,10,13,15,11,16,5,12,3,8,9,4,2,4,5,0,All
Annette Thompson,,,,,13,1,12,1,3,2,8,2,0,85,48,45,54,44,38,28,35,21,24,22,24,23,25,23,24,8,25,11,10,6,6,12,15,9,4,3,10,4,0,All
Dennis Lee,,,,,,1,3,8,1,5,3,2,1,41,28,31,30,28,18,14,14,6,27,17,4,12,7,14,22,3,9,3,9,2,9,11,11,11,7,4,6,7,0,All
Carla Cain,,,,,,,3,4,2,3,0,0,3,43,28,23,27,21,14,12,13,3,13,14,16,12,15,13,8,5,11,6,5,6,4,2,4,4,3,4,7,3,0,All
Jen Devor,,,,,,,,0,2,10,1,0,3,35,10,14,9,5,18,11,3,2,5,4,20,9,5,12,1,20,14,0,6,13,2,1,1,1,0,0,3,2,0,All
Lewis Harris Jr,,,,,,,,,2,0,3,1,0,30,24,17,12,9,7,7,13,6,6,9,4,9,10,4,11,0,5,7,2,3,7,3,0,2,6,6,2,3,0,All
Luigi Borda,,,,,,,,,,0,1,1,0,28,15,16,10,9,11,11,6,2,2,5,14,3,5,11,6,11,6,4,8,9,3,2,6,9,4,2,1,1,0,All
Robin Trent,,,,,,,,,,,0,0,0,16,9,12,12,11,12,10,3,4,13,6,9,9,3,8,6,4,9,2,5,5,4,3,4,1,4,4,1,2,0,All
Warren Bloom,,,,,,,,,,,,1,0,10,18,10,10,4,0,5,5,3,5,9,4,2,5,2,2,3,5,3,2,1,4,3,0,2,0,4,1,1,0,All
Moira Bohannon,,,,,,,,,,,,,0,12,7,5,5,4,9,3,0,1,2,3,4,5,2,3,0,4,3,0,1,0,1,2,2,0,0,2,1,0,0,All
Helen Gym,,,,,,,,,,,,,,29,336,342,338,246,216,180,159,154,83,61,99,57,50,62,51,77,44,25,36,54,20,21,24,21,12,16,9,11,0,All
Allan Domb,,,,,,,,,,,,,,,25,372,389,278,45,30,43,17,76,68,23,37,26,44,32,26,22,33,16,9,21,23,7,18,12,14,10,14,0,All
Isaiah Thomas,,,,,,,,,,,,,,,,11,387,305,50,29,43,14,82,73,67,61,41,36,36,48,18,25,15,51,14,19,12,10,14,16,5,10,0,All
Derek S Green,,,,,,,,,,,,,,,,,10,303,35,30,39,15,103,70,32,35,31,28,31,43,13,23,8,32,13,22,8,7,8,12,6,6,0,All
Katherine Gilmore Richardson,,,,,,,,,,,,,,,,,,5,29,27,20,14,82,34,32,26,33,36,21,22,31,5,12,8,14,13,14,2,8,10,12,10,0,All
Adrián Rivera-reyes,,,,,,,,,,,,,,,,,,,7,172,159,131,15,22,44,30,21,21,19,25,31,7,28,13,7,4,14,8,10,3,7,5,0,All
Deja Lynn Alvarez,,,,,,,,,,,,,,,,,,,,9,156,128,18,20,35,23,29,18,14,13,22,16,26,6,12,3,14,15,8,10,5,6,0,All
