col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,All
,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Eryn Santamoor,Justin Diberardinis,Adrián Rivera-reyes,Beth Finn,Deja Lynn Alvarez,Joseph A Diorio,Willie Floyd Singletary,Erika Almirón,Sandra Dungee Glenn,Billy Thompson,Ogbonna Paul Hagins,Vinny Black,Fernando Treviño,Bobbie Curry,Ethelind Baylor,Latrice Y Bryant,Mark Ross,Edwin Santana,Fareed Abdullah,Hena Veit,Asa Khalif,Wayne Allen,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,David H Conroy,Theresa Brunson,All
Helen Gym,39,612,462,390,390,295,197,143,120,123,65,101,109,81,62,86,32,52,33,45,34,21,21,23,32,22,19,13,12,0,655,334,All
Allan Domb,,40,393,400,376,256,222,51,91,42,96,37,40,64,72,8,54,24,42,32,18,40,19,24,20,19,24,20,16,0,621,216,All
Katherine Gilmore Richardson,,,3,326,340,149,86,32,70,25,37,19,67,63,18,7,17,35,20,21,16,15,10,10,18,10,9,5,3,0,384,162,All
Derek S Green,,,,5,350,88,88,12,10,18,21,13,18,24,28,4,28,4,13,22,9,12,14,11,5,8,12,4,4,0,366,94,All
Isaiah Thomas,,,,,3,70,89,25,18,20,16,14,22,22,17,4,13,12,4,30,17,6,11,20,7,18,9,6,4,0,382,86,All
Eryn Santamoor,,,,,,14,137,56,68,42,50,26,66,34,32,11,25,34,23,13,15,20,14,5,20,10,7,3,13,0,248,158,All
Justin Diberardinis,,,,,,,5,23,48,15,44,6,29,23,24,9,29,17,23,24,12,16,10,8,9,11,10,6,9,0,215,92,All
Adrián Rivera-reyes,,,,,,,,5,30,112,18,90,16,16,16,72,8,25,6,11,12,3,14,12,9,14,3,2,5,0,131,105,All
Beth Finn,,,,,,,,,2,23,36,9,42,51,28,5,17,12,15,16,16,15,11,5,24,5,11,11,10,0,82,127,All
Deja Lynn Alvarez,,,,,,,,,,4,16,80,26,7,7,68,3,21,6,11,14,2,16,6,7,6,2,4,2,0,112,88,All
Joseph A Diorio,,,,,,,,,,,4,14,6,19,27,10,17,9,27,1,7,22,11,6,7,6,11,13,8,0,112,54,All
Willie Floyd Singletary,,,,,,,,,,,,9,6,11,16,69,6,9,8,6,11,6,2,5,7,6,6,6,3,0,88,74,All
Erika Almirón,,,,,,,,,,,,,1,31,6,5,7,30,6,14,15,2,6,2,6,8,2,8,3,0,62,76,All
Sandra Dungee Glenn,,,,,,,,,,,,,,1,17,4,8,3,12,8,12,11,3,6,14,7,2,6,2,0,44,92,All
Billy Thompson,,,,,,,,,,,,,,,4,5,13,4,21,3,6,15,8,4,2,3,12,5,8,0,76,48,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,4,2,9,1,1,1,4,3,2,5,3,1,3,1,0,56,48,All
Vinny Black,,,,,,,,,,,,,,,,,3,3,7,6,5,5,3,3,7,4,8,6,9,0,64,29,All
Fernando Treviño,,,,,,,,,,,,,,,,,,0,4,3,7,2,12,9,3,4,1,4,1,0,43,38,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,2,4,3,12,6,4,1,2,6,10,6,0,47,28,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,0,8,4,2,3,1,5,4,1,0,0,39,33,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,0,4,3,6,2,5,6,0,2,0,21,44,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,2,5,3,2,0,30,33,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,2,5,0,3,5,3,3,0,31,20,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,1,3,18,3,1,1,0,18,34,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,0,6,4,5,4,0,19,37,All
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,0,17,31,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,0,26,19,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,24,15,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,17,15,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
David H Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,All
Theresa Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,All
Total,"1,171","1,023",620,533,530,496,374,263,230,225,189,182,159,151,141,119,109,96,88,79,74,71,62,60,60,57,52,41,37,0,"1,109",598,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,1
,Allan Domb,Helen Gym,Eryn Santamoor,Justin Diberardinis,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Joseph A Diorio,Beth Finn,Adrián Rivera-reyes,Willie Floyd Singletary,Erika Almirón,Ogbonna Paul Hagins,Deja Lynn Alvarez,Mark Ross,Sandra Dungee Glenn,Vinny Black,Bobbie Curry,Ethelind Baylor,Wayne Allen,Wayne Edmund Dorsey,Billy Thompson,Devon Cade,Fareed Abdullah,Fernando Treviño,Hena Veit,Asa Khalif,Edwin Santana,Latrice Y Bryant,Sherrie Cohen,David H Conroy,Theresa Brunson,1
Allan Domb,0,20,18,14,15,14,9,7,5,2,2,2,2,0,1,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,21,11,1
Helen Gym,,2,16,10,12,9,6,3,4,3,3,2,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,11,1
Eryn Santamoor,,,1,12,9,7,7,4,4,3,1,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,7,1
Justin Diberardinis,,,,0,1,2,2,4,0,0,1,1,1,1,1,1,1,2,0,1,1,0,1,0,1,0,0,0,0,0,10,5,1
Katherine Gilmore Richardson,,,,,0,7,7,3,5,2,3,3,2,0,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,9,8,1
Derek S Green,,,,,,2,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,1,1
Isaiah Thomas,,,,,,,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,1
Joseph A Diorio,,,,,,,,0,4,1,3,0,1,1,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,6,1,1
Beth Finn,,,,,,,,,0,0,1,2,0,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,1
Adrián Rivera-reyes,,,,,,,,,,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
Willie Floyd Singletary,,,,,,,,,,,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
Erika Almirón,,,,,,,,,,,,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,1
Ogbonna Paul Hagins,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1
Deja Lynn Alvarez,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
Mark Ross,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1
Sandra Dungee Glenn,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1
Vinny Black,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Bobbie Curry,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Ethelind Baylor,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
Wayne Allen,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,1,0,0,0,0,0,0,1,1
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
Billy Thompson,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,1
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1,1
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
David H Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1
Theresa Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,40,33,26,19,19,18,11,10,9,6,6,5,5,3,3,3,3,2,2,2,2,1,1,1,1,1,0,0,0,0,35,15,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,2
,Allan Domb,Helen Gym,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Beth Finn,Erika Almirón,Sandra Dungee Glenn,Justin Diberardinis,Eryn Santamoor,Bobbie Curry,Joseph A Diorio,Deja Lynn Alvarez,Billy Thompson,Adrián Rivera-reyes,Asa Khalif,Mark Ross,Ethelind Baylor,Fernando Treviño,Vinny Black,Wayne Edmund Dorsey,Willie Floyd Singletary,Devon Cade,Edwin Santana,Fareed Abdullah,Hena Veit,Latrice Y Bryant,Ogbonna Paul Hagins,Wayne Allen,Sherrie Cohen,David H Conroy,Theresa Brunson,2
Allan Domb,4,30,17,19,13,5,5,7,9,6,2,2,1,5,2,2,2,2,1,4,1,1,1,0,3,1,1,0,0,0,26,11,2
Helen Gym,,1,16,16,14,9,10,8,6,5,2,4,4,2,3,4,1,2,2,2,1,2,3,2,2,1,2,2,0,0,23,18,2
Isaiah Thomas,,,0,11,12,2,4,2,2,1,1,2,1,0,1,2,0,2,1,2,2,1,2,1,2,2,1,0,1,0,17,5,2
Derek S Green,,,,0,10,1,3,1,6,3,0,1,3,2,1,1,1,1,2,0,1,0,0,1,1,0,0,0,0,0,14,7,2
Katherine Gilmore Richardson,,,,,0,4,1,4,3,2,2,2,0,1,1,1,1,0,2,0,0,2,1,1,1,2,0,1,1,0,15,6,2
Beth Finn,,,,,,1,7,6,5,2,2,0,1,2,1,0,1,1,1,0,1,0,1,2,1,0,0,0,1,0,6,11,2
Erika Almirón,,,,,,,0,4,3,1,1,3,1,0,1,2,1,1,2,1,4,1,2,1,0,0,2,0,0,0,7,8,2
Sandra Dungee Glenn,,,,,,,,0,1,2,3,2,0,2,1,0,1,0,1,2,0,3,0,0,2,1,1,1,0,0,3,10,2
Justin Diberardinis,,,,,,,,,0,3,1,1,1,2,0,1,1,2,0,0,0,0,1,0,1,0,0,0,1,0,8,4,2
Eryn Santamoor,,,,,,,,,,0,1,1,2,2,0,1,3,0,1,0,0,0,0,0,0,1,1,1,0,0,7,3,2
Bobbie Curry,,,,,,,,,,,2,2,1,2,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,7,1,2
Joseph A Diorio,,,,,,,,,,,,0,2,0,0,1,2,0,1,1,2,1,1,0,0,0,0,0,0,0,6,4,2
Deja Lynn Alvarez,,,,,,,,,,,,,0,0,1,1,1,2,1,0,2,1,0,1,0,1,2,2,0,0,4,5,2
Billy Thompson,,,,,,,,,,,,,,1,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,5,2,2
Adrián Rivera-reyes,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,3,3,2
Asa Khalif,,,,,,,,,,,,,,,,0,1,2,0,0,0,0,0,0,1,1,1,0,1,0,2,3,2
Mark Ross,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,3,2
Ethelind Baylor,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,1,0,1,0,1,0,3,1,2
Fernando Treviño,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,0,1,0,0,0,2,3,2
Vinny Black,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,3,1,2
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,4,1,2
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,0,0,3,2,2
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,3,1,2
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,3,2
