col_1,col_2,division
,Mayor - Republican,All
,Billy Ciancaglini,All
Billy Ciancaglini,26,All
Total,26,All
,Mayor - Republican,1
,Billy Ciancaglini,1
Billy Ciancaglini,2,1
Total,2,1
,Mayor - Republican,5
,Billy Ciancaglini,5
Billy Ciancaglini,4,5
Total,4,5
,Mayor - Republican,6
,Billy Ciancaglini,6
Billy Ciancaglini,5,6
Total,5,6
,Mayor - Republican,7
,Billy Ciancaglini,7
Billy Ciancaglini,1,7
Total,1,7
,Mayor - Republican,11
,Billy Ciancaglini,11
Billy Ciancaglini,1,11
Total,1,11
,Mayor - Republican,14
,Billy Ciancaglini,14
Billy Ciancaglini,1,14
Total,1,14
,Mayor - Republican,15
,Billy Ciancaglini,15
Billy Ciancaglini,2,15
Total,2,15
,Mayor - Republican,16
,Billy Ciancaglini,16
Billy Ciancaglini,3,16
Total,3,16
,Mayor - Republican,17
,Billy Ciancaglini,17
Billy Ciancaglini,3,17
Total,3,17
,Mayor - Republican,19
,Billy Ciancaglini,19
Billy Ciancaglini,1,19
Total,1,19
,Mayor - Republican,22
,Billy Ciancaglini,22
Billy Ciancaglini,1,22
Total,1,22
,Mayor - Republican,24
,Billy Ciancaglini,24
Billy Ciancaglini,2,24
Total,2,24
