col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,District Council 1st District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Mark F Squilla,Lou Lanni,Lisa Deeley,Omar Sabir,Kahlil Williams,Annette Thompson,Marwan Kreidie,Jen Devor,Luigi Borda,Carla Cain,Moira Bohannon,Dennis Lee,Robin Trent,Warren Bloom,Lewis Harris Jr,All
Mark F Squilla,100,0,239,112,130,93,77,81,64,55,45,38,27,14,9,All
Lou Lanni,,22,84,59,38,32,41,23,23,18,13,11,14,9,3,All
Lisa Deeley,,,8,67,31,39,17,10,23,14,9,14,6,4,2,All
Omar Sabir,,,,5,22,6,22,1,6,6,2,4,2,2,1,All
Kahlil Williams,,,,,4,17,18,47,4,4,9,6,3,0,1,All
Annette Thompson,,,,,,2,7,9,3,18,7,1,5,3,1,All
Marwan Kreidie,,,,,,,1,4,12,4,4,2,7,2,1,All
Jen Devor,,,,,,,,1,11,5,9,1,4,0,0,All
Luigi Borda,,,,,,,,,2,5,2,3,2,5,1,All
Carla Cain,,,,,,,,,,1,8,3,1,3,1,All
Moira Bohannon,,,,,,,,,,,0,2,3,0,1,All
Dennis Lee,,,,,,,,,,,,1,5,1,0,All
Robin Trent,,,,,,,,,,,,,1,1,2,All
Warren Bloom,,,,,,,,,,,,,,0,0,All
Lewis Harris Jr,,,,,,,,,,,,,,,0,All
Total,675,242,349,192,180,129,123,108,94,75,61,50,44,23,12,All
,District Council 1st District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,1
,Mark F Squilla,Lou Lanni,Lisa Deeley,Luigi Borda,Kahlil Williams,Jen Devor,Marwan Kreidie,Omar Sabir,Annette Thompson,Warren Bloom,Lewis Harris Jr,Moira Bohannon,Carla Cain,Dennis Lee,Robin Trent,1
Mark F Squilla,8,0,13,12,9,9,5,1,2,2,1,1,0,0,0,1
Lou Lanni,,2,4,0,2,0,3,2,1,1,0,0,0,0,0,1
Lisa Deeley,,,0,2,4,0,0,4,0,0,0,0,0,0,0,1
Luigi Borda,,,,0,0,3,4,0,0,1,1,0,0,0,0,1
Kahlil Williams,,,,,0,5,1,0,0,0,0,1,0,0,0,1
Jen Devor,,,,,,0,0,0,0,0,0,0,0,0,0,1
Marwan Kreidie,,,,,,,0,0,1,1,0,0,0,0,0,1
Omar Sabir,,,,,,,,0,0,0,0,0,0,0,0,1
Annette Thompson,,,,,,,,,0,1,0,0,0,0,0,1
Warren Bloom,,,,,,,,,,0,0,0,0,0,0,1
Lewis Harris Jr,,,,,,,,,,,0,0,0,0,0,1
Moira Bohannon,,,,,,,,,,,,0,0,0,0,1
Carla Cain,,,,,,,,,,,,,0,0,0,1
Dennis Lee,,,,,,,,,,,,,,0,0,1
Robin Trent,,,,,,,,,,,,,,,0,1
Total,41,9,18,12,11,9,8,4,3,3,1,1,0,0,0,1
,District Council 1st District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,2
,Mark F Squilla,Lou Lanni,Lisa Deeley,Kahlil Williams,Omar Sabir,Annette Thompson,Marwan Kreidie,Luigi Borda,Carla Cain,Dennis Lee,Jen Devor,Lewis Harris Jr,Moira Bohannon,Robin Trent,Warren Bloom,2
Mark F Squilla,1,0,6,4,0,3,4,2,0,2,0,1,1,1,1,2
Lou Lanni,,1,7,2,5,1,1,1,2,0,2,0,0,0,0,2
Lisa Deeley,,,1,0,3,2,0,1,0,0,0,0,1,0,0,2
Kahlil Williams,,,,1,1,1,1,0,1,1,1,1,0,0,0,2
Omar Sabir,,,,,0,0,0,0,0,0,0,0,0,0,0,2
Annette Thompson,,,,,,1,1,0,0,0,0,0,0,0,0,2
Marwan Kreidie,,,,,,,0,2,0,0,0,0,0,0,1,2
Luigi Borda,,,,,,,,0,0,0,0,0,0,0,0,2
Carla Cain,,,,,,,,,0,0,1,0,0,0,0,2
Dennis Lee,,,,,,,,,,0,0,0,0,1,0,2
Jen Devor,,,,,,,,,,,0,0,0,0,0,2
Lewis Harris Jr,,,,,,,,,,,,0,0,0,0,2
Moira Bohannon,,,,,,,,,,,,,0,0,0,2
Robin Trent,,,,,,,,,,,,,,0,0,2
Warren Bloom,,,,,,,,,,,,,,,0,2
Total,15,14,14,8,6,5,5,3,2,2,2,1,1,1,1,2
,District Council 1st District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,3
,Mark F Squilla,Lou Lanni,Lisa Deeley,Jen Devor,Kahlil Williams,Marwan Kreidie,Annette Thompson,Carla Cain,Omar Sabir,Moira Bohannon,Dennis Lee,Luigi Borda,Robin Trent,Lewis Harris Jr,Warren Bloom,3
Mark F Squilla,14,0,19,14,14,12,12,7,6,6,2,4,2,0,1,3
Lou Lanni,,2,2,3,1,3,0,1,1,0,3,1,0,1,0,3
Lisa Deeley,,,0,2,4,0,3,0,2,0,1,1,0,0,0,3
Jen Devor,,,,1,5,3,0,2,0,1,1,2,1,0,0,3
Kahlil Williams,,,,,0,3,0,0,0,0,0,0,0,0,0,3
Marwan Kreidie,,,,,,0,2,0,2,1,1,0,0,1,0,3
Annette Thompson,,,,,,,1,3,0,1,0,1,0,0,1,3
Carla Cain,,,,,,,,0,1,2,0,0,0,0,0,3
Omar Sabir,,,,,,,,,0,1,1,0,0,0,0,3
Moira Bohannon,,,,,,,,,,0,0,0,0,0,0,3
Dennis Lee,,,,,,,,,,,0,1,0,0,0,3
Luigi Borda,,,,,,,,,,,,0,0,0,0,3
Robin Trent,,,,,,,,,,,,,0,0,0,3
Lewis Harris Jr,,,,,,,,,,,,,,0,0,3
Warren Bloom,,,,,,,,,,,,,,,0,3
Total,70,11,21,18,15,15,13,8,7,6,5,5,2,1,1,3
,District Council 1st District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,4
,Mark F Squilla,Lou Lanni,Lisa Deeley,Kahlil Williams,Annette Thompson,Marwan Kreidie,Jen Devor,Omar Sabir,Moira Bohannon,Carla Cain,Dennis Lee,Luigi Borda,Robin Trent,Warren Bloom,Lewis Harris Jr,4
Mark F Squilla,10,0,13,11,9,8,7,4,4,4,3,4,3,1,0,4
Lou Lanni,,2,5,3,2,2,1,4,2,1,1,0,0,0,0,4
Lisa Deeley,,,0,1,3,1,0,1,1,2,2,1,0,0,0,4
Kahlil Williams,,,,0,2,2,4,2,0,0,1,1,1,0,0,4
Annette Thompson,,,,,0,1,0,0,2,1,0,0,1,0,0,4
Marwan Kreidie,,,,,,1,0,2,1,0,0,1,0,0,0,4
Jen Devor,,,,,,,0,0,1,1,0,0,1,0,0,4
Omar Sabir,,,,,,,,0,1,0,1,0,0,0,0,4
Moira Bohannon,,,,,,,,,0,0,0,0,0,0,0,4
Carla Cain,,,,,,,,,,0,0,0,0,1,0,4
Dennis Lee,,,,,,,,,,,0,0,0,0,0,4
Luigi Borda,,,,,,,,,,,,0,0,0,0,4
Robin Trent,,,,,,,,,,,,,0,0,0,4
Warren Bloom,,,,,,,,,,,,,,0,0,4
Lewis Harris Jr,,,,,,,,,,,,,,,0,4
Total,51,13,18,14,11,11,8,8,6,5,4,4,3,1,0,4
,District Council 1st District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,5
,Mark F Squilla,Lou Lanni,Lisa Deeley,Jen Devor,Annette Thompson,Kahlil Williams,Moira Bohannon,Carla Cain,Marwan Kreidie,Luigi Borda,Omar Sabir,Dennis Lee,Robin Trent,Lewis Harris Jr,Warren Bloom,5
Mark F Squilla,12,0,26,10,8,6,8,8,7,6,7,3,2,1,0,5
Lou Lanni,,1,1,3,2,3,1,1,2,1,1,2,2,0,0,5
Lisa Deeley,,,1,3,5,0,2,1,1,4,3,0,1,0,0,5
Jen Devor,,,,0,1,3,2,1,1,0,1,0,0,0,0,5
Annette Thompson,,,,,0,0,0,1,1,1,0,0,0,0,0,5
Kahlil Williams,,,,,,0,2,1,1,0,0,1,1,0,0,5
Moira Bohannon,,,,,,,0,3,0,0,0,0,0,0,0,5
Carla Cain,,,,,,,,0,2,0,0,0,0,0,0,5
