col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,District Council 9th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Cherelle L Parker,Joshua Roberts,Jennifer Schultz,Wendi Barish,James C Crumlish,Carmella Jacquinto,Craig Levin,Anthony Kyriakakis,Henry Mcgregor Sias,Jon Marshall,Tiffany Palmer,Kendra Mccrae,Leon Goodman,Terri M Booker,Nicola Serianni,Beth Grossman,Cateria R Mccabe,Chris Hall,Kay Yu,Laurie Dow,Sherman Toppin,Janine D Momasso,Robert Trimble,James F Berardinelli,Vicki Markovitz,Gregory Weyer,All
Cherelle L Parker,50,256,179,135,131,130,120,114,100,96,67,60,58,59,51,54,42,48,36,35,31,30,28,26,25,8,All
Joshua Roberts,,11,64,101,107,98,63,101,95,63,13,13,20,18,20,18,21,18,13,10,15,5,13,9,7,3,All
Jennifer Schultz,,,13,28,21,25,70,12,3,61,31,30,21,17,39,28,13,18,13,11,11,14,15,10,12,5,All
Wendi Barish,,,,2,80,86,21,80,76,11,14,19,10,15,15,17,8,6,12,15,2,12,7,10,5,3,All
James C Crumlish,,,,,1,88,17,85,76,15,17,11,11,14,12,9,13,15,11,8,7,5,9,9,5,2,All
Carmella Jacquinto,,,,,,0,11,88,84,3,16,21,13,7,7,10,17,11,15,6,10,11,7,4,4,2,All
Craig Levin,,,,,,,7,9,6,58,13,10,17,11,21,16,8,13,5,10,8,9,8,5,5,1,All
Anthony Kyriakakis,,,,,,,,1,86,5,10,7,5,8,4,10,22,7,12,0,8,6,5,6,3,1,All
Henry Mcgregor Sias,,,,,,,,,0,3,8,3,5,5,3,5,18,2,11,5,7,4,3,7,1,1,All
Jon Marshall,,,,,,,,,,2,14,7,15,11,21,10,9,12,6,5,8,6,7,4,9,2,All
Tiffany Palmer,,,,,,,,,,,0,27,18,26,19,18,19,15,11,9,4,8,9,7,6,1,All
Kendra Mccrae,,,,,,,,,,,,1,18,24,18,17,14,14,12,6,8,10,9,4,4,2,All
Leon Goodman,,,,,,,,,,,,,1,18,11,9,12,14,7,4,12,9,12,7,7,1,All
Terri M Booker,,,,,,,,,,,,,,0,15,15,8,17,1,13,8,6,7,1,12,3,All
Nicola Serianni,,,,,,,,,,,,,,,2,15,10,6,5,6,7,5,6,6,9,1,All
Beth Grossman,,,,,,,,,,,,,,,,1,10,10,10,13,2,4,4,8,7,4,All
Cateria R Mccabe,,,,,,,,,,,,,,,,,1,3,7,3,10,10,3,6,3,2,All
Chris Hall,,,,,,,,,,,,,,,,,,1,4,11,7,4,11,6,4,1,All
Kay Yu,,,,,,,,,,,,,,,,,,,2,6,2,6,2,5,5,3,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,0,6,5,4,7,5,2,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,0,9,4,4,3,3,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,0,2,6,4,4,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,0,2,3,1,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,,0,2,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,564,288,208,147,144,142,136,127,110,107,75,68,64,63,62,61,57,51,43,38,37,35,33,30,27,12,All
,District Council 9th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,12
