col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Judge Of The Municipal Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Theresa Brunson,David H Conroy,Joshua Roberts,Carmella Jacquinto,Wendi Barish,James C Crumlish,Jennifer Schultz,Anthony Kyriakakis,Henry Mcgregor Sias,Craig Levin,Jon Marshall,Tiffany Palmer,Kendra Mccrae,Leon Goodman,Terri M Booker,Cateria R Mccabe,Sherman Toppin,Nicola Serianni,Beth Grossman,Janine D Momasso,Chris Hall,Laurie Dow,Kay Yu,James F Berardinelli,Robert Trimble,Vicki Markovitz,Gregory Weyer,All
Theresa Brunson,185,0,"1,216",851,866,776,487,648,653,349,274,353,345,273,306,244,191,193,214,194,154,182,131,107,91,89,65,All
David H Conroy,,31,300,111,84,121,253,108,85,176,145,63,62,93,53,90,99,59,33,18,59,30,32,26,33,18,17,All
Joshua Roberts,,,50,759,736,778,257,666,686,258,251,117,119,135,122,130,136,93,77,49,63,52,40,37,49,24,31,All
Carmella Jacquinto,,,,5,669,660,95,662,662,75,32,115,136,85,94,141,110,47,55,67,48,72,48,24,34,33,20,All
Wendi Barish,,,,,14,653,150,583,582,98,62,125,131,84,105,82,60,90,98,63,58,65,49,25,43,43,18,All
James C Crumlish,,,,,,4,106,592,579,124,79,67,75,90,56,48,45,60,43,47,61,45,37,40,57,14,13,All
Jennifer Schultz,,,,,,,38,39,28,278,239,124,118,89,80,83,57,139,113,44,64,68,45,23,41,52,20,All
Anthony Kyriakakis,,,,,,,,4,632,33,19,60,51,51,30,103,87,23,23,38,44,22,31,17,14,12,19,All
Henry Mcgregor Sias,,,,,,,,,1,19,16,43,30,51,33,102,85,18,22,32,12,17,21,37,13,12,12,All
Craig Levin,,,,,,,,,,33,210,68,72,85,77,45,51,77,59,40,44,47,27,37,30,23,18,All
Jon Marshall,,,,,,,,,,,27,63,71,75,60,32,41,66,43,16,47,27,24,12,34,9,14,All
Tiffany Palmer,,,,,,,,,,,,7,179,137,148,114,70,65,104,63,91,78,64,47,30,34,26,All
Kendra Mccrae,,,,,,,,,,,,,3,135,143,123,62,84,68,70,80,76,76,23,54,33,24,All
Leon Goodman,,,,,,,,,,,,,,7,126,108,83,71,60,64,65,55,37,48,41,30,23,All
Terri M Booker,,,,,,,,,,,,,,,7,74,74,50,73,53,75,64,50,17,31,24,27,All
Cateria R Mccabe,,,,,,,,,,,,,,,,2,96,65,42,96,29,49,30,46,22,19,12,All
Sherman Toppin,,,,,,,,,,,,,,,,,8,38,28,29,46,38,22,17,19,19,24,All
Nicola Serianni,,,,,,,,,,,,,,,,,,2,56,34,19,47,28,14,23,33,9,All
Beth Grossman,,,,,,,,,,,,,,,,,,,2,32,43,53,31,25,10,41,19,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,5,19,40,27,61,12,20,11,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,1,39,39,25,38,16,22,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,6,30,24,14,22,10,All
Kay Yu,,,,,,,,,,,,,,,,,,,,,,,25,12,15,20,10,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,1,13,16,14,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,1,11,7,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,2,All
Total,"2,398",618,"1,655","1,043","1,029",971,825,823,797,598,481,465,451,420,398,381,322,278,271,244,239,238,208,146,142,122,97,All
,Judge Of The Municipal Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Theresa Brunson,David H Conroy,Joshua Roberts,James C Crumlish,Wendi Barish,Carmella Jacquinto,Anthony Kyriakakis,Henry Mcgregor Sias,Jennifer Schultz,Kendra Mccrae,Tiffany Palmer,Craig Levin,Sherman Toppin,Terri M Booker,Beth Grossman,Jon Marshall,Laurie Dow,Leon Goodman,Chris Hall,Nicola Serianni,Cateria R Mccabe,Janine D Momasso,Kay Yu,Vicki Markovitz,Robert Trimble,James F Berardinelli,Gregory Weyer,1
Theresa Brunson,8,0,49,31,31,31,23,23,15,13,17,13,11,14,9,10,12,7,6,7,4,8,4,6,5,4,2,1
David H Conroy,,1,8,5,1,2,2,3,7,4,1,5,3,3,4,2,1,4,5,2,2,0,2,2,3,1,1,1
Joshua Roberts,,,0,25,21,24,21,18,9,8,8,6,8,6,3,5,5,3,5,4,3,1,2,4,3,1,0,1
James C Crumlish,,,,0,21,22,21,19,4,5,3,7,2,1,4,2,7,3,3,2,1,5,1,2,5,5,0,1
Wendi Barish,,,,,0,17,18,16,7,6,7,0,5,4,5,1,6,2,2,3,1,1,2,3,3,0,0,1
Carmella Jacquinto,,,,,,0,20,18,6,3,1,6,2,5,2,0,7,3,0,0,3,6,2,3,2,4,0,1
Anthony Kyriakakis,,,,,,,0,20,2,2,0,3,3,1,0,1,2,2,1,2,2,0,1,1,1,0,1,1
Henry Mcgregor Sias,,,,,,,,0,4,2,2,2,2,3,2,2,0,1,0,1,3,1,1,2,2,0,1,1
Jennifer Schultz,,,,,,,,,0,5,5,5,1,6,6,2,3,3,1,3,3,2,2,3,3,0,0,1
Kendra Mccrae,,,,,,,,,,1,9,2,3,7,3,4,3,4,4,2,5,1,4,1,5,1,0,1
Tiffany Palmer,,,,,,,,,,,0,3,7,9,6,2,5,3,5,3,1,0,4,1,2,0,1,1
Craig Levin,,,,,,,,,,,,0,2,3,4,3,5,2,4,2,0,4,2,2,1,4,1,1
Sherman Toppin,,,,,,,,,,,,,0,7,2,2,4,6,4,4,3,2,1,2,1,0,2,1
Terri M Booker,,,,,,,,,,,,,,0,5,1,4,6,5,2,3,3,2,2,1,0,2,1
Beth Grossman,,,,,,,,,,,,,,,1,1,2,3,3,2,1,1,0,3,1,1,1,1
Jon Marshall,,,,,,,,,,,,,,,,2,0,1,2,1,1,1,2,0,2,0,1,1
Laurie Dow,,,,,,,,,,,,,,,,,0,2,1,1,0,4,0,1,2,4,2,1
Leon Goodman,,,,,,,,,,,,,,,,,,0,2,3,4,2,4,4,0,0,1,1
Chris Hall,,,,,,,,,,,,,,,,,,,0,0,0,0,2,1,1,1,1,1
Nicola Serianni,,,,,,,,,,,,,,,,,,,,0,2,0,2,3,1,0,1,1
Cateria R Mccabe,,,,,,,,,,,,,,,,,,,,,0,3,4,1,1,0,0,1
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,4,0,1
Kay Yu,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,1
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,94,17,59,36,35,34,27,27,23,20,19,18,18,18,14,14,14,14,11,11,10,9,9,9,8,5,3,1
,Judge Of The Municipal Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,2
