col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,District Council 7th District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Maria Quiñones Sánchez,Angel L Cruz,Kahlil Williams,Jen Devor,Lisa Deeley,Omar Sabir,Marwan Kreidie,Luigi Borda,Annette Thompson,Carla Cain,Moira Bohannon,Robin Trent,Lewis Harris Jr,Dennis Lee,Warren Bloom,All
Maria Quiñones Sánchez,24,0,32,36,18,12,17,9,5,6,6,5,1,2,1,All
Angel L Cruz,,10,21,14,23,27,6,3,4,3,2,3,1,0,0,All
Kahlil Williams,,,1,34,1,6,5,2,0,2,0,3,0,0,0,All
Jen Devor,,,,1,2,1,2,4,2,1,0,0,1,0,0,All
Lisa Deeley,,,,,0,20,5,1,1,5,2,0,0,0,0,All
Omar Sabir,,,,,,0,2,0,2,1,1,1,1,0,1,All
Marwan Kreidie,,,,,,,0,2,0,0,2,3,0,0,0,All
Luigi Borda,,,,,,,,0,1,0,1,0,0,0,0,All
Annette Thompson,,,,,,,,,0,0,2,1,0,0,0,All
Carla Cain,,,,,,,,,,0,0,0,0,0,0,All
Moira Bohannon,,,,,,,,,,,0,0,0,0,0,All
Robin Trent,,,,,,,,,,,,0,0,1,0,All
Lewis Harris Jr,,,,,,,,,,,,,1,0,0,All
Dennis Lee,,,,,,,,,,,,,,0,0,All
Warren Bloom,,,,,,,,,,,,,,,0,All
Total,105,71,57,53,43,41,26,12,9,9,9,9,3,2,1,All
,District Council 7th District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,2
,Maria Quiñones Sánchez,Angel L Cruz,Omar Sabir,Lisa Deeley,Jen Devor,Kahlil Williams,Lewis Harris Jr,Luigi Borda,Moira Bohannon,Dennis Lee,Marwan Kreidie,Robin Trent,Annette Thompson,Carla Cain,Warren Bloom,2
Maria Quiñones Sánchez,9,0,3,5,1,1,0,1,1,1,1,1,0,0,0,2
Angel L Cruz,,2,12,8,0,0,1,1,1,0,0,0,0,0,0,2
Omar Sabir,,,0,12,0,0,1,0,0,0,0,0,0,0,0,2
Lisa Deeley,,,,0,0,0,0,0,1,0,0,0,0,0,0,2
Jen Devor,,,,,0,2,0,0,0,0,0,0,0,0,0,2
Kahlil Williams,,,,,,0,0,0,0,0,0,0,0,0,0,2
Lewis Harris Jr,,,,,,,1,0,0,0,0,0,0,0,0,2
Luigi Borda,,,,,,,,0,1,0,1,0,0,0,0,2
Moira Bohannon,,,,,,,,,0,0,0,0,0,0,0,2
Dennis Lee,,,,,,,,,,0,0,1,0,0,0,2
Marwan Kreidie,,,,,,,,,,,0,0,0,0,0,2
Robin Trent,,,,,,,,,,,,0,0,0,0,2
Annette Thompson,,,,,,,,,,,,,0,0,0,2
Carla Cain,,,,,,,,,,,,,,0,0,2
Warren Bloom,,,,,,,,,,,,,,,0,2
Total,17,15,16,14,2,2,2,2,2,1,1,1,0,0,0,2
,District Council 7th District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,9
,Maria Quiñones Sánchez,Angel L Cruz,Kahlil Williams,Jen Devor,Lisa Deeley,Marwan Kreidie,Omar Sabir,Luigi Borda,Annette Thompson,Carla Cain,Robin Trent,Moira Bohannon,Dennis Lee,Lewis Harris Jr,Warren Bloom,9
Maria Quiñones Sánchez,15,0,31,35,13,16,9,8,5,6,4,5,1,1,1,9
Angel L Cruz,,8,21,14,15,6,15,2,4,3,3,1,0,0,0,9
Kahlil Williams,,,1,32,1,5,6,2,0,2,3,0,0,0,0,9
Jen Devor,,,,1,2,2,1,4,2,1,0,0,0,1,0,9
Lisa Deeley,,,,,0,5,8,1,1,5,0,1,0,0,0,9
Marwan Kreidie,,,,,,0,2,1,0,0,3,2,0,0,0,9
Omar Sabir,,,,,,,0,0,2,1,1,1,0,0,1,9
Luigi Borda,,,,,,,,0,1,0,0,0,0,0,0,9
Annette Thompson,,,,,,,,,0,0,1,2,0,0,0,9
Carla Cain,,,,,,,,,,0,0,0,0,0,0,9
Robin Trent,,,,,,,,,,,0,0,0,0,0,9
Moira Bohannon,,,,,,,,,,,,0,0,0,0,9
Dennis Lee,,,,,,,,,,,,,0,0,0,9
Lewis Harris Jr,,,,,,,,,,,,,,0,0,9
Warren Bloom,,,,,,,,,,,,,,,0,9
Total,88,56,55,51,29,25,25,10,9,9,8,7,1,1,1,9
