col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Helen Gym,Allan Domb,Justin Diberardinis,Katherine Gilmore Richardson,Derek S Green,Adrián Rivera-reyes,Eryn Santamoor,Deja Lynn Alvarez,Isaiah Thomas,Beth Finn,Erika Almirón,Joseph A Diorio,Sandra Dungee Glenn,Billy Thompson,Willie Floyd Singletary,Ogbonna Paul Hagins,Fernando Treviño,Bobbie Curry,Vinny Black,Mark Ross,Wayne Edmund Dorsey,Ethelind Baylor,Hena Veit,Asa Khalif,Latrice Y Bryant,Edwin Santana,Wayne Allen,Fareed Abdullah,Devon Cade,Sherrie Cohen,Jennifer Schultz,Joshua Roberts,Beth Grossman,Anthony Kyriakakis,Jon Marshall,Cateria R Mccabe,Tiffany Palmer,Craig Levin,Wendi Barish,James C Crumlish,Carmella Jacquinto,Nicola Serianni,Vicki Markovitz,James F Berardinelli,Henry Mcgregor Sias,Kay Yu,Leon Goodman,Kendra Mccrae,Sherman Toppin,Laurie Dow,Chris Hall,Janine D Momasso,Terri M Booker,Robert Trimble,Gregory Weyer,All
Helen Gym,19,221,120,145,138,105,114,88,128,69,78,45,49,39,50,59,27,18,15,18,16,36,24,15,15,8,8,8,4,0,233,217,115,147,120,133,110,102,115,93,103,84,72,52,96,66,60,50,83,61,48,38,40,25,9,All
Allan Domb,,23,115,126,130,20,81,35,100,64,25,63,42,42,20,7,18,28,31,25,20,10,14,11,9,8,11,6,14,0,125,138,132,121,79,110,68,65,66,69,89,71,69,72,71,42,35,45,72,48,33,26,30,27,11,All
Justin Diberardinis,,,6,50,69,20,69,25,49,37,38,35,20,24,4,5,11,18,17,18,10,23,2,8,3,5,4,3,5,0,77,44,87,78,39,45,69,23,51,65,31,48,39,61,32,38,28,23,12,28,34,21,20,17,4,All
Katherine Gilmore Richardson,,,,2,96,16,58,18,89,45,29,21,39,18,2,5,16,14,2,13,10,9,12,4,7,2,6,2,2,0,76,101,69,97,24,76,50,24,63,38,84,39,57,32,67,31,17,23,65,32,23,20,20,11,5,All
Derek S Green,,,,,1,19,30,14,92,11,22,17,8,14,4,5,8,10,10,7,8,20,4,6,7,6,6,3,4,0,55,99,55,86,35,72,47,19,29,44,71,25,28,37,65,28,33,23,51,20,27,11,23,10,7,All
Adrián Rivera-reyes,,,,,,6,31,90,14,17,30,12,15,9,50,52,30,4,6,5,3,7,7,10,4,11,4,6,1,0,118,71,36,35,59,20,38,53,41,27,29,32,15,11,19,29,19,27,8,19,17,17,18,13,6,All
Eryn Santamoor,,,,,,,2,32,12,43,43,20,21,17,7,7,19,14,8,13,6,5,12,10,10,8,7,5,4,0,80,45,58,62,34,33,61,25,60,47,31,42,36,37,25,30,25,32,17,32,30,17,17,14,1,All
Deja Lynn Alvarez,,,,,,,,3,15,21,30,12,7,11,47,50,25,6,4,7,7,5,9,10,8,9,5,4,4,0,106,70,31,37,64,28,40,59,34,32,20,41,18,13,19,20,21,27,10,16,20,16,19,17,6,All
