col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,City Commissioners - Democrat,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Lisa Deeley,Omar Sabir,Kahlil Williams,Marwan Kreidie,Carla Cain,Annette Thompson,Dennis Lee,Luigi Borda,Jen Devor,Robin Trent,Warren Bloom,Lewis Harris Jr,Moira Bohannon,Allan Domb,Helen Gym,Derek S Green,Isaiah Thomas,Joseph A Diorio,Katherine Gilmore Richardson,Adrián Rivera-reyes,Deja Lynn Alvarez,Justin Diberardinis,Willie Floyd Singletary,Eryn Santamoor,Erika Almirón,Ogbonna Paul Hagins,Sandra Dungee Glenn,Beth Finn,Billy Thompson,Fernando Treviño,Fareed Abdullah,Ethelind Baylor,Latrice Y Bryant,Asa Khalif,Vinny Black,Hena Veit,Edwin Santana,Wayne Allen,Bobbie Curry,Mark Ross,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,All
Lisa Deeley,27,179,64,40,45,40,18,15,11,11,11,9,4,446,295,393,271,234,178,104,106,88,71,73,49,46,41,50,36,31,29,20,17,17,20,30,16,13,12,14,10,8,0,All
Omar Sabir,,16,46,43,19,19,20,5,2,3,1,4,1,197,202,176,212,109,134,97,91,26,78,29,38,54,25,13,16,15,43,21,33,39,12,14,8,15,6,8,4,2,0,All
Kahlil Williams,,,4,9,11,22,2,4,20,5,2,7,5,99,122,93,92,25,61,38,29,44,22,43,43,11,21,11,14,15,28,19,23,23,9,7,11,12,11,4,5,4,0,All
Marwan Kreidie,,,,11,3,2,7,5,2,2,3,1,1,32,77,24,25,29,20,83,51,12,40,19,13,37,5,10,11,7,10,6,7,5,3,9,5,5,8,5,3,2,0,All
Carla Cain,,,,,5,8,6,5,4,2,1,1,1,49,37,43,65,36,21,23,22,13,12,11,15,1,7,12,9,15,4,11,11,6,3,4,10,7,4,5,4,3,0,All
Annette Thompson,,,,,,0,4,2,2,5,3,2,2,46,65,40,46,21,30,16,19,16,16,17,31,2,23,20,10,11,11,10,25,7,8,10,7,7,8,6,5,4,0,All
Dennis Lee,,,,,,,0,5,1,1,1,5,1,29,37,21,27,10,22,12,11,10,9,18,16,8,13,8,16,11,5,4,4,6,0,4,7,3,4,6,5,3,0,All
Luigi Borda,,,,,,,,2,4,2,6,2,3,26,35,12,12,15,13,16,15,21,6,13,15,7,7,13,10,12,3,9,6,4,5,6,5,4,3,5,0,1,0,All
