col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Anne Marie Coyle,Giovanni Campbell,Stephanie M Sawyer,Vince Giusini,James C Crumlish,Kenneth J Powell Jr,Tracy B Roman,Joe Fernandes,Dawn M Tancredi,Timika Lane,Daniel D Mccaffery,Derrick W Coker,Daine A Grey Jr,Deborah D Cianfrani,John J O Connor Jr,Conor Corcoran,Sean P Stevens,Leon A King Ii,Rania Major,Sierra Thomas Street,Frank Bennett,Jon Marshall,Fran Shields,Katie Scrivner,Robert Tuerk,Inja Coates,Donna Marie Laws,Suzanne Harmon Carn,Ashley Michelle Cook,Donna Derose,Holly A Harris Seidle,Bobbie T Curry,Tia M Seibert,Warren Bloom,Brigitte A Garvin Johnson,Marnie Aument Loughrey,Ryan Mulvey,Verna Ragan Tennant,Wayne E Dorsey,James Johnson,Keith Jackson,Lewis Harris Jr,Bruce H Bailey,Kyle J Sampson,Omar Sabir,David Mamikonyan,Jose A Figueroa,Sharif Ali,Tyrone T Martin,1
Anne Marie Coyle,2,34,29,33,30,26,11,5,4,11,7,5,2,3,5,0,1,1,1,2,2,2,0,0,22,5,8,5,2,5,3,3,2,2,0,1,0,2,3,2,2,1,1,0,0,0,0,0,0,1
Giovanni Campbell,,1,32,28,29,24,11,10,5,8,5,6,5,3,2,3,1,1,0,1,1,0,0,0,20,10,6,2,4,3,4,1,4,1,3,1,1,1,2,1,0,0,1,0,1,0,0,0,0,1
Stephanie M Sawyer,,,0,25,24,25,5,5,5,7,3,4,5,2,2,1,1,1,2,1,1,1,0,0,20,8,6,5,3,3,2,0,2,0,0,1,1,3,0,1,0,0,1,0,1,0,0,0,0,1
Vince Giusini,,,,0,27,23,8,8,4,6,2,2,2,2,1,2,1,0,1,1,1,0,0,0,19,4,8,1,1,3,4,3,1,3,1,0,1,1,2,1,0,2,1,0,0,0,0,0,0,1
James C Crumlish,,,,,0,23,4,7,3,6,5,6,2,1,2,1,1,0,1,0,0,0,0,0,16,5,3,1,3,4,3,1,1,2,1,2,0,0,1,2,1,1,1,0,0,0,0,0,0,1
Kenneth J Powell Jr,,,,,,0,3,1,1,2,2,3,0,1,1,0,1,1,0,0,1,1,0,0,19,4,4,1,0,3,1,0,1,0,0,1,0,2,0,2,1,0,1,0,1,0,0,0,0,1
Tracy B Roman,,,,,,,1,3,7,4,2,2,2,2,1,2,1,0,2,3,0,0,0,0,3,3,5,4,2,2,4,3,2,3,3,1,2,0,2,0,0,1,0,0,0,0,0,0,0,1
Joe Fernandes,,,,,,,,0,5,5,3,3,4,4,2,1,1,0,1,1,1,1,0,0,1,6,3,3,2,1,1,2,0,3,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1
