col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Judge Of The Superior Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,All
,Joseph C Waters Jr,Jack Mcvay Jr,Giovanni Campbell,Anne Marie Coyle,Vince Giusini,Stephanie M Sawyer,Kenneth J Powell Jr,James C Crumlish,Timika Lane,Daniel D Mccaffery,Tracy B Roman,Joe Fernandes,Dawn M Tancredi,Sierra Thomas Street,Leon A King Ii,Daine A Grey Jr,Derrick W Coker,Deborah D Cianfrani,John J O Connor Jr,Conor Corcoran,Rania Major,Sean P Stevens,Frank Bennett,Jon Marshall,Katie Scrivner,Fran Shields,All
Joseph C Waters Jr,64,0,701,718,613,553,536,365,409,412,422,312,274,245,211,101,64,134,109,80,67,53,51,32,3,0,All
Jack Mcvay Jr,,27,343,340,258,221,220,218,194,138,97,147,58,47,20,87,109,27,45,18,16,18,3,12,1,1,All
Giovanni Campbell,,,19,680,668,645,686,523,322,355,141,210,171,46,192,114,146,48,61,42,28,25,19,12,1,1,All
Anne Marie Coyle,,,,13,750,592,544,511,367,227,328,295,149,207,38,91,111,95,76,32,39,31,27,20,3,1,All
Vince Giusini,,,,,5,542,517,449,296,194,226,254,67,162,86,69,78,42,51,40,15,20,20,9,3,1,All
Stephanie M Sawyer,,,,,,3,534,458,201,204,130,78,116,48,101,114,74,90,43,43,42,30,18,27,0,0,All
Kenneth J Powell Jr,,,,,,,5,422,181,231,83,68,91,48,116,61,61,42,62,24,11,26,23,15,3,1,All
James C Crumlish,,,,,,,,4,85,140,76,110,52,8,15,72,101,36,25,16,12,25,9,8,1,1,All
Timika Lane,,,,,,,,,0,199,237,276,144,213,118,81,61,38,23,15,39,15,7,5,1,0,All
Daniel D Mccaffery,,,,,,,,,,14,110,151,179,43,159,59,41,64,93,47,22,24,28,13,2,0,All
