col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,All
,Joseph C Waters Jr,Jack Mcvay Jr,Martin Coleman,Henry Lewandowski,Fran Shields,Tracy B Roman,Shoshana Bricklin,Robert M Kline,Daine A Grey Jr,Joe Fernandes,Conor Corcoran,Frank Bennett,Derrick W Coker,All
Joseph C Waters Jr,72,0,423,367,279,234,105,75,78,57,49,45,2,All
Jack Mcvay Jr,,17,43,23,43,16,17,32,27,27,16,11,0,All
Martin Coleman,,,17,268,190,116,31,40,31,35,11,17,0,All
Henry Lewandowski,,,,4,181,103,31,21,9,17,22,6,1,All
Fran Shields,,,,,4,40,39,42,37,21,14,17,0,All
Tracy B Roman,,,,,,12,43,19,34,22,13,18,1,All
Shoshana Bricklin,,,,,,,8,21,25,12,8,14,0,All
Robert M Kline,,,,,,,,2,20,18,16,13,0,All
Daine A Grey Jr,,,,,,,,,4,26,9,9,0,All
Joe Fernandes,,,,,,,,,,2,9,7,0,All
Conor Corcoran,,,,,,,,,,,4,12,0,All
Frank Bennett,,,,,,,,,,,,2,0,All
Derrick W Coker,,,,,,,,,,,,,0,All
Total,796,123,495,401,336,271,138,118,117,94,73,61,2,All
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,1
,Joseph C Waters Jr,Jack Mcvay Jr,Martin Coleman,Henry Lewandowski,Fran Shields,Tracy B Roman,Shoshana Bricklin,Daine A Grey Jr,Conor Corcoran,Derrick W Coker,Frank Bennett,Joe Fernandes,Robert M Kline,1
Joseph C Waters Jr,6,0,40,38,24,12,6,2,1,0,0,0,0,1
Jack Mcvay Jr,,1,0,0,0,0,0,0,0,0,0,0,0,1
Martin Coleman,,,2,32,20,11,2,0,0,0,0,0,0,1
Henry Lewandowski,,,,0,19,9,4,0,0,0,0,0,0,1
Fran Shields,,,,,0,0,1,0,0,0,0,0,0,1
Tracy B Roman,,,,,,0,2,1,0,0,0,0,0,1
Shoshana Bricklin,,,,,,,0,2,0,0,0,0,0,1
Daine A Grey Jr,,,,,,,,0,1,0,0,0,0,1
Conor Corcoran,,,,,,,,,0,0,0,0,0,1
Derrick W Coker,,,,,,,,,,0,0,0,0,1
Frank Bennett,,,,,,,,,,,0,0,0,1
Joe Fernandes,,,,,,,,,,,,0,0,1
Robert M Kline,,,,,,,,,,,,,0,1
Total,57,1,43,39,24,13,7,3,1,0,0,0,0,1
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,2
,Joseph C Waters Jr,Jack Mcvay Jr,Martin Coleman,Fran Shields,Henry Lewandowski,Tracy B Roman,Daine A Grey Jr,Robert M Kline,Joe Fernandes,Shoshana Bricklin,Conor Corcoran,Frank Bennett,Derrick W Coker,2
Joseph C Waters Jr,1,0,22,16,16,13,5,4,4,4,3,1,0,2
Jack Mcvay Jr,,0,3,0,0,0,0,1,1,0,0,0,0,2
Martin Coleman,,,3,8,13,3,2,1,1,0,0,0,0,2
Fran Shields,,,,0,10,4,2,0,1,2,1,0,0,2
Henry Lewandowski,,,,,0,2,2,0,0,3,0,0,0,2
Tracy B Roman,,,,,,1,2,1,3,0,2,0,0,2
Daine A Grey Jr,,,,,,,1,0,1,1,0,0,0,2
Robert M Kline,,,,,,,,0,2,2,0,2,0,2
Joe Fernandes,,,,,,,,,0,0,1,0,0,2
Shoshana Bricklin,,,,,,,,,,0,0,2,0,2
Conor Corcoran,,,,,,,,,,,0,0,0,2
Frank Bennett,,,,,,,,,,,,1,0,2
Derrick W Coker,,,,,,,,,,,,,0,2
Total,43,3,29,16,16,14,7,6,5,5,3,3,0,2
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,3
,Joseph C Waters Jr,Jack Mcvay Jr,Martin Coleman,Henry Lewandowski,Tracy B Roman,Fran Shields,Shoshana Bricklin,Daine A Grey Jr,Joe Fernandes,Frank Bennett,Robert M Kline,Conor Corcoran,Derrick W Coker,3
Joseph C Waters Jr,4,0,16,18,15,8,4,4,3,3,2,1,0,3
Jack Mcvay Jr,,1,3,1,1,2,1,0,1,0,0,0,0,3
Martin Coleman,,,1,10,4,6,0,2,1,1,0,0,0,3
Henry Lewandowski,,,,0,6,5,1,1,1,1,2,1,0,3
Tracy B Roman,,,,,1,3,4,2,2,2,0,0,0,3
Fran Shields,,,,,,0,1,1,1,1,0,0,0,3
Shoshana Bricklin,,,,,,,0,1,2,1,1,0,0,3
Daine A Grey Jr,,,,,,,,0,1,1,0,0,0,3
Joe Fernandes,,,,,,,,,1,0,0,0,0,3
Frank Bennett,,,,,,,,,,0,0,0,0,3
Robert M Kline,,,,,,,,,,,0,1,0,3
Conor Corcoran,,,,,,,,,,,,0,0,3
Derrick W Coker,,,,,,,,,,,,,0,3
Total,37,6,21,19,17,10,6,5,5,4,2,1,0,3
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,4
,Joseph C Waters Jr,Jack Mcvay Jr,Martin Coleman,Henry Lewandowski,Fran Shields,Tracy B Roman,Joe Fernandes,Shoshana Bricklin,Daine A Grey Jr,Frank Bennett,Robert M Kline,Conor Corcoran,Derrick W Coker,4
Joseph C Waters Jr,4,0,33,29,19,9,4,3,2,2,2,0,0,4
Jack Mcvay Jr,,0,0,0,0,0,1,1,0,1,0,0,0,4
Martin Coleman,,,3,24,15,5,2,1,0,1,2,0,0,4
Henry Lewandowski,,,,0,15,4,2,0,1,1,0,0,0,4
Fran Shields,,,,,0,1,2,1,0,0,1,0,0,4
Tracy B Roman,,,,,,0,0,2,1,1,0,0,0,4
Joe Fernandes,,,,,,,0,1,1,1,0,0,0,4
Shoshana Bricklin,,,,,,,,0,1,2,0,0,0,4
Daine A Grey Jr,,,,,,,,,1,0,0,0,0,4
Frank Bennett,,,,,,,,,,0,0,0,0,4
Robert M Kline,,,,,,,,,,,1,0,0,4
Conor Corcoran,,,,,,,,,,,,0,0,4
Derrick W Coker,,,,,,,,,,,,,0,4
Total,46,1,36,29,19,9,5,4,3,3,3,0,0,4
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,5
,Joseph C Waters Jr,Jack Mcvay Jr,Henry Lewandowski,Martin Coleman,Fran Shields,Tracy B Roman,Conor Corcoran,Daine A Grey Jr,Frank Bennett,Robert M Kline,Shoshana Bricklin,Derrick W Coker,Joe Fernandes,5
Joseph C Waters Jr,0,0,20,19,15,6,1,1,1,0,0,0,0,5
Jack Mcvay Jr,,0,0,0,0,1,0,0,0,1,1,0,0,5
Henry Lewandowski,,,0,15,14,3,1,0,1,0,0,0,0,5
Martin Coleman,,,,1,10,3,0,1,0,0,0,0,0,5
Fran Shields,,,,,1,0,0,0,0,0,0,0,0,5
Tracy B Roman,,,,,,1,0,0,0,1,1,0,0,5
Conor Corcoran,,,,,,,0,0,1,0,0,0,0,5
Daine A Grey Jr,,,,,,,,0,0,0,0,0,0,5
Frank Bennett,,,,,,,,,0,0,0,0,0,5
Robert M Kline,,,,,,,,,,0,1,0,0,5
Shoshana Bricklin,,,,,,,,,,,0,0,0,5
Derrick W Coker,,,,,,,,,,,,0,0,5
Joe Fernandes,,,,,,,,,,,,,0,5
Total,28,1,20,20,16,8,1,1,1,1,1,0,0,5
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,6
,Joseph C Waters Jr,Jack Mcvay Jr,Martin Coleman,Henry Lewandowski,Fran Shields,Tracy B Roman,Joe Fernandes,Robert M Kline,Conor Corcoran,Daine A Grey Jr,Derrick W Coker,Shoshana Bricklin,Frank Bennett,6
Joseph C Waters Jr,1,0,24,19,14,11,3,3,1,1,1,1,0,6
Jack Mcvay Jr,,0,0,0,0,1,0,0,0,0,0,0,0,6
Martin Coleman,,,1,17,12,6,2,1,1,0,0,0,0,6
Henry Lewandowski,,,,0,12,6,0,0,0,0,0,1,0,6
Fran Shields,,,,,1,0,1,0,0,0,0,1,0,6
Tracy B Roman,,,,,,0,1,1,0,0,0,0,0,6
Joe Fernandes,,,,,,,0,2,1,1,0,0,0,6
Robert M Kline,,,,,,,,0,0,1,0,0,0,6
Conor Corcoran,,,,,,,,,0,0,0,0,0,6
Daine A Grey Jr,,,,,,,,,,0,0,0,0,6
Derrick W Coker,,,,,,,,,,,0,0,0,6
Shoshana Bricklin,,,,,,,,,,,,0,0,6
Frank Bennett,,,,,,,,,,,,,0,6
Total,35,1,26,19,16,12,4,3,1,1,1,1,0,6
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,7
,Joseph C Waters Jr,Jack Mcvay Jr,Martin Coleman,Henry Lewandowski,Fran Shields,Tracy B Roman,Daine A Grey Jr,Conor Corcoran,Joe Fernandes,Robert M Kline,Shoshana Bricklin,Frank Bennett,Derrick W Coker,7
Joseph C Waters Jr,3,0,43,30,22,16,2,1,2,1,1,0,0,7
Jack Mcvay Jr,,0,1,0,0,1,1,1,0,0,0,1,0,7
Martin Coleman,,,0,27,17,11,1,1,2,1,1,0,0,7
Henry Lewandowski,,,,0,18,11,0,0,0,0,1,0,0,7
Fran Shields,,,,,0,4,0,0,0,0,1,0,0,7
Tracy B Roman,,,,,,0,0,0,0,0,1,0,0,7
Daine A Grey Jr,,,,,,,0,2,0,0,0,1,0,7
Conor Corcoran,,,,,,,,0,0,0,0,1,0,7
Joe Fernandes,,,,,,,,,0,1,0,0,0,7
Robert M Kline,,,,,,,,,,1,0,0,0,7
Shoshana Bricklin,,,,,,,,,,,0,0,0,7
Frank Bennett,,,,,,,,,,,,0,0,7
Derrick W Coker,,,,,,,,,,,,,0,7
Total,55,2,45,31,22,17,3,2,2,2,2,1,0,7
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,8
,Joseph C Waters Jr,Jack Mcvay Jr,Martin Coleman,Henry Lewandowski,Fran Shields,Tracy B Roman,Frank Bennett,Daine A Grey Jr,Robert M Kline,Conor Corcoran,Derrick W Coker,Joe Fernandes,Shoshana Bricklin,8
Joseph C Waters Jr,3,0,21,17,15,11,4,2,1,0,0,0,0,8
Jack Mcvay Jr,,0,0,1,0,1,0,0,0,0,0,0,0,8
Martin Coleman,,,0,14,12,6,2,0,1,0,0,0,0,8
Henry Lewandowski,,,,1,11,5,0,0,0,0,0,0,0,8
Fran Shields,,,,,0,1,1,1,1,0,0,0,0,8
Tracy B Roman,,,,,,0,2,2,0,0,0,0,0,8
Frank Bennett,,,,,,,0,1,0,0,0,0,0,8
Daine A Grey Jr,,,,,,,,0,0,0,0,0,0,8
Robert M Kline,,,,,,,,,0,0,0,0,0,8
Conor Corcoran,,,,,,,,,,0,0,0,0,8
Derrick W Coker,,,,,,,,,,,0,0,0,8
Joe Fernandes,,,,,,,,,,,,0,0,8
Shoshana Bricklin,,,,,,,,,,,,,0,8
Total,33,1,21,19,15,12,4,2,1,0,0,0,0,8
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,9
,Joseph C Waters Jr,Jack Mcvay Jr,Martin Coleman,Henry Lewandowski,Tracy B Roman,Fran Shields,Robert M Kline,Shoshana Bricklin,Daine A Grey Jr,Frank Bennett,Conor Corcoran,Joe Fernandes,Derrick W Coker,9
Joseph C Waters Jr,7,0,22,18,14,11,7,6,5,3,2,2,0,9
Jack Mcvay Jr,,1,1,1,0,0,0,1,0,0,0,0,0,9
Martin Coleman,,,2,14,6,9,3,2,1,1,1,0,0,9
Henry Lewandowski,,,,0,4,10,2,0,0,0,0,0,0,9
Tracy B Roman,,,,,0,1,2,2,3,2,1,0,0,9
Fran Shields,,,,,,0,0,0,1,0,0,0,0,9
Robert M Kline,,,,,,,0,2,0,2,2,0,0,9
Shoshana Bricklin,,,,,,,,0,2,1,0,1,0,9
Daine A Grey Jr,,,,,,,,,0,0,0,1,0,9
Frank Bennett,,,,,,,,,,1,0,0,0,9
Conor Corcoran,,,,,,,,,,,0,0,0,9
Joe Fernandes,,,,,,,,,,,,0,0,9
Derrick W Coker,,,,,,,,,,,,,0,9
Total,46,3,25,19,14,11,7,7,5,4,2,2,0,9
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,10
,Joseph C Waters Jr,Jack Mcvay Jr,Martin Coleman,Henry Lewandowski,Tracy B Roman,Fran Shields,Shoshana Bricklin,Joe Fernandes,Robert M Kline,Daine A Grey Jr,Frank Bennett,Conor Corcoran,Derrick W Coker,10
Joseph C Waters Jr,8,0,31,20,18,13,9,3,3,3,2,1,0,10
Jack Mcvay Jr,,0,3,3,2,0,0,1,1,0,1,1,0,10
Martin Coleman,,,1,17,15,8,5,3,2,1,3,1,0,10
Henry Lewandowski,,,,0,11,5,2,1,1,0,0,1,0,10
Tracy B Roman,,,,,0,1,3,2,0,1,0,0,0,10
Fran Shields,,,,,,1,4,1,3,1,1,0,0,10
Shoshana Bricklin,,,,,,,0,1,2,3,0,0,0,10
Joe Fernandes,,,,,,,,0,0,0,1,0,0,10
Robert M Kline,,,,,,,,,0,0,0,1,0,10
Daine A Grey Jr,,,,,,,,,,0,0,0,0,10
Frank Bennett,,,,,,,,,,,0,1,0,10
Conor Corcoran,,,,,,,,,,,,0,0,10
Derrick W Coker,,,,,,,,,,,,,0,10
Total,51,4,36,24,20,15,12,5,5,3,3,2,0,10
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,11
,Joseph C Waters Jr,Jack Mcvay Jr,Fran Shields,Martin Coleman,Daine A Grey Jr,Robert M Kline,Henry Lewandowski,Tracy B Roman,Joe Fernandes,Shoshana Bricklin,Conor Corcoran,Frank Bennett,Derrick W Coker,11
Joseph C Waters Jr,4,0,11,12,4,7,11,10,5,6,5,5,0,11
