col_1,col_2,division
,District Attorney - Democrat,1
,R Seth Williams,1
R Seth Williams,91,1
Total,91,1
,District Attorney - Democrat,2
,R Seth Williams,2
R Seth Williams,59,2
Total,59,2
,District Attorney - Democrat,3
,R Seth Williams,3
R Seth Williams,54,3
Total,54,3
,District Attorney - Democrat,4
,R Seth Williams,4
R Seth Williams,38,4
Total,38,4
,District Attorney - Democrat,5
,R Seth Williams,5
R Seth Williams,30,5
Total,30,5
,District Attorney - Democrat,6
,R Seth Williams,6
R Seth Williams,64,6
Total,64,6
,District Attorney - Democrat,7
,R Seth Williams,7
R Seth Williams,87,7
Total,87,7
,District Attorney - Democrat,8
,R Seth Williams,8
R Seth Williams,110,8
Total,110,8
,District Attorney - Democrat,9
,R Seth Williams,9
R Seth Williams,58,9
Total,58,9
,District Attorney - Democrat,10
,R Seth Williams,10
R Seth Williams,31,10
Total,31,10
,District Attorney - Democrat,11
,R Seth Williams,11
R Seth Williams,38,11
Total,38,11
,District Attorney - Democrat,12
,R Seth Williams,12
R Seth Williams,57,12
Total,57,12
,District Attorney - Democrat,13
,R Seth Williams,13
R Seth Williams,51,13
Total,51,13
,District Attorney - Democrat,14
,R Seth Williams,14
R Seth Williams,38,14
Total,38,14
,District Attorney - Democrat,15
,R Seth Williams,15
R Seth Williams,56,15
Total,56,15
,District Attorney - Democrat,16
,R Seth Williams,16
R Seth Williams,76,16
Total,76,16
,District Attorney - Democrat,17
,R Seth Williams,17
R Seth Williams,53,17
Total,53,17
,District Attorney - Democrat,All
,R Seth Williams,All
R Seth Williams,991,All
Total,991,All
