col_1,col_2,col_3,col_4,col_5,col_6,division
,Judge Of The Superior Court - Democrat,,Controller - Democrat,,,1
,Joseph C Waters Jr,Jack Mcvay Jr,Alan Butkovitz,Brett Mandel,Mark Zecca,1
Joseph C Waters Jr,0,0,26,11,5,1
Jack Mcvay Jr,,0,3,7,2,1
Alan Butkovitz,,,7,0,0,1
Brett Mandel,,,,5,0,1
Mark Zecca,,,,,0,1
Total,42,12,36,23,7,1
,Judge Of The Superior Court - Democrat,,Controller - Democrat,,,2
,Joseph C Waters Jr,Jack Mcvay Jr,Alan Butkovitz,Brett Mandel,Mark Zecca,2
Joseph C Waters Jr,2,0,26,12,2,2
Jack Mcvay Jr,,0,3,4,0,2
Alan Butkovitz,,,8,0,0,2
Brett Mandel,,,,2,0,2
Mark Zecca,,,,,2,2
Total,42,7,37,18,4,2
,Judge Of The Superior Court - Democrat,,Controller - Democrat,,,3
,Joseph C Waters Jr,Jack Mcvay Jr,Alan Butkovitz,Brett Mandel,Mark Zecca,3
Joseph C Waters Jr,6,0,25,10,3,3
Jack Mcvay Jr,,0,0,1,2,3
Alan Butkovitz,,,5,0,0,3
Brett Mandel,,,,4,0,3
Mark Zecca,,,,,0,3
Total,44,3,30,15,5,3
,Controller - Democrat,,,Judge Of The Superior Court - Democrat,,4
,Alan Butkovitz,Brett Mandel,Mark Zecca,Joseph C Waters Jr,Jack Mcvay Jr,4
Alan Butkovitz,6,0,0,17,1,4
Brett Mandel,,0,0,4,2,4
Mark Zecca,,,0,1,0,4
Joseph C Waters Jr,,,,1,0,4
Jack Mcvay Jr,,,,,0,4
Total,24,6,1,23,3,4
,Judge Of The Superior Court - Democrat,,Controller - Democrat,,,5
,Joseph C Waters Jr,Jack Mcvay Jr,Alan Butkovitz,Brett Mandel,Mark Zecca,5
Joseph C Waters Jr,5,0,30,9,1,5
Jack Mcvay Jr,,0,3,0,0,5
Alan Butkovitz,,,6,0,0,5
Brett Mandel,,,,0,0,5
Mark Zecca,,,,,0,5
Total,45,3,39,9,1,5
,Judge Of The Superior Court - Democrat,,Controller - Democrat,,,6
,Joseph C Waters Jr,Jack Mcvay Jr,Alan Butkovitz,Brett Mandel,Mark Zecca,6
Joseph C Waters Jr,5,0,33,9,1,6
Jack Mcvay Jr,,0,1,0,0,6
Alan Butkovitz,,,1,0,0,6
Brett Mandel,,,,0,0,6
Mark Zecca,,,,,0,6
Total,48,1,35,9,1,6
,Judge Of The Superior Court - Democrat,,Controller - Democrat,,,7
,Joseph C Waters Jr,Jack Mcvay Jr,Alan Butkovitz,Brett Mandel,Mark Zecca,7
Joseph C Waters Jr,1,0,39,9,7,7
Jack Mcvay Jr,,1,5,6,0,7
Alan Butkovitz,,,4,0,0,7
Brett Mandel,,,,1,0,7
Mark Zecca,,,,,0,7
Total,56,12,48,16,7,7
,Judge Of The Superior Court - Democrat,,Controller - Democrat,,,8
,Joseph C Waters Jr,Jack Mcvay Jr,Alan Butkovitz,Brett Mandel,Mark Zecca,8
Joseph C Waters Jr,5,0,22,16,7,8
Jack Mcvay Jr,,0,1,3,1,8
Alan Butkovitz,,,8,0,0,8
Brett Mandel,,,,4,0,8
Mark Zecca,,,,,0,8
Total,50,5,31,23,8,8
,Judge Of The Superior Court - Democrat,,Controller - Democrat,,,9
