col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,All
,Omar Sabir,Donna Derose,Marnie Aument Loughrey,Lewis Harris Jr,Warren Bloom,Donna Marie Laws,Tia M Seibert,Tyrone T Martin,Suzanne Harmon Carn,Bobbie T Curry,Sharif Ali,Ashley Michelle Cook,Inja Coates,Holly A Harris Seidle,Bruce H Bailey,Brigitte A Garvin Johnson,Wayne E Dorsey,Verna Ragan Tennant,David Mamikonyan,Keith Jackson,Kyle J Sampson,Jose A Figueroa,James Johnson,Ryan Mulvey,Robert Tuerk,Martin Coleman,Henry Lewandowski,Tracy B Roman,Fran Shields,Shoshana Bricklin,Daine A Grey Jr,Frank Bennett,Robert M Kline,Joe Fernandes,Conor Corcoran,Derrick W Coker,All
Omar Sabir,89,187,187,33,35,46,17,45,24,19,32,16,14,19,8,11,10,11,12,4,4,7,2,3,2,309,279,107,228,57,32,27,24,27,7,0,All
Donna Derose,,3,164,2,3,21,3,4,2,1,1,1,7,2,5,2,1,1,0,1,1,1,0,0,0,159,162,14,178,20,13,3,4,6,0,0,All
Marnie Aument Loughrey,,,1,3,1,4,1,6,2,0,4,1,0,5,0,3,3,2,1,0,1,0,0,0,0,168,161,12,181,4,9,0,2,5,0,0,All
Lewis Harris Jr,,,,4,76,9,64,8,31,18,6,4,3,2,6,3,2,0,7,5,2,1,0,4,0,131,94,110,12,11,9,16,10,9,2,0,All
Warren Bloom,,,,,6,11,61,12,17,12,4,3,6,2,6,7,5,1,4,5,3,3,3,2,1,110,88,104,16,17,13,17,13,10,0,0,All
Donna Marie Laws,,,,,,4,8,14,10,7,8,14,18,4,10,8,5,6,2,4,8,5,4,3,0,38,36,46,46,50,28,18,14,11,6,0,All
Tia M Seibert,,,,,,,2,5,19,13,2,8,2,2,4,4,0,2,2,0,3,0,1,0,0,84,72,89,10,15,8,4,11,2,4,0,All
Tyrone T Martin,,,,,,,,12,1,3,8,8,15,6,5,5,5,2,0,4,1,1,4,0,1,45,23,36,24,24,23,15,13,10,1,0,All
Suzanne Harmon Carn,,,,,,,,,3,16,1,6,2,0,2,4,3,1,9,0,3,0,1,1,1,45,37,60,15,18,6,7,10,2,2,0,All
Bobbie T Curry,,,,,,,,,,0,1,5,2,1,2,0,1,0,9,0,3,0,1,0,0,43,33,34,8,8,8,3,7,4,2,0,All
Sharif Ali,,,,,,,,,,,2,5,0,4,3,2,8,4,0,6,2,8,3,0,0,27,12,22,14,14,13,16,13,13,4,0,All
Ashley Michelle Cook,,,,,,,,,,,,2,4,0,5,7,1,7,0,1,0,1,0,1,0,25,6,27,12,14,11,16,11,7,1,0,All
Inja Coates,,,,,,,,,,,,,2,2,9,2,0,1,2,1,0,0,1,0,0,10,13,29,12,31,14,7,6,6,1,0,All
Holly A Harris Seidle,,,,,,,,,,,,,,11,0,2,1,0,0,1,2,5,2,0,0,22,15,14,8,5,7,8,2,4,3,0,All
Bruce H Bailey,,,,,,,,,,,,,,,1,0,1,1,1,3,2,1,1,2,1,19,5,15,7,16,8,9,13,9,2,0,All
Brigitte A Garvin Johnson,,,,,,,,,,,,,,,,2,1,2,0,3,2,0,1,1,0,21,9,11,12,6,7,8,6,8,3,0,All
Wayne E Dorsey,,,,,,,,,,,,,,,,,1,2,0,3,1,1,2,0,1,17,10,6,8,2,4,9,8,8,2,0,All
Verna Ragan Tennant,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,2,0,10,10,7,12,5,8,1,5,4,1,0,All
David Mamikonyan,,,,,,,,,,,,,,,,,,,0,0,2,0,1,1,0,21,18,17,2,4,0,2,3,0,0,0,All
Keith Jackson,,,,,,,,,,,,,,,,,,,,0,2,3,2,1,0,11,4,6,10,2,10,7,7,7,5,0,All
Kyle J Sampson,,,,,,,,,,,,,,,,,,,,,0,2,0,0,1,12,3,9,4,3,8,6,3,4,2,0,All
Jose A Figueroa,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,10,3,7,3,5,4,5,5,3,5,0,All
James Johnson,,,,,,,,,,,,,,,,,,,,,,,1,0,0,7,2,5,5,1,3,4,3,1,2,0,All
Ryan Mulvey,,,,,,,,,,,,,,,,,,,,,,,,0,1,5,1,2,3,3,2,3,3,3,2,0,All
Robert Tuerk,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,1,2,2,1,0,0,1,0,0,All
Martin Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,13,318,159,190,30,28,36,21,33,6,0,All
Henry Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,1,128,194,29,10,7,15,10,2,0,All
Tracy B Roman,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,30,51,42,28,26,16,5,0,All
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,39,18,11,13,8,3,0,All
Shoshana Bricklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24,14,17,7,2,0,All
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,10,12,2,0,All
Frank Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,16,3,0,All
Robert M Kline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,6,0,All
Joe Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,All
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,All
Derrick W Coker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,564,226,213,173,165,131,121,115,92,69,64,55,55,49,46,38,36,35,34,26,24,21,17,12,7,536,412,315,311,125,93,78,75,62,22,0,All
,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,1
