col_1,col_2,col_3,col_4,division
,Controller - Democrat,,,1
,Alan Butkovitz,Brett Mandel,Mark Zecca,1
Alan Butkovitz,9,0,0,1
Brett Mandel,,9,0,1
Mark Zecca,,,1,1
Total,9,9,1,1
,Controller - Democrat,,,2
,Alan Butkovitz,Brett Mandel,Mark Zecca,2
Alan Butkovitz,6,0,0,2
Brett Mandel,,3,0,2
Mark Zecca,,,1,2
Total,6,3,1,2
,Controller - Democrat,,,3
,Alan Butkovitz,Brett Mandel,Mark Zecca,3
Alan Butkovitz,14,0,0,3
Brett Mandel,,8,0,3
Mark Zecca,,,6,3
Total,14,8,6,3
,Controller - Democrat,,,4
,Alan Butkovitz,Brett Mandel,Mark Zecca,4
Alan Butkovitz,25,0,0,4
Brett Mandel,,18,0,4
Mark Zecca,,,9,4
Total,25,18,9,4
,Controller - Democrat,,,5
,Alan Butkovitz,Brett Mandel,Mark Zecca,5
Alan Butkovitz,19,0,0,5
Brett Mandel,,5,0,5
Mark Zecca,,,3,5
Total,19,5,3,5
,Controller - Democrat,,,6
,Alan Butkovitz,Brett Mandel,Mark Zecca,6
Alan Butkovitz,19,0,0,6
Brett Mandel,,9,0,6
Mark Zecca,,,7,6
Total,19,9,7,6
,Controller - Democrat,,,7
,Alan Butkovitz,Brett Mandel,Mark Zecca,7
Alan Butkovitz,19,0,0,7
Brett Mandel,,14,0,7
Mark Zecca,,,4,7
Total,19,14,4,7
,Controller - Democrat,,,8
,Alan Butkovitz,Brett Mandel,Mark Zecca,8
Alan Butkovitz,15,0,0,8
Brett Mandel,,4,0,8
Mark Zecca,,,3,8
Total,15,4,3,8
,Controller - Democrat,,,9
,Alan Butkovitz,Mark Zecca,Brett Mandel,9
Alan Butkovitz,20,0,0,9
Mark Zecca,,2,0,9
Brett Mandel,,,1,9
Total,20,2,1,9
,Controller - Democrat,,,10
,Alan Butkovitz,Brett Mandel,Mark Zecca,10
Alan Butkovitz,16,0,0,10
Brett Mandel,,6,0,10
Mark Zecca,,,3,10
Total,16,6,3,10
,Controller - Democrat,,,11
,Alan Butkovitz,Brett Mandel,Mark Zecca,11
