col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Henry Lewandowski,Martin Coleman,Fran Shields,Tracy B Roman,Robert M Kline,Joe Fernandes,Frank Bennett,Daine A Grey Jr,Conor Corcoran,Shoshana Bricklin,Derrick W Coker,Donna Derose,Omar Sabir,Marnie Aument Loughrey,Warren Bloom,Tia M Seibert,Suzanne Harmon Carn,Lewis Harris Jr,Bobbie T Curry,Donna Marie Laws,Jose A Figueroa,Ryan Mulvey,Inja Coates,Bruce H Bailey,David Mamikonyan,Ashley Michelle Cook,Verna Ragan Tennant,Brigitte A Garvin Johnson,Robert Tuerk,Tyrone T Martin,Holly A Harris Seidle,James Johnson,Kyle J Sampson,Sharif Ali,Wayne E Dorsey,Keith Jackson,All
Henry Lewandowski,146,230,231,73,32,22,24,8,18,14,0,211,178,156,59,42,34,39,29,30,20,23,14,21,19,14,10,3,5,6,6,4,4,2,3,0,All
Martin Coleman,,11,151,57,15,10,11,9,4,6,0,147,145,129,42,33,21,30,13,8,6,8,11,6,11,5,6,3,7,3,2,1,1,4,0,2,All
Fran Shields,,,8,17,15,11,13,13,7,11,0,162,125,144,9,6,11,8,10,12,12,11,10,9,4,5,5,4,3,4,2,2,2,1,3,0,All
Tracy B Roman,,,,11,15,14,12,6,5,8,0,28,22,15,46,34,24,28,15,9,8,8,6,9,13,9,6,9,1,3,5,3,2,1,1,1,All
Robert M Kline,,,,,2,12,11,7,6,5,0,18,5,14,5,11,11,7,7,12,4,10,5,9,3,11,6,5,4,4,1,0,1,2,4,1,All
Joe Fernandes,,,,,,2,5,13,5,4,0,19,6,8,5,3,6,2,7,7,10,8,4,5,0,4,4,5,6,1,3,2,4,1,3,0,All
Frank Bennett,,,,,,,0,2,5,4,0,21,4,7,5,9,10,6,7,11,3,6,6,5,1,5,5,3,0,6,3,1,1,0,0,0,All
Daine A Grey Jr,,,,,,,,0,2,1,0,10,5,5,3,4,4,1,1,3,5,3,4,4,1,5,4,3,1,1,2,0,1,3,1,1,All
Conor Corcoran,,,,,,,,,2,1,0,12,6,7,4,3,3,1,5,4,3,6,2,2,1,3,0,4,0,2,5,2,1,1,0,1,All
Shoshana Bricklin,,,,,,,,,,1,0,10,7,8,1,5,5,3,1,3,3,1,12,2,1,2,1,5,2,4,1,0,1,0,0,0,All
Derrick W Coker,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Donna Derose,,,,,,,,,,,,11,121,159,7,2,5,4,10,12,17,13,6,6,3,5,6,3,3,4,2,2,1,1,1,1,All
Omar Sabir,,,,,,,,,,,,,1,119,10,4,8,4,8,3,3,2,1,1,6,0,2,0,1,0,0,0,0,3,0,0,All
Marnie Aument Loughrey,,,,,,,,,,,,,,0,7,1,1,2,4,3,4,9,2,4,3,4,5,2,1,0,1,0,0,0,1,0,All
Warren Bloom,,,,,,,,,,,,,,,3,30,13,26,6,8,0,3,1,2,3,3,1,0,1,0,0,2,2,0,0,0,All
Tia M Seibert,,,,,,,,,,,,,,,,0,15,23,6,2,0,2,5,4,4,3,2,5,0,2,1,1,0,0,0,0,All
Suzanne Harmon Carn,,,,,,,,,,,,,,,,,0,6,8,5,4,1,4,3,6,5,1,3,0,3,0,0,2,0,1,0,All
Lewis Harris Jr,,,,,,,,,,,,,,,,,,0,3,2,1,2,6,3,1,1,2,1,1,2,0,0,1,0,0,0,All
Bobbie T Curry,,,,,,,,,,,,,,,,,,,2,5,1,7,1,1,6,0,1,0,1,1,0,1,1,0,2,0,All
Donna Marie Laws,,,,,,,,,,,,,,,,,,,,1,5,3,4,3,1,4,0,3,1,1,3,1,2,1,1,1,All
Jose A Figueroa,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0,1,1,1,0,3,2,1,1,1,0,1,All
Ryan Mulvey,,,,,,,,,,,,,,,,,,,,,,1,0,4,0,2,2,3,0,0,1,1,0,0,2,0,All
Inja Coates,,,,,,,,,,,,,,,,,,,,,,,2,7,0,0,1,1,4,2,0,0,1,2,0,0,All
Bruce H Bailey,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,1,0,0,0,0,1,0,1,0,All
David Mamikonyan,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,1,0,0,0,1,0,0,All
Ashley Michelle Cook,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,0,0,1,1,0,1,1,1,All
Verna Ragan Tennant,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,2,0,0,1,0,All
Brigitte A Garvin Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,3,0,0,0,0,0,All
Robert Tuerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,2,0,0,0,0,All
Tyrone T Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,0,All
Holly A Harris Seidle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,All
James Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,All
Kyle J Sampson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Sharif Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,All
Wayne E Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Keith Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,632,298,295,142,68,57,49,34,32,32,0,275,205,194,86,63,57,52,47,43,35,35,31,29,26,23,19,17,17,15,12,8,7,7,7,4,All
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
